Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Comoros",,"90.94","25.62","22.34","42.98","0","0.11",,,"0.19",,,,"18.6","0.01",,,,,,"4.99","0.21",,,,,,"0.05",,,"0.03",,,"0.18","1.26","12",,,,,,,,,,,,,,,,,,"0.03",,"0.4","4.41",,"-3.18","-3.18","7.86","7.86",,"7.86",,,,,,,,,,"6.69","0.41",,"1.04","0.46",,"1.88",,,"0.7",,"1.18",,"0",,,,"1.01",,"8.85","8.85",,"8.85",,"10.76",,,"0.68",,,,"1.04","4.2","4.86",,"0.12",,,"-0.13",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.22","18.87",
"Congo",,"146.57","71.6","2.53","72.44","3.72",,"0.02","0.02","0.21","0.01",,,"54.04","0.61",,,,"0.03","0.61","2.78",,,"0.22",,"0.5","0.04","0.03",,,"0.71","0","0.18","2.39","9.19","20.01",,,,,,,,,,,,"0.03",,"0.01","2",,,"0.01",,"0.16","0.48",,"-2.4","-2.4","2.42","2.42",,"2.42",,,,,,,,,,"11.18","0.72","0.01","-0.58","0.24","0.11","0.47",,,"0.99","5.57","1.38",,"0.79",,,,"1.47",,"27.16","27.16",,"27.16",,"14.06",,,,,"3.98",,"1.24","1.59","6.76",,"0.5",,,,,,,"0.04",,,"2.61",,"0.04",,,,,"0.03",,,,,,,"1",,,,,,,,,,,,,,,,,,,,"69.83","58.74",
"Cook Islands",,"33.73","30.95","0.01","2.77","0.17","2.11",,,,,,,"-0.1","0.01",,,,,,"2.11","0.16",,,"26.67",,,,,,,,,,,"1.12",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-1.33",,,,"-1.33","-1.33",,,,,,,,"0.28","0.02",,,"0.05",,"0.05",,,,,,,,,,,"0.16",,,,,,,"2.7","1.34",,,,,,,"1.33",,,"0.03",,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.02","-0.09",
"Costa Rica",,"99.36","54.89","0.36","44.12","5.47","0.12","0.11","0.05","1.09","0.01",,"0","4.38","5.05",,,,,"0.06","32.09","1.04","0.41","0.85","0.2",,,"0",,,"-2.04","0.08","0.24","0.86","10.3","29.61",,,,,,"0.33",,,,,,,,,,,,"0.02",,,"0.01",,,,"1.84",,,,,,"1.84","1.84",,,,,,"3.81","0.07","0.34",,"0.88",,"0.24",,,"0.4","0.31","1.46",,,,,,"0.1",,,,,,,"8.85","2.39",,,,,,,"4.54","1.29",,"0.63",,,,,,,"0.01",,,"0.31",,,,"0.08",,"0.02","0.09",,,,,,,,,,,,"4.96",,,,,,,,,,,,,,,"53.83","9.82",
"Cote d'Ivoire",,"960.01","508.67","30.2","421.14","19.01","0.07","0.02","0.09","15.76",,,"0.17","297.07","15.61",,,,"0.02","4.64","24.64","6.76","0.08","0.01",,"0.38",,"0.05",,,"-43.66","1.01","0.89","0.79","184.27","100.62",,,,,,"0.22",,"24.36",,,,"0",,"0.02",,,,"0.02",,"0",,,"-63.81","-63.81","30.52","28.74","0.06","28.68",,,,,,,,,"1.78","40.27","0.4","0.41","5.62","1.17","0.42","0.76",,,"2.61","5.27","13.52",,"7.14",,,"1.25","1.71",,"237.84","237.84",,"237.84",,"75.7",,,,,,,"24.94","0.14","53.24",,"0.01",,,"-2.63",,,,"0.05",,,"5.61",,,,,,,,,,,"0.33",,"8.65","0.59",,,,,"2.02",,,,,,,"0.08",,"0.5","1.18",,,,,"542.79","275.9",
"Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba",,"749.71","268.19","452.89","28.63","3.24","0.03","13.18","12.55","2.2","0.32","3.07","0.01","134.23","3.58",,"0.08",,,"9.3","47.48","1.52","0.08","-0.69","0.01","1.46","0.01","0.31","0.02",,"8.75","2.34","11.76","6.2","10.42","12.47",,,,,,"0.04",,"59.62",,,,,,"0.08","358.6",,,"0.03",,"0.02","4.72",,,,,,,,,,,,,,,,,"-0.7","0.2","0.37","-3.52","0.02",,"0.37",,,"0.42",,"1.31",,,,,,"0.13",,,,,,,"16.86","1.04",,,,,,"0.29","1.78","6.02",,"0.17",,,"7.57",,,,,,,,,,,,,,"1.97",,,,,,,"1.27",,,,,,,,,,,,,,,,,,,,"213.4","193.33",
"Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea",,"120.51","25.67","59.18","35.66","0",,"0.05",,"1.8",,,"0.38","1.75","3.2","0","0",,"0.41","0.1",,,,"0.03",,"1.78",,,,,,"4.84","7.96","0.27","3.11","5.05",,,,,,"0.04",,,,,,,,"0.04","59.09",,,"0",,,,,,,,,,,,,,,,,,,,"11.95","0.91",,,,,"2.6",,,"0.99",,"4.51",,,,,"1.32","1.62",,,,,,,"18.66",,,,,"10",,"6.59",,"2.06",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.21","11.02",
"Democratic Republic of the Congo",,"2513.93","1365.07","0.28","1148.58","45.85","4.03","0.38","128.28","67.24",,,"0.56","22.75","142.66","0.07","1.19",,"8.89","15.94","43.27","19.26","4.16","24.43",,"32.75","0.07","0.26",,"0.07","7","79.23","25.89","271.72","464.98","207.97",,,,,,"0.01",,,,,,,,"0.13",,,,,,"0.02","0.01",,"-93.79","-93.79","169.93","169.93","76.7","93.23",,,,,,,,,,"119.65","0.2","0.41","5.71","0.69","0.51","13.1",,,"5.89","0.41","66.86",,"5.36",,,"17.77","2.74",,"464.84","464.84",,"464.84",,"279.98",,,,,"58.35","11.85","68.85","2.54","132.63",,"0.68",,,"5.09",,,,"0.82",,,"33.63",,"0.59",,,,"4.68","0.03",,,"0.82","0.09",,,"1",,,,,"0.59",,,,,"0.75",,,"2.86",,,,,,,"1028.56","707.66",
"Djibouti",,"179.21","67.27","31.96","79.98","0.16","0","0.01",,"1.24",,,"0.01","44.53","0.36",,,"0.06",,"0.63","9.38",,,,,,,,,,,"1.37",,"0.07","9.62","32.45",,,,,,"0.03",,"0.07",,,,,,,,,,"0.01",,"14.68","0.04",,"-6.3","-6.3","-1.55","-1.24",,"-1.24",,,,,,,,,"-0.31","7.5","0.33","0.03","2.34","0.06","0.02","0.52",,,"0.51",,"1.1",,,,,"1.51","1.05",,"13.1","13.1",,"13.1",,"34.79","0.39",,"18.04",,"1.2",,"1.13","1.87","1.88",,,,,"10.28",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.82","46.98",
"Dominica",,"26.94","9.57","0.04","17.33","0.24","0.74",,,"4.45",,,,"-3.4","0.04",,,,,,"2.33","0.1",,,"0.02",,,,,,,,,"0.53","4.76","16.07",,,,,,"0.03",,,,,,,,,,,,,,,"0.01",,"-1.51","-1.51","-1.54",,,,,,,,,"-1.54",,,,"0.27","0.2",,"-0.04","0.01",,"0.1",,,,,,,,,,,,,"3.66","3.66",,"3.66",,"0.38",,,,,,,,"0.38",,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.22",,,,,"8.71","-2.83",
"Dominican Republic",,"89.3","42.12","0.14","47.04","144.21","0.06","0.05","0.43","0.89",,,"0.07","-20.18","4.75",,,,,"0.1","1.3","3.63",,,"0.04",,"0.01","0",,,"-8.24","0.01","0.03","0.6","58.6","28.32",,,,,,"0.14",,,,,,"0",,,,,,,,,,,,,"-13.73",,,,,,"-13.73","-13.73",,,,,,"5.3","0.26","0.01","-0.81","0.7","0.23","0.37",,,"0.61","1.86","0.94",,,,,"0.1","1.03",,,,,,,"27.14",,,,,,,,"0.8","7.71",,"1.26",,"-0.41","17.77",,,,"0.18","143.93",,,,"0.01",,"0.08",,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.05","-22.42",
"East African Community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador",,"404.01","220.56","0.6","182.86","4.57","0.1","0.33","9.02","1","0.02",,"0.01","100.47","49.02",,"1.02",,,"3.71","0.37","21.89","0.07",,"0.13","9.9","0",,,,"3.15","0.12","2.39","0.54","17.31","179.87",,,,,,"0.3",,,,,,"0",,,,,,"0.04",,"0.02","0.24",,,,"-18.58",,,,,,"-18.58","-18.58",,,,,,"12.94","0.33","0.4","-0.42","0.53","0.01","0.35",,,"0.87","6.66","1.24",,,,,"2.17","0.79",,,,,,,"8.63","0.69",,,,"1.5",,,"5.05","1.19",,"0.2",,,,,,,"0.15",,"0.73","0.4",,,,"0.13",,"0.86","0.08",,"1.25",,,,,"0.9",,,,,,,"0.06",,,,,,,,,,,,,"172.42","167.48",
"Egypt",,"2080.85","522.73","1272.1","286.02","2.74","0.18","5.82","0.29","1.09","0.07","-4.77","0.54","73.62","269.29","0.39","1.6",,"0.04","8.05","104.25","77.9","0.07","3.95","0.16","4.3","0.05","0.14","0.01","0.16","-0.37","3.05","11.02","30.03","-68.16","276.81",,,,,,"0.21",,"626.05",,,"0.01",,,"0.13",,,,"0.04",,"0.33","42.35",,,,"-3.16","-6.18","1.16","-7.33",,,,,,,,,"3.02","25.6","0.25","0.24","10.17","1.27","0.14","0.35",,,"1.16","6.09","3.45",,,,,"1.17","1.33",,"-100.53","-100.53",,"-100.53",,"87.3",,,"38.19",,,"17.74",,"10.17","-0.07",,"7.07",,,"14.21",,,"0.98",,,,"0.74",,,,,,,"0.34",,,,"0.58",,,,,,,,,,,"0.02",,,,"0.08","0.01",,,,,,,"418.16","392",
"El Salvador",,"253.44","211.2","0.22","42.02","4.42","0.07","0.44","2.05","2.92","0.03",,,"13.56","0.3",,,"0.36","0.18","7.39","-0.68","7.72","4.99","0.22","0.08","0.54",,"0.01",,,"36.11","1.73","2.51","0.44","130.23","41.1",,,,,,"0.2",,,,,,"0",,"0",,,,"0.02",,,,,,,"-17.09",,,,,,"-17.09","-17.09",,,,,,"8.66","0.62","0.1","-1.6","0.64","0.04","0.54",,,"0.8",,"1.4",,"2.11",,,"3.75","0.26",,,,,,,"9.36",,,,,,,,"0.91","8.15",,,,,"0.3",,,,"0.01",,,"0.95",,,,"0.19",,,"0.86",,,,,,,,,,,"2.22",,,,,,"0.18",,,,,,,,,,"154.16","67.45",
"Equatorial Guinea",,"6.72","5.54","0.02","1.16","0.03","0.01","0.01",,"0.19",,,,"1.83","0.02",,,,,,"0.17","0.1",,,,,,"0.04",,,"2.01",,,,"1.17","0.53",,,,,,,,,,,,,,,,,,,,"0","0.01",,,,"-1.33","-1.33",,"-1.33",,,,,,,,,,"2.76","0.35",,"-0.07","0.29","0.04","0.11",,,"0.53",,"0.98",,,,,,"0.53",,"-2.17","-2.17",,"-2.17",,"1.37",,,,,,,,"0.67",,,"0.7",,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.38","3.91",
"Eritrea",,"84.24","15.78","10.58","57.88","0","0.03","0.01",,,,,"0.11","0.5","4.35",,"0.02",,"1.46","0.51","0.44",,,,,"0.56",,,,,"1.27","0.3","1.81","3.67","0.75","9.26",,,,,,,,,,,,"0",,"0",,,,"0.06",,"0.08","10.35",,,,"-0.88","-0.88",,"-0.88",,,,,,,,,,"14.92","0.51",,"1.7","0.05","0","4.98",,,"0.94","2.1","3.49",,,,,,"1.16",,,,,,,"34.58","0.45",,,,"4.99",,"11.58","0.46","17.09",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.22","12.2",
"Eswatini",,"121.3","68.09","13.66","39.55","0.85","0.43",,,"0.2",,,,"0.26","-0.27",,,,"0.02","0.14","5.55","0.12",,,"0.03","0.5",,"0.07",,,,"0.09","1.02","0.37","59.55","12.22",,,,,,,,"13.6",,,,,,,,,,"0.06",,,,,,,"-1.35","-1.35","0.84","-2.2",,,,,,,,,,"3.39","0.49","0.03","-1.03","0.33","0.1","0.34",,,"0.65",,"1.29",,,,,"0.11","1.08",,,,,,,"25.29",,,,,,,,"0.88","19.01",,"0.83",,,"4.57",,,,,,,"0.81",,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.81","0.68",
"Ethiopia",,"4941.03","2061.72","46.6","2832.71","134.15","1.6","13.49","3.85","90.56","5.04","25.39","18.86","16.91","175.11","0.07","0.49","0.82","44.02","40.09","69.41","84.54","1.07","78.8","1.43","63.97","0.22","0.04","0.01",,"8.07","78.72","15.74","402.08","821.32","271",,,,,"0.01","1.46",,"23.05",,,,"0",,,"0.42",,,"0.1",,"0.62","18",,"-53","-53","171.46","171.46","0.04","171.42",,,,,,,,,,"102.48","0.62","0.33","41.78","1.62","0.41","9.26",,,"4.4","1.26","38.73",,"0.02",,,,"4.05",,"2082.1","2082.1",,"2082.1",,"258.68",,,,,"30.29","1.22","85.95","10.65","124.46",,,,"-0.93","7.04",,,,,,,"103.2",,"1.51","9.99",,"1.29","5.73","0.03",,,,"0.68",,,,"1.18",,,"2","5.41",,"0.37",,"0.05","1.15",,"1.23","0.32",,,,,,,"1615.48","912.35",
"Fiji",,"120.96","84.74","0.23","36","1.91","47.07","0.04",,"1.43",,,,"0.28","2.68",,,"0",,,"6.16","7.44",,,"17",,,,,,,,,"0.34","2.29","11.84",,,,,,"0",,,,,,,,,,,,"0.18",,,,,,,"0.95",,,,"0.95","0.95",,,,,,,,"11.18","0.21","0.07",,"0.4","0.06","0.62",,,,,"8.75",,,,,,"1.07",,,,,,,"12.04","0.6",,,,,,,"5.23","0.28","1.43","4.5",,,,,,,"0.01",,,,,,"0.2",,,"0.57",,,,,,,,"1.14",,,,,,,,,,,,,,,,,,,,"13.18","3.34",
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",,"116.96","104.27","0.06","12.64","0.04",,,,"0.26","0.03",,,"101.87","-0.36",,,,,"0.24","3.13","0.05",,,,"0.23","0",,,,"0.1",,"0.01","0.02","-1.32","3.57",,,,,,"0",,,,,,,,,,,,,,,"0.01",,,,"3.23","3.5","3.55","-0.05",,,,,,,,,"-0.27","3.57","0.11","0.15",,"0.37","0.05","0.15",,,"0.5",,"0.86",,,,,,"1.38",,,,,,,"2.27",,,,,,,,"0.15","1.53",,"0.6",,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.85","101.9",
"Gambia",,"234.13","47.21","45.93","140.99","0.37","0.31","0.05","0.22","0.1","0.02",,"0.01","5.97","3.01",,"0.02",,"0.04","4.76","3.47","1.8",,"0.06",,"0.29","0.01","0",,"0.01","2.13","0.76","0.06","21.52","2.6","50.34",,,,,,"0.03",,"30.91",,,,"0.04",,,,,,"0.04",,"3.16","3.16",,"-7.83","-7.83","25.27","25.83",,"25.83",,,,,,,,,"-0.56","17.41","0.3",,"7.12","0.33","0.04","4.03",,,"0.92","0.53","2.23",,"1.11",,,"0.05","0.75",,"32.98","32.98",,"32.98",,"22.81",,,,,,,"2.55","1.46","11.43",,,,,"7.38",,,,"0.01",,,"0.09",,"0.05",,,,,"0.03",,,,,,,,,,,,,,,,,,,,"0.2",,,,,,,"41.43","38.59",
"Georgia",,"589","356.87","6.54","225.6","0.37","0.01","7.4","0.01","0","3.51","12.28","1.15","103.91","82.53","0.04","1.2","0.2","0.26","0.42","2.93","0.04","0.13","0.77",,"4.45","2.37","0.13","0.49","0.09","10.94","14.79","6.85","1.7","98.25","275.48",,"0.09",,,"1.3","0.65",,"0.74","0.51",,"0.47",,,"0.13",,,,"0.01",,"2.45",,,,,"3.88",,,,"4.38","4.38",,,,,"-0.5",,,"8.37","0.24","0.51","1.46","0.6",,"0.39",,,"0.6","2.65","1.07",,,,,,"0.86",,"-71.16","-71.16",,"-71.16",,"9.02",,,,,,,"0.03","0.71","8.04",,"0.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.12",,,,"0.03","0.22",,,,,"289.74","244.14",
"Ghana",,"1067.54","624.42","2.51","440.61","56.17","1.73","2.9","5.4","69.71","0.13","40.79","0.75","35.75","70.85","0.02","1.01",,"0.05","1.72","70.13","17.25","0","18.72","0.22","4.14","0.09","0.01",,,"-3.87","0.94","17.73","50.26","217.98","78.6",,,,,"0.01","0.64",,,,,"0","0.02",,"0","0.38",,,"0.04",,"0.12","1.81",,"78.36","78.36","42.25","42.25","0.03","42.22",,,,,,,,,,"24.51","1.01","0.51","6.35","0.72","0.25","1.14",,,"2.25","3.02","7.99",,,,,,"1.27",,"107.19","107.19",,"107.19",,"109.69","4.33",,,,,"8.29","34.76","0.25","64.3",,,,"-2","-0.23",,,,"0.03",,,"10.85",,"0.88","1.22",,"3.38","0.25","0.83",,,"1.1",,,,,,,,,"32.78",,,,,,"0.57","1.33","0.31","1.95",,,,"0.67",,"516.4","225.52","0.67"
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada",,"31.74","1.04","0.88","29.82","0.02","0.04",,,"0.15",,,,"-0.49","0.89",,,,,,"0.13",,,,"0.07",,,,,,,,,"0.24","0","0.51",,,,,,"0.01",,"0.78",,,,,,,,,,,,,"0.1",,"-4.91","-4.91","-1.57",,,,,,,,,"-1.57",,,,"0.3","0.1",,"0.05","0.15",,,,,,,,,,,,,,,"32.1","32.1",,"32.1",,"3.39",,,,,,"2.86",,"0.63",,,"0.1",,,"-0.2",,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.93","0.64",
"Guatemala",,"399.4","346","1.01","52.39","6.8","0.06","4.96","3.05","14.76",,,"0.12","3.74","32.83",,,,"1.32","0.33","11.03","6.58","0.39","0.18","0.1","5.11",,,,,"25.58","30.39","2.76","3","199.71","21.42",,,,,,"0.96",,,,,"0.01","0",,,,,,"0.03",,,"0.01",,,,"4.36",,,,,,"4.36","4.36",,,,,,"11.27","0.73","0.09","-1.83","1.3","0.12","0.55",,,"1.35",,"1.64",,"5.45",,,"0.58","1.28",,,,,,,"15.34","0.47",,,,"1.56",,,"2.85","11.62",,,,,"-1.16",,,,"0.01",,,"1.69",,,,"0.08",,,"1.32",,,,"0.33",,,,,,,"3.18",,,,,,"0.18",,,,,,,,,,"265.4","105.89",
"Guinea",,"653.61","205.79","41.77","406.04","5.69","0.07","0.01","10.6","2.74","0.03",,"0.05","57.81","18.56",,,,"0.44","0.65","17.98",,"0.56",,,"0.18","0","0.03",,,"16.05","0.09","0.91","0.46","78.58","105.29",,,,,,"0.8",,"15.15",,,,"0",,"0","3.86",,,"0.02",,"3","5.12",,"48.74","48.74","41.58","21.75",,"21.75",,,,,,,,,"19.83","33.27","0.43",,"3.91","0.14","0.12","7.15",,,"3.04","0.82","9.24",,"5.28",,,"1.25","1.89",,"135.78","135.78",,"135.78",,"41.39",,,,,,,"10.46","3.58","28.46",,,,,"-1.1",,,,"0.19",,,"3.51",,"0.02","1.25",,,,"0.04",,,,,,,,,,,,,"0.35",,,,,,"0.33",,,,,,,,"176.77","105.34",
"Guinea-Bissau",,"153.58","24.74","1.07","127.77","5.13","0.04","0","0.02","0.22",,,,"1.05","0.27",,,,"0.42","1.98","0.41","0.02",,,,"0.1","0","12.9",,,"3.12","0.19","0.52","0.03","3.45","27.38",,,,,,"0",,,,,,,,,,,,,,"0.38","0.04",,"2.24","2.24","6.58","6.71",,"6.71",,,,,,,,,"-0.12","16.78","0.41",,"4.66","0.13",,"3.86",,,,"0.81","2.9",,"3.12",,,,"0.89",,"53.78","53.78",,"53.78",,"21.02","3.03",,,,,,"1.39","0.48","16.12",,,,,,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,"0.2","4.71",,,,,,,,,,,,,,"7.4","19.99",
"Guyana",,"104.18","13.74","0.11","90.33",,"0.09",,,"1.48",,,"0.06","0.3","0.05",,,,,"-0.2","1.66","0.09",,,"0.1","3.46","0",,,,,,,"1.5","5.15","28.29",,,,,,"0.05",,,,,,"0",,,,,,"0.02",,"0.05",,,,,"14.62",,,,,,"13.47","13.47",,"1.15",,,,"4.38","0.08",,"0.71","0.72","0.09","0.36",,,,,"1.97",,,,,,"0.44",,"41.15","41.15",,"41.15",,"1.9",,,,,,,"0.06","1.19","0.93","0.13","0.56",,,"-0.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.93","1.7",
"Haiti",,"1017.11","584.79","0.3","432.02","17.65","0.5","0.04","10.02","88.95",,,"0.02","41.72","16.67",,,,"1.33","1.72","43.33","4","2.11",,,"8.8",,"0.04","0.15",,"9.24","2.24","19.63","0.25","334.05","134.68",,,,,,"0.16",,,,,,"0",,,,,,"0.02",,,"0.1",,"-9.51","-9.51","119.18",,,,,,"119.18","119.18",,,,,,"21.96","0.45","0.1","3.11","0.54","0.17","3.63",,,"2.09",,"9.51",,"0.45",,,,"1.92",,"112.84","112.84",,"112.84",,"52.86",,,,,"12.14","0.82","7.4","3.35","27.36",,"0.39",,,"1.4",,,,"0.18",,,"17.07",,,,"0.05",,,,,,,,,,"0.05",,,,,,,,,,,,"0.15","0.15",,,,,,,"526.69","85.53",
"Honduras",,"664.9","310.29","1.87","352.74","3.25","0.08","1.3","1.67","23.12","0.03",,"1.26","37.93","17",,,,"1.35","0.16","16.42","8.92","0.12","0.28",,"0.27",,,,,"17.86","2.32","18.32","0.51","161.38","93.72",,,,,,"0.39",,,,,,,,"0",,,,,,,,,,,"273.35",,,,,,"273.35","273.35",,,,,,"7.28","0.27","0.22","0.72","0.49","0.01","0.38",,,"0.89",,"1.84",,"0.5",,,"1.11","0.85",,"-28.65","-28.65",,"-28.65",,"7.04",,,,,,,"2.3","2.12","5.51",,"0.38",,"-0.77","-2.5",,,,"0.05",,,"0.9",,,,"0.16",,"0.02","1.44",,,,,,,,,,,"0.5",,,,,,"0.18",,,,,,,,,,"256.52","81.79",
"Hong Kong (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India",,"2462.01","2248.66","33.64","179.72","402.38","6.6","5.14","1.64","4.39","0.14","0.8","2.15","302.67","244.28","0.01","3.57",,"1.63","17.89","1375.4","0.69","1.46","1.4","0.18","10.25","1.33","0.38",,"0","5.08","5.43","12.01","126.29","117.84","397.21",,,,,,"27.26",,,,,"0.03","0.01",,"0.04","0.38",,,"0.1",,"0.18","3.94",,,,"6.12",,,,"6.12","6.12",,,,,,,,"101.99","0.3",,"26.53","1.84","0.54","2.42",,,"4.17","3.6","57.14",,,,,,"5.46",,"-609.13","-609.13",,"-609.13",,"283.52","1.17",,,,"4.98","70.71","102.67","7.71","97.1","0.52","0.15",,,"-1.49",,,,"0.18",,"1.35","274.99",,"0.13","27.4","1.5",,"7.23","11.48",,,,"0.33",,,"8.74","1.36","3.39","0.46","0.08",,,,,"20.21","8.02","8.23","4.39","1.31","20.4","0.64","0.59",,,,"2188.75","721.29","0.59"
