Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Bhutan","","136.8","59.29","1.36","76.15","1.17","12.06","7.06",,"0.23","0.01","10.14","0.5","0.12","0.44",,,,,,"18.58","0.63",,,,"1.33",,,,,,,"7.6","0","0.57","5.53",,,,,,,,"0.02",,,,,,,,,,"1.33",,"0.01",,,,,"55.71",,,,"55.71","55.71",,,,,,,,"8.23","0.12",,"2.3",,,"1.15",,,"1.22",,"1.36",,,,,"0.74","1.34",,"1.83","1.83",,"1.83",,"4.85",,,,,,,"0.05","3.6","1.19",,,,,,,,,,,,"1.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.95","18.28",
"Bolivia","","702.3","273.05","0.05","429.2","0.81","0.21","0.18","13.23","19.21","0.05","19.48","1.24","8.85","39.18","0",,,"0.71","2.66","13.78","6.76","1.27","21.23",,"7.74","0.1",,,,"19.83","38.13","31.62","0.96","26.63","82.11",,,,,,"0.01",,,,,,,,,,,,,,"0.01","0.03",,,,"259.91",,,,,,"259.91","259.91",,,,,,"7.84","0.4","0.1","1.3","0.4","0.01","2.04",,,"1.5",,"1.53",,,,,"0.57",,,"54.13","54.13",,"54.13",,"25.21",,,,,,"0.64","5.33","3.72","11.85",,,,"-0.75","4.42",,,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.26","167.09",
"Bosnia and Herzegovina","","521.21","189.15","19.21","312.86","0.11","0.01","22.65","-0.24","0.12","3.54","0.4","0.56","2.71","35.83","0.15","0.16",,"0.03","4.51","6.53","2.25",,"6.06",,"14.31","-1.24","-0.47","0.2","1.07","-4.65","30.07","22.88","2.88","38.83","283.47",,,,"0.03",,"0.02",,"-3.13",,,,,,"0.01",,,,,,"22.28",,,,,"-0.79",,,,,,,,,,"-0.79",,,"4.17","0.26","0.52","1.2","0.09",,"0.61",,,"0.41",,"1.02",,,,,,"0.06",,"-2.32","-2.32",,"-2.32",,"28.33",,,,,,,"-0.01","1.32","11.82",,,,,"0.23","14.97",,,,,,"0",,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,"91.4","104.22",
"Botswana","","107.37","90.09","0.09","17.18","1.37","2.51",,"-0.09","1.36",,"-0.01","0.44","0.51","0.54",,,,,,"2.54","0.01",,,"0.04","0.18",,"0.08",,,,"6.42",,"1.23","74.33","13.92",,,,,,"0.01",,"-0.02",,,,,,,,,,"0.07",,"0.03",,,,,"-2.13","-2.13","1.05","-3.19",,,,,,,,,,"5.42",,"0.25",,"0.59","1.07","0.41",,,"1.39","0.1","0.73",,,,,,"0.88",,"-0.48","-0.48",,"-0.48",,"0.46",,"0.41",,,,,,"1.42","1.59",,,,"-0.34","-2.62",,,,,,,"1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.52","9.12",
"Brazil","","1155.73","1071.24","2.4","82.09","6.77","0.78","1.4","4.75","2.23","0.01","-0.08","1.37","121.16","217.91","0.06","0.25",,"0.53","4.82","-14.35","0.69","1.43","0.29","0.13","678.6","0.07","4.73","0.02",,"7.44","1.64","4.28","8.51","22.58","90.27",,,,,,"1.14",,,,,,,,"0.02",,,,"0.02",,"1.14","0.08",,,,"-39.82",,,,,,"-39.82","-39.82",,,,,,"8.05","0.04","0.87",,"2.55","0.73","0.94",,,"2.08",,"0.84",,,,,,,,,,,,,"23.58",,,,,,"0.09",,"23.74","-0.39","0.15",,,,,,,,,,,"3.8",,"2.01",,,,,,,,,,,,,,,,,,,,"0.96",,,,,,,,,,,,"362.86","376.3",
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","1045.08","525.85","3.51","515.72","15.75","2.51","7.31","14.34","29.17","0.01","46.47","0.05","62.33","44.4","0.01",,,"1.04","4.36","26.06","0.33","20.47","42.83",,"0.93","0.01",,,,"2.84","27.55","38.6","0.85","153.4","199.26",,,,,,"0.02",,"0.82",,,,,,"0.01",,,,"0.02",,"0.37","2.27",,"2.06","2.06","35.63","32.74",,"32.74",,,,,,,,,"2.89","33.67","0.4","0.34","1.56","0.34","0.63","5.55",,,"3.36",,"14.41",,,,,"5.64","1.43",,"176.79","176.79",,"176.79",,"68.31",,"4.24",,,,,"20.04","6.01","38.61",,,,,"-0.59",,,,,,,"14.99",,,,,"0.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320.57","274.86",
"Burundi","","558.83","248.63","0.4","309.81","0.85","2.13","0.17","65.21","3.33","0.01","0.04","0.47","15.51","24.81",,,,"1.19","1.5","30.7","0.12","1.03","32.65",,"13.77","0.15",,,"0.04","0.22","1.84","11.19","6.53","36.01","75.16",,,,,,"0.01",,,,,,,,"0.01",,,,"0.02",,"0.5","-0.14",,"4.97","4.97","33.3","33.3",,"33.3",,,,,,,,,,"40.34","0.45","0.09","9.49","0.27","0.63","6.64",,,"2.13","0.17","8.77",,"5.31",,,"5.07","1.32",,"101.91","101.91",,"101.91",,"54.12",,"1.79",,,,,"11.37","3.63","35.66",,,,,"1.67",,,,,,,"0.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118.39","151.38",
"Cabo Verde","","245.16","217.49","1.99","25.67","0.05","0.41","0.22","0.31","1.93",,,,"8.56","1.18",,,,,"0.07","15.56",,"18.98","0.05",,"0.02",,"159.13",,"0.83","4.99",,"0.05","0.06","5.14","12.49",,,,,,,,"1.93",,,,,,,,,,,,"0.05","0.01",,"-1.88","-1.88","-2.63","-2.63","0.17","-2.8",,,,,,,,,,"6.99","1.36",,"1.73","0.32",,"0.59",,,"0.98",,"0.82",,,,,,"1.19",,"4.25","4.25",,"4.25",,"6.45",,"1.84",,,,,,"1.65","3.86",,,,"-0.06","-0.83",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,"32.5","194.38",
"Cambodia","","808.21","534.25","2.5","271.45","6.87","71.95","0.04","4.03","10.06","1.16","1.43","4.55","21.65","37.97","0.02",,,"0.7","1.2","141.49","60.54","0.26","0.01","3.44","25.67","0.01",,"0.04",,"5.34","40.3","9.7","17.14","75.55","30.57",,,,,,,,,,,,,,,,,,"2.36",,"0.11","0.03",,,,"136.56",,,,"136.56","136.56",,,,,,,,"29.92","1.59","0.29","4.01","0.43","0.79","6.04",,,"4.31",,"6.52",,,,,"3.86","2.08",,"22.98","22.98",,"22.98",,"51.42",,,,,,"0.64","7.81","3.73","39.46","0.55",,,"0.66","-1.43",,,,,,,"6.24",,"0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305.06","135.85",
"Cameroon","","751.96","361.76","1.83","388.37","2.54","1.44","0.25","4.84","2.65","0.05","0.59","0.37","172.04","83.76","0.14","0.06",,"0.63","2.74","41.32","7.18","0.6",,,"1.14","0.04","0",,,"-0.53","1.67","2.97","1.32","36.48","85.56",,,,,,"0.11",,"-1.06",,,,,,"0.16",,,,,,"2.46","0.16",,"-3.63","-3.63","48.31","37.74",,"37.74",,,,,,,,,"10.57","27.59","0.49","0.32","5.57","1.08","1.37","2.21",,,"3.9",,"6.68",,,,,"4.51","1.46",,"157.81","157.81",,"157.81",,"72.73",,"4.76",,,,,"23.12","3.6","39.19",,,,,"2.06",,,,,,,"2.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340.31","268.58",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic","","202.82","112.37","1.37","89.08","2.21","0.27",,"0.09","6.04","0.11","4.45","1.76","22.54","4.45",,,,"2.79","0.27","5.53","0.59","1.7","2.66",,"7.7",,,,,"0.12","13.33","3.51","2.6","31.84","38.01",,,,,"0.17","0.01",,,,,,,,"0.01",,,,,,"1.03","0.14",,"-2.26","-2.26","0.93","0.93",,"0.93",,,,,,,,,,"21.05","0.3","0.23","1.67","0.11","0.85","2.95",,,"2.66",,"9.41",,"1.07",,,"0.24","1.56",,"9.97","9.97",,"9.97",,"21.37",,"0.11",,,,,"2.91","0.62","17.73",,,,,,,,,,,,"2.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.28","56.88",
"Chad","","459.34","218.68","0.25","240.4","0.01","0.16",,"2","13.9",,,"0.95","36.69","10.94","0.01",,,"1.38","0.48","6.64","0.01","0.69",,,"0.14",,,,,"0.96","11.98","20.86","0.01","110.88","143.23",,,,,"0.09",,,"-1.35",,,,,,,,,,,,"1.13","0.38",,"-2.86","-2.86","10","6.27",,"6.27",,,,,,,,,"3.74","45.58","0.2","0.21","9.56","0.18","0.71","4.72",,,"3.97",,"14.93",,"1.48",,,"8.02","1.61",,"-5.22","-5.22",,"-5.22",,"49.67",,"0.06",,,,,"3.6","2.2","46.03",,,,,"-2.22",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.54","66.1",
"Chile","","80.56","59.29","0.54","20.73","1.26","1.25","0.3","0.22","2.55","0.01","0.36","0.49","8.07","25.6","0.02",,,,"-0.35","3.62","0.3","0.35",,"0.43","9.57",,"0.07",,,"0.87","0.26","0.71","3.09","1.51","5.91",,,,,,"0.29",,,,,,,,"0.01",,,,"0.05",,"0.17","0.02",,,,"3.16",,,,,,"3.16","3.16",,,,,,"4.92","0.5","0.84",,"1.3","0.12","1.03",,,"0.21",,"0.91",,,,,,,,,,,,,"6.74",,,,,,"0.12",,"6.37",,,,,,"0.25",,,,,,,"0.9",,,,,,,,,,,,,,,,,,,,,,"0.36",,,,,,,,,,,,"44.09","39.35",
"China (People's Republic of)","","-656.55","-203.87","10.85","-463.53","19.92","10.69","20.25","-1.99","-2.25","0.12","-5.72","6.33","148.74","371.57","0.04","0.31",,"0.06","-15.46","-792.64","-14.41","0.67","0.69","1.16","21.16","13.85","12.63","0.1","0.01","-17.29","11.14","12.01","-28.1","42.46","79.72",,,,"0.03",,"2.12",,"-9.92",,,"0.02",,,,"13.36",,,"0.19",,"5.04","0.01",,,,"16.95",,,,"16.95","16.95",,,,,,,,"35.31","0.54","1","8.14","1.62","1.38","3.66",,,"3.99",,"8.92",,,,,,"6.06",,"-756.86","-756.86",,"-756.86",,"161.35",,,,,,,,"62.11","42.13","0.21",,"34.72","-0.15","22.32",,,,,,,"13.08",,,,,,,,,,,,,,,,"5.25",,,,"0.53",,"1.06",,,,,,,,,,,,"-275.68","517.96",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","857.49","773.96","0.93","82.59","1.14","1.02","0.81","3.36","28.89","0.06","0.8","1.98","217.68","50.3","0.02",,,"0.78","2.53","10.13","21.61","1.88","16.36","0.05","16.55","0.03","0.08",,,"32.89","37.45","23.99","11.24","293.48","35.63",,,,,,"0.56",,,,,,,,"0.01",,,,"0.01",,"0.32","0.03",,,,"2.05",,,,,,"2.05","2.05",,,,,,"4.76","0.32","0.22","-0.17","0.48","0.33","1.13",,,"1.6",,"0.66",,,,,"0.2",,,,,,,,"40.15",,,,,,"0.18",,"12.7","22.94",,,,"-0.04","4.36",,,,,,,"1.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"614.24","378.24",
"Comoros","","81.23","38.64","2.85","39.73","0.01","0.38",,"0.12",,,,,"35.64","0.01",,,,,,"1.82","0.09","0.26",,"0.02",,,"0",,,"0.01","0",,,"0.29","8.51",,,,,,,,,,,,,,,,,,,,"0.37","2.48",,"4.73","4.73","5.15","5.15",,"5.15",,,,,,,,,,"6.5","0",,"1.91","0.21",,"0.91",,,"1.03",,"1.1",,"0.27",,,,"1.08",,"7.39","7.39",,"7.39",,"7.44",,"-0.21",,,,,"0.24","3.53","3.88",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.76","36.04",
"Congo","","150.99","77.9","0.61","72.49","0.89","0.57","0.05","0.19","1.18",,"3.56","0.01","52.12","0.75","0.19",,,,"0.16","6.13","0.13",,,,"0.42","0.02","0.02",,,"1.47","-0.2","0.14",,"10.97","22.79",,,,,,"0.01",,,,,,,,"0.01",,,,,,"0.28","0.31",,"-4.78","-4.78","11.05","11.05","0.01","11.04",,,,,,,,,,"8.81","0.42",,"1.37","0.14","0.73","1.08",,,"2.29",,"1.08",,,,,"0.47","1.23",,"20.65","20.65",,"20.65",,"13.98",,"-0.12",,,,,"5.45","0.07","7.63",,,,,"0.95",,,,,,,"0.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.32","58.35",
"Cook Islands","","15.88","15.29","0.01","0.58",,"5.26",,,,,,,"-0.1","0.02",,,,,,"0.31","0.11",,,"9.69",,,,,,,,,,,"0.4",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-0.17",,,,"-0.17","-0.17",,,,,,,,"0.35","0.09",,,,,,,,,,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","-0.08",
"Costa Rica","","32.82","19.4","0.42","13.01","0.85","0.44","0.12","0.01","1.49",,,"0.04","5.67","7.15",,,,"0.03","0.2","-8.35","0.69","0.08",,,"6.62",,,,,"-1.25","0.16","0.17","0.17","5.95","7.47",,,,,,"0.31",,,,,,,,,,,,"0.06",,,"0.05",,,,"-1.2",,,,,,"-1.2","-1.2",,,,,,"2.96","0.27","0.25",,"0.46","0.01","0.49",,,"0.68",,"0.79",,,,,,,,,,,,,"3.77",,,,,,,,"3.77",,,,,,,,,,,,,"0.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.28","12.38",
"Cote d'Ivoire","","1273.46","723.3","3.03","547.13","3.07","0.56","0.07","1.88","3.55","0.01","-0.09","0.66","81.05","104.84","0.01",,,,"0.62","35.69","1.89","0.08",,,"0.99",,"0.05",,,"230.86","2.04","2.17","-0.64","257.03","138.06",,,,,"0.01","0.14",,"1.98",,,,,,"0.04",,,,"0.01",,"0.84","0.01",,"148.29","148.29","27.75","17.07","0.1","16.97",,,,,,,,,"10.69","32.62","0.47","0.33","7.24","0.35","0.81","2.35",,,"5.57",,"8.28",,"4.46",,,"0.95","1.81",,"125.96","125.96",,"125.96",,"74.45",,"1.45",,,,,"3.43","1.7","64.81",,,,,"3.07",,,,,,,"3.03",,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"482.14","421.43",
"Croatia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba","","99.46","60.67","5.09","33.7","0.1","0.04","0.13","3.18","3.73","0.65",,"0.03","2.91","2.63","0.02",,,,"2.88","5.66","0.2","0.24","0.15",,"3.57","0.03","0.11",,,"13.35",,"9.16","1.71","10.31","12.92",,,,,"0.01","0.01",,"2.05",,,,,,,"2.76",,,"0.01",,"0.25",,,,,,,,,,,,,,,,,,"3.15","0.14","0.61",,"0.03",,"0.62",,,"0.72",,"1.03",,,,,,,,,,,,,"17.62",,,,,,,,"4.09","9.32",,,,,"4.22",,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","28",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","109.1","30.05","34.42","44.63","0.01","0.09","0.03","0.38","0.99","0.04",,"0.8","1.86","2.61",,"0.01",,"0.86","0.4",,,"0.52",,,"1.05","0.07",,,,"0.24","5.29","10.89","2.05","1.87","12.9",,,,,,,,"0.76",,,,,,"0.03","33.61",,,,,"0.02",,,,,,,,,,,,,,,,,,"18.63","0.27",,"-1.16",,,"2.46",,,"0.64",,"1.98",,,,,"11.48","2.96",,,,,,,"13.11",,,,,,,"3.47",,"9.23",,,,,"0.4",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.77","15.15",
"Democratic Republic of the Congo","","2584.01","1189.68","1.33","1393","1.65","7.41","0.39","144.89","46.81","0.15","0.11","7.28","18.3","88","0.64","0.01",,"11.54","7.44","103.79","6.29","2.94","11.48",,"44.91","0.05","0",,,"9.53","83","24.15","252.72","317.84","335.92",,,,,,,,"-0.13",,,,,,,,,,,,"1.46",,,,,"221.18","221.18","132.35","88.82",,,,,,,,,,"110.31","0.54","0.5","6.65","0.31","2.11","15.18",,,"7.96","0.11","51.85",,"1.3",,,"21.68","2.13",,"522.4","522.4",,"522.4",,"203.19",,"7",,,,"0.28","78.19","4.2","108.42",,,,,"5.11",,,,,,,"1.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"834.9","638.47",
"Djibouti","","149.25","76.25","7.14","65.86","0.32","0.2",,,"15.36","0.02",,"0.01","42.4","1.82",,,,"0.06","0.17","6.23","0.31",,,,,,,,,,"0.07","0.27","0.1","9.23","31.33",,,,,,,,"6.05",,,,,,,,,,,,"1.39","-0.3",,,,"-0.1","-0.52",,"-0.52",,,,,,,,,"0.42","6.43","0.57",,"1.57","0.09","0.33","0.9",,,"0.7",,"0.93",,,,,"0.69","0.65",,"3.46","3.46",,"3.46",,"24.73",,,"18.27",,,,"0.41","3.16","4.09",,,,,"-1.21",,,,,,,"0.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.32","44.65",
"Dominica","","20.08","8.85","-0.52","11.75",,"0.19",,,"0.01",,,"0","7.69","0.01",,,,,,"0.74","0.16",,,,,,,,,,,,"0.05",,"11.52",,,,,,"0.02",,"-0.61",,,,,,,,,,,,"0.07",,,"-2.34","-2.34","1.73",,,,,,,,,"1.73",,,,"0.05","0.14",,"-0.22","0.08",,"0.06",,,,,,,,,,,,,"0.78","0.78",,"0.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.5","7.75",
"Dominican Republic","","146.91","82.11","0.06","64.75","0.03","0.05","0.03","0.8","0.81",,,"0.25","23.39","0.06",,,,,"0.45","0.95","3.94",,"0.01",,"0.29",,,,,"14.25","0.02","0.01","0.38","36.43","48.85",,,,,,"0.03",,,,,,,,"0.02",,,,,,,"0.01",,,,"-16.97",,,,,,"-16.97","-16.97",,,,,,"3.26","0.99","0.33","-1.29","0.56","0.48","0.68",,,"0.82",,"0.69",,,,,,,,"-0.66","-0.66",,"-0.66",,"30.27",,,,,,,,"0.96","19.9",,,,"-0.31","9.72",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.46","39.64",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","150.52","125.67","0.26","24.59","0.94","0.47","0.35","14.96","0.34","0.07",,"0.65","23.71","31.89",,"0.03",,,"2.72","-9.34","20.62","0.17",,"0.14","2.4",,"0.01","0.03",,"8.2","0.19","2.43","0.68","24.94","26.59",,,,,,"0.19",,,,,,,,,"0.01",,,"0.02",,"0.01","0.03",,,,"-22.72",,,,,,"-22.72","-22.72",,,,,,"6.97","0.75","0.27","2.04","0.47","0.23","0.62",,,"1.17",,"0.72",,,,,"0.69",,,"-1.13","-1.13",,"-1.13",,"14.87",,,,,,,,"7.61","7.26",,,,,,,,,,,,"0.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.94","83.66",
"Egypt","","5512.51","306.34","5166.02","40.15","2.29","2.63","5.01","-0.29","8.1","0.48","3.84","1.99","54.67","188.1","0.69","0.09",,"0.29","3.87","-92.46","2.93","0.13","3.53",,"2.07","0.06","0.12","0.01","0.01","1.69","10.69","16.81","32.83","58.46","-1.91",,,,,,,,"20.78",,,,,,"0.26",,,,"0.04",,"538.83","4606.11",,,,"-5.45","-5.7","0.67","-6.37",,,,,,,,,"0.25","11.11","0.28","0.79","-3.09","0.85","0.12","2.43",,,"2.01","1.79","3.13",,,,,"1.37","1.42",,"-60.55","-60.55",,"-60.55",,"96.94",,,"66.76",,,"0.33",,"6.23","1.15",,,,,"22.46",,,,,,,"1.76",,"0.4",,,,,,,,,,,,,,,,,,,,"0.14",,,,,,,,,,,,"253.57","307.81",
"El Salvador","","169.14","141.14","0.19","27.81","1.52","0.85","0.92","1.3","1.87","0.03",,"0.13","3.25","22.33","0.02",,,,"1.49","4.34","3.89","9.8",,"0.03","2.26",,"0.03",,,"33.85","1.09","2.14","0.45","51.09","33.54",,,,,,"0.17",,,,,,,,,,,,"0.01",,,"0.01",,,,"-21.56",,,,,,"-21.56","-21.56",,,,,,"0.79","0.04","0.43","-2.8","0.34","0.18","0.64",,,"1.1",,"0.85",,,,,"0.02",,,"-0.55","-0.55",,"-0.55",,"15.59",,,,,,,,"0.85","14.67",,,,,"0.07",,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.82","74.68",
"Equatorial Guinea","","4.63","5.73","-0.05","-1.06","0","0.03","0.02",,,,,,"3.2","0.03","0.01",,,,"0.15","0.04","0.14",,,,,,"0.04",,,"1.82",,"0.01",,"0.23","0.23",,,,,,,,"-0.07",,,,,,,,,,,,"0.02",,,,,"-1.34","-1.34",,"-1.34",,,,,,,,,,"2.29","0.01",,"-0.29","0.11",,"0.6",,,"0.59",,"0.53",,,,,,"0.74",,"-2.34","-2.34",,"-2.34",,"0.11",,"-0.31",,,,,,"0.42",,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.65","5.28",
"Eritrea","","81.31","14.11","-0.13","67.32","0.01",,,,"0.04","0.01",,,"0.65","0.8",,,,"0.22","1.94","1.14",,,,,"0.04",,,,,"0.15","1.14","0.5","7.29","0.19","12.29",,,,,,,,"-0.18",,,,,,,,,,"0.03",,"2.2","-2.18",,,,"10.9","10.9",,"10.9",,,,,,,,,,"12.69","0.4","0.5","1.25","0.31","0.35","4.72",,,"1.41",,"2.26",,,,,,"1.49",,,,,,,"31.43",,"1.01",,,,,"1.3","1.68","27.66",,,,,"-0.21",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.05","12.2",
"Eswatini","","117.79","45.47","1.48","70.85","9.07","1.53","0.06",,"1.2",,,"0.56","0.12","-0.54",,,,"0.05",,"-0.26","0.04",,,"0.05","1.62",,"0.14",,,,"0.73","0.02","2.01","38.11","34.24",,,,,,,,"1.33",,,,,,,,,,"0.03",,"0.12",,,,,"-1.38","-1.38","0.49","-1.88",,,,,,,,,,"9.01","0.54",,"2","0.52","1.18","0.56",,,"1.47",,"0.79",,,,,"0.88","1.06",,"-0.15","-0.15",,"-0.15",,"29.13",,"0.14",,,,,,"2.1","25.22",,,,,"1.68",,,,,,,"9.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.65","3.15",
