Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Maldives","","21.7","14.09","-0.7","8.3",,"7.39",,,"0.02",,,"0.09","3.66","0.91",,,,,,"1.27","0.17",,,"0.21","0.01",,,,,,"0.12",,"0.24","0.01","0.17",,,,,,,,"-1.64",,,,,,,,,,"0.11",,"0.53","0.31",,,,"-2.72",,,,"-1.08","-1.08",,,,,,,"-1.65","4.01","0.01",,"0.58","0.1",,"0.55",,,"0.6",,"0.82",,,,,,"1.35",,"4.46","4.46",,"4.46",,"2.4",,,,,,"0.12",,"2.39",,,,,"-0.41","0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.11","5.02",
"Mali","","1397.56","722.91","12.38","662.27","16.09","6.02","1.08","29.71","64.82","0.17","40.54","2.73","81.89","68.08",,,"0.1","4.53","2.75","50.08","9.32","22.74","60.26",,"22.39","0.32","0.04","0.05","0.04","21.1","44.57","29.51","1.61","158.46","296.72",,,,"0.02",,"0.01",,"5.22","0.03",,,,,"0.03","0.96",,,"0.01",,"6.1","0.01",,"38.15","38.15","98.15","91.9",,"91.9",,,,,,,,,"6.25","41.26","1.19","0.22","3.27","0.29","0.39","2.97",,,"2.56","0.93","16.15",,,,,"11.63","1.66",,"150.29","150.29",,"150.29",,"37.7",,"-1.86",,,,"0.2","19.82","3.07","19.87",,,,,"-3.39",,,,,,,"13.08",,,,,"3.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"427.69","382.21",
"Malta","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands","","93.74","86.94",,"6.8",,"4.81",,,"0.04",,,,,,,,,,,"11.24","0.16",,,"0.05",,,,,,,"0.04","0.02","0","70.57","0.3",,,,,,,,,,,,,,,,,,,,,,,,,"2.89",,,,"2.89","2.89",,,,,,,,"0.58","0.18",,,"0.15",,"0.04",,,,,,,,,,,"0.22",,"3.03","3.03",,"3.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.86","0.05",
"Mauritania","","294.74","125.17","8.5","161.07","5.39","0.07",,"0.29","0.52","0.01",,"0.25","34.23","16.77",,,,"0.98","3.08","23.6",,,,,"1.03",,,,,"14.84","3.77","0.29","0.18","25.25","75.5",,,,,,,,"3.73",,,,,,,,,,,,"4.65","0.12",,"13.94","13.94","12.92","3.56",,"3.56",,,,,,,,,"9.36","15.88","0.17","0.34","1.6","0.35","0.21","2.01",,,"1.9",,"2.03",,,,,"6.08","1.2",,"9.92","9.92",,"9.92",,"32.92",,,"27.86",,,,"2.23","3.07","2.72",,,,,"-2.96",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,"5.37",,,,,,,,,,,,,,"103.64","74.4",
"Mauritius","","145.74","64.56","-1.61","82.79",,"1.65","0.01",,"0.09",,,,"62.24","0.07",,"0.02",,,,"-0.64","0.01","0.07",,,"0.13","0.01",,,,,,,"0.51","0.38","77.17",,,,,,,,"-1.84",,,,,,,,,,,,"0.23",,,,,"0.41","0.41","0.56","-0.15",,,,,,,,,,"1.38","0.15","0.35","-0.66","0.17",,"0.4",,,"0.08",,,,,,,,"0.89",,"-0.61","-0.61",,"-0.61",,"4.45",,"1.66",,,,,,"1.27","1.69",,,,"-0.22","0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.65","62.94",
"Mayotte","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico","","562.39","602.94","1.11","-41.66","2.38","1.91","1.51","0.56","3.06","0.01",,"0.79","262.92","139.51","0.05","0.04",,"0.03","1.42","-38.78","0.4",,"0.15","0.04","1.62","0.06","0.09","0.01",,"0.03","0.22","0.51","8.95","217.81","-96.63",,,,,,"0.82",,,,,,,,"0.04",,,,"0.04",,"0.19","0.02",,,,"8.27",,,,,,"8.27","8.27",,,,,,"4.22","0.11","0.39",,"1.83","0.01",,,,"1.25",,"0.63",,,,,,,,,,,,,"42.47",,,,,,"2.16",,"28.44","11.45","0.43",,,,,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,"1.78",,,,,,,,,,,,"594.9","416.36",
"Micronesia","","143.21","140.72","0.01","2.48","0.47","3.72",,,"0.04",,,,"0.02","0.02",,,,,,"22.44","0.01","0.3",,"0.07",,,,,,,,"0.03",,"114.08","0.91",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"0.79",,,,"0.79","0.79",,,,,,,,"0.71","0.17",,,,,"0.02",,,,,,,,,,,"0.52",,,,,,,"0.07",,,,,,,,"0.07",,,,,,,,,,,,,"0.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136.6","0.34",
"Moldova","","348.69","157.12","21.77","169.8","0.3",,"6.54","0.03",,"4.29","2.99","0.99","6.46","10.64","0.49","0.44",,,"0.28","4.42","0.27","0.09","0.25",,"5.67","2.25","0.03","0.43","0.08","0.03","12.4","11.21","1.68","85.17","116.77",,,,,"0.94","0.77",,"-0.33","0.08",,"0.08",,,"13.54","0.57",,,,,"6.12",,,"-21.54","-21.54","8.9",,,,,,,,,,"8.9",,,"15.23","0.44","1.03","9.91","0.15","0.15","1.9",,,"0.43",,"0.89",,,,,,"0.33",,"27.67","27.67",,"27.67",,"22.76",,,,,,,"0.69","2.31","17.43",,,,,"0.01","2.32",,,,,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.65","50.39",
"Mongolia","","430.52","362.72","3.63","64.17","1.52","14.92","1.51",,"1.38","3.82","-0.02","1.28","2.37","32.93","0","0.25",,"0.01",,"165.16","27.67","3.29","0.37","0.28","0.66","0.78",,"0.08",,"-1.18","0.03","19.95","0.67","86.51","4.93",,,,,"0.01","0.03",,"-2.78",,,,,,"0.05","0.01",,,"0.19",,"6.68","-0.55",,"-2.47","-2.47","37.34",,,,"37.34","37.34",,,,,,,,"10.55","0.34","0.86","1.29","0.89",,"2.15",,,"2.73",,"1.03",,,,,,"1.25",,"5.61","5.61",,"5.61",,"8.22",,,,,,,"0.26","3.52","4.68","0.49",,,"-0.73",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"1.5",,,,,,,,,,,,,,"289.02","46.19",
"Montenegro","","117.18","38.34","13.25","65.59","0.11",,"1.19",,"0.05","0.21","0.05",,"0.17","17.35","0.29","0.68",,,"4.36","0.6",,"2.78",,,"2.25","-0.9","0","0.24","2.06","-0.66","0.31","0.04","0.84","6.42","58.61",,,,,,"0.06",,,,,"0.01",,,"0.03",,,,,,"13.32","-0.17",,,,,,,,,,,,,,,,,"4.18",,"0.22",,"0.03",,"0.44",,,,"2.4","1.09",,,,,,,,"-1.51","-1.51",,"-1.51",,"4.3",,,,,,,,"0.92","0.82",,,,,,"2.56",,,,,,"0",,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,"29.79","28.98",
"Montserrat","","54.95","48.82",,"6.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.82",,"6.24",,,,,,,,,,,,,,,,,,,,,,,,,"-0.19",,,,,,,,,"-0.19",,,,"0.08",,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.82","48.82",
"Morocco","","2008.65","1143.81","121.17","743.67","1.09","0.61","0.22","13.76","7.21",,"0.01","0.59","681.99","54.3","0.05","0.02",,,"-4.3","76.75","5.35",,"1.99","0.02","0.41",,"0.14",,,"30.39","0.45","7.67","5.99","260.18","551.37",,,,,,"0.05",,"74.56",,,,,,"0.1","1.98",,,"0.05",,"2.75","41.68",,,,"1.75","-0.6","1.04","-1.64",,,,,,,,,"2.35","6.79","0.04","0.31","0.86","0.34","0.49","0.8",,,"1.44",,"1.48",,,,,,"1.03",,"-1.35","-1.35",,"-1.35",,"185.12",,,"94.61",,,"79.47",,"6.29","5.62","0.05",,,,"-0.93",,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,"0.89",,,,,,,,,,,,,,"1082.12","785.61",
"Mozambique","","2312.7","1641.75","15.24","655.71","21.68","11.08","6.77","30.9","107.74",,"88.63","28.88","32.72","62.71",,,"2.88","55.25","22.25","98.37","57.08",,"62.3","0.16","50.74",,"66.93",,,"19.31","136.02","36.76","123.1","541.17","114.83",,,,,,,,"1.02",,,,,,,"13.05",,,"0.12",,"0.65","0.4",,"-2.96","-2.96","67.73","65.65","0.03","65.62",,,,,,,,,"2.07","47.21","0.81","0.38","9.54","0.8","1.27","6.61",,,"3.63","3.32","16.15",,,,,"3.09","1.61",,"368.91","368.91",,"368.91",,"59.99",,"4.7",,,,"0.18","27.82","2.31","28.44",,,,"-1.59","-1.88",,,,,,,"11.89",,,,,"0.63",,,"9.16",,,,,,,,,,,,,,,,,,,,,,,,,,"988.05","735.77",
"Myanmar","","3936.12","3602.53","0.8","332.79","1.67","70.01","34.92","2.62","6.55","0.86","23.39","1.87","579.45","8.57",,,,"1.95","8.35","2528.32","11.72","0.3","4.21","1.22","31.74","0.19",,"0.02",,"0.01","28.11","21.68","155.82","80.66","71.52",,,,,"0.1","0.06",,,,,,,,,,,,"-15.97",,"14.6","2.01",,,,"61.93",,,,"61.93","61.93",,,,,,,,"42.94","0.67","0.31",,"1.19","1.47","8.16",,,"10.49",,"14.74",,"1.7",,,"0.7","3.49",,"74.37","74.37",,"74.37",,"82.03",,,,,,,"9.01","0.17","79.28",,,,,"-6.43",,,,,,,"1.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3367.71","850.63",
"Namibia","","261.04","199.88","-0.5","61.66","0.1","1.34","0","0.73","0.63","0.14",,"5.24","-2.04","26.6",,"0.02","0.02",,"0.37","-4.33","0.01","0.2","1.1","0.03","1.98","0.01","0.36","0.01",,"0.48","5.17","0.44","0.39","160.98","31.19",,,,,,,,"-1.06",,,,,,,"0.46",,,"0.01",,"0.09",,,,,"0.34","0.34","0.86","-0.52",,,,,,,,,,"9.54","0.49","0.44",,"0.63","1.05","0.59",,,"1.56","2.98","0.88",,,,,"0.03","0.87",,,,,,,"20.59",,"-0.9",,,,,,"3.68","17.86",,,,"-0.05",,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182.61","38.79",
"Nauru","","28.75","27.41","0.08","1.26",,"24.78",,,,,,,,,,,,,"0.13","0.39","0.01",,,"2.1",,,,,,,,,,,"1.13",,,,,,"0.05",,,,,,,,,,,,,,"0.03",,,,,"0.03",,,,"0.03","0.03",,,,,,,,"0.1",,,,,,,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.52","0.13",
"Nepal","","873.33","497.26","0.39","375.68","7.32","33.05","2.28","-0.31","6.35","0.01","27.31","27.21","-2.9","44.27","0.03","0.01",,"0.53","0.29","40.77","17.09","2.12","0.15","0.74","32.44","0.02",,"0.01",,"0.08","2.06","46.17","145.92","71.55","40.08",,,,,,"0.11",,"-0.26",,,,,,,,,,"0.12",,"0.39","0.03",,"-15.17","-15.17","82.38",,,,"82.38","82.38",,,,,,,,"48.27","0.42","0.4","3.27","0.94","0.74","9.01",,,"3.44","6.46","7.5",,"1.7",,,"10.94","3.46",,"190.38","190.38",,"190.38",,"29.74",,,,,,"1.16","2.55","3.01","21.91",,,,"-0.2","1.31",,,,,,,"4.52",,"2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"306.26","249.09",
"Netherlands Antilles","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua","","495.8","179.4","36.41","279.98","1.84","0.9","4.08","3.78","13.63","0.01","-24.87","4","0.92","16.21","0.01",,"0.08","1.59","0.68","19.12","6.63","15.39","5.93",,"18.31",,"0.04",,,"27.54","1.99","24.09","0.08","39.26","61.41",,,,,,,,,,,,,,,"36.4",,,,,"0.01",,,"-16.32","-16.32","151.89",,,,,,"151.89","151.89",,,,,,"8.95","0.85","0.73","2.84","0.32",,"1.57",,,"1.38",,"1.08",,,,,"0.19",,,"60.76","60.76",,"60.76",,"13.29",,,,,,,"4.78","2.08","7.45",,,,"-0.03","-1",,,,,,,"1.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.9","57.38",
"Niger","","797.3","335.91","7.83","453.56","9.39","4.47","0.49","25.01","20.7",,"12.91","1.33","67.02","22.52",,,,"3.26","1.86","34.47","0.09","15.5",,,"9.94",,"0",,,"5.88","8","24.13",,"78.33","182.51",,,,,,,,"-2.03",,,,,,,,,,,,"9.62","0.24",,"8.79","8.79","37.79","29.35",,"29.35",,,,,,,,,"8.43","64.68","0.32","0.28","11.41","0.32","0.49","8.81",,,"3.78","0.31","20.81",,"0.74",,,"15.65","1.75",,"114.37","114.37",,"114.37",,"45.43",,"1.72",,,,"1.33","20.78","3.93","14.03",,,,,"3.64",,,,,,,"5.73",,"1.06",,,"2.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224.91","163.78",
"Nigeria","","2515.72","1138.67","1.71","1375.34","122.9","3.67","0.66","0.02","37.06","0.36","-21.99","1","45.89","73.24","0.03","0.45",,"1.34","0.57","40.13","4.68","0.33","2.7",,"10.16","0.08","0.06",,,"0.57","1.15","3.53","388.89","544.1","129.93",,,,,,"0.16",,,,,,,,"0.06",,,,"0.01",,"1.34","0.14",,,,"153.86","150.99",,"150.99",,,,,,,,,"2.87","100.93","0.44","0.75","8.88","0.43","2.59","12.49",,,"7.97","2.78","56.81",,,,,,"7.79",,"629.89","629.89",,"629.89",,"360.74",,"0.64",,,,,"146.96","6.65","206.49",,,,,,,,,,,,"122.48",,,,,"0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1129.88","495.34",
"Niue","","18.29","17.56",,"0.73",,"4.87",,,,,,,,,,,,,,"0.06","0.11",,,"12.52",,,,,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.11",,,,,,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.06",,
"North Macedonia","","196.73","106.96","13.41","76.36","2.05",,"2.45",,,"0.18","0.01","0.13","2.92","56.81","0.25","0.03",,,"-0.89","-0.59",,,,,"4.12","0.03","0.03","0.18","3.67","0.11","0.5","12.73","3.01","21.27","69.61",,,,,"0.07","0.13",,,,,,,,"0.02",,,,,,"13.19",,,,,"2.66",,,,,,,,,,"2.66",,,"2.92","0.01","0.21","-0.59","0.17",,"0.48",,,"0.26","1.45","0.81",,,,,,"0.12",,"-11.63","-11.63",,"-11.63",,"12.81",,,,,,,,"0.61","4.51",,,,,,"7.7",,,,,,"0",,,,,,,,,,,,,,,,,,,,"2.05",,,,,,,,,,,,,,"82.53","69.42",
"Northern Mariana Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan","","2194.47","1730.17","199.65","264.66","24.04","63.07","1.99","2.69","67.09","0.09","9.11","3.46","35.6","93.33","0.13","0.04","0.14","0.81","14.94","172.97","35.85",,"28.65",,"26.21","0.04","0","0.01",,"0.58","16.51","18.21","528.8","609.85","136.91",,,,,"0.02",,,"9.41",,,,,,"0.06",,,,"0.11",,"49.98","140.07",,"-130.93","-130.93","-223.46",,,,"-216.44","-216.44",,,,,,,"-7.01","42.58","0.07","0.93","6.82","1.33","0.58","6.59",,,"4.81",,"15.92",,,,,"4.43","1.11",,"184.13","184.13",,"184.13",,"255.43",,,,,,,"172.17","4.94","63.39",,,,"-0.57","15.5",,,,,,,"24.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1522.57","736.78",
"Palau","","35.42","34.66",,"0.75",,"4.42",,,"0.05",,,,,"0.09",,,,,,"16.21","0.06","0.04",,"0.04",,,,,,,,,,"13.75","0.05",,,,,,,,,,,,,,,,,,,,,,,,,"0.45",,,,"0.45","0.45",,,,,,,,"0.25","0.09","0.08",,,,"0.02",,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.1","0.13",
"Panama","","9.21","8.14","0.18","0.88","0.83","0.07","0.01",,"0.82","0.01","-0.98","0.03","0.34","-12.96",,,,,"0.12","0.16","-0.76","0.02","0.17",,"1.99",,,,,"5.77","0.01","0.22","0.66","12.43","-10.56",,,,,,"0.16",,,,,,,,,,,,,,,"0.02",,,,"-0.16",,,,,,"-0.16","-0.16",,,,,,"7.24","0.43","0.29",,"0.42","0.27","0.54",,,"0.57","3.39","1.15",,,,,"0.18",,,,,,,,"4.36",,,,,,,,"2.51","1.86",,,,,,,,,,,,"0.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.57","-6.79",
"Papua New Guinea","","657.44","498.91","0.05","158.49","0.35","474.25","0.57",,"0.16",,,"0.04","0.16","1.06",,,,"0.02","0.16","-7.16","0.79",,,"19.07","1.59","0.02",,,,,,,"0.93","7.25","7.08",,,,,,"0.01",,,,,,,,,,,,"0.01",,"0.02","0.01",,,,"69.12",,,,"69.12","69.12",,,,,,,,"9.2","0.05",,"0.48","0.31","0.5","2.02",,,"2.38","0.17","1.82",,"0.09",,,,"1.38",,"23.03","23.03",,"23.03",,"50.06",,,,,,"0.24","6.26","1.57","35.05",,,,,"6.93",,,,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.55","2.95",
"Paraguay","","130.71","26.84","0.09","103.78",,"0.38","0.05",,"0.51","0.07",,"0.26","0.52","6.46",,,,"0.05","0.56","-11.65","8.78","0.11",,"0.09","1.21",,"0",,,"5.44","1.12","0.94","0.12","11.8","20.53",,,,,,"0.07",,,,,,,,,,,,"0.01",,"0.01","0",,,,"69",,,,,,"69","69",,,,,,"6.07","0.34","0.46","1.44","0.91","0","0.61",,,"0.76",,"0.86",,,,,"0.69",,,"-1.21","-1.21",,"-1.21",,"9.38",,,,,,,,"1.49","6.66",,,,,"1.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.32","14.77",
"Peru","","363.66","298.26","0.62","64.78","1.51","2.86","1","17.82","28.3","0.22","0.12","2.96","9.74","80.24","0.01",,,"0.77","3.41","-40.2","9.6","1.37","-0.58","0.18","5.54","0.06","0.02","0.03",,"43.24","1.33","21.67","3.3","105.26","39.66",,,,,,"0.4",,,,,,,,"0.01",,,,"0.13",,"0.05","0.03",,,,"7.31",,,,,,"7.31","7.31",,,,,,"5.08","0.12","0.27","-0.84","0.9","0.83","0.69",,,"1.9","0","1.2",,,,,,,,,,,,,"12.74",,,,,,"0.15",,"8.54","3.98","0.82",,,,"-0.75",,,,,,,"1.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190.05","165.05",
"Philippines","","192.06","209.17","8.14","-25.25","8.54","143.3","3.28","6.07","71.08","0.32","5.47","5.62","-8.06","36.5","0.04","0.03","0.4","4.16","10.43","-401.5","42.74","2.37","7.98","10.16","21.11","0.02","0.03","0.03","0.08","6.11","23.29","10.19","54.83","153.08","20.98",,,,,"0.42","2.04",,"-1.28","0.04",,"0.07",,,"0.21","4.83",,,"0.09",,"1.41","0.31",,,,"-92.62",,,,"-92.62","-92.62",,,,,,,,"22.49","1.51","0.44","2.29","2.31","0.42","2.07",,,"8.3","1.81","1.93",,,,,"0","1.4",,"-10.26","-10.26",,"-10.26",,"34.17",,,,,,,,"12.16","21.04","0.78",,"0.08","-0.42","0.52",,,,,,,"8.09",,"0.16",,,"0.2",,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,"-83.64","158.6",
"Qatar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rwanda","","1086.29","567.13","2.89","516.27","6.93","4.42","0.1","47.58","6.55","0.05","-0.44","0.1","6.15","27.68",,,,"3.3","0.18","49.86","12.48","2.26","49.58",,"2.22","0.14","0.82","0.01","0.08","0.73","29.65","6.09","161.65","155.89","119.38",,,,,,"0.03",,"1.93",,,,,,,,,,,,"0.49","0.44",,"-1.73","-1.73","47.98","47.98","0.09","47.89",,,,,,,,,,"49.94","0.28",,"14.86","0.44","0.81","8.31",,,"3.36","7.39","10.31",,,,,"2.61","1.58",,"152.97","152.97",,"152.97",,"147.74","3.25","2.64",,,,,"21.16","2.72","111.17","0.53",,,,"6.28",,,,,,,"6.02",,,,,,,,"0.91",,,,,,,,,,,,,,,,,,,,,,,,,,"407.97","329.61",
"Saint Helena","","138.82","130.99",,"7.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.99",,"7.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.99","130.99",
"Saint Kitts and Nevis","","30.05","0.76",,"29.29",,"0.26",,,"0.16",,,,,,,,,,,"0.15","0.1",,,,,,,,,,,,"0.09",,"13.79",,,,,,,,,,,,,,,,,,,,,,,,,"14.84",,,,,,,,,"14.84",,,,,,,,,,,,,,,,,,,,,,,"-0.08","-0.08",,"-0.08",,"0.74",,,,,,,,"0.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.4","0.09",
"Saint Lucia","","25.36","1.81","0.45","23.1",,"0.21",,,"0.19",,,"0","-0.14","0.02",,,,,,"1.15","0.12",,,"0.08",,,,,,,"0.01",,"0.16","0.01","12.6",,,,,,"0.02",,"0.29",,,,,,,,,,,,"0.14",,,,,"0.54",,,,,,,,,"0.54",,,,"0.16","0.11",,"-0.11","0.12",,"0.04",,,,,,,,,,,,,"8.79","8.79",,"8.79",,"1.01",,,,,,,,"1.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.38","0.05",
