Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Gambia","","138.98","30.45","1.77","106.76","3.28","1.37","-0.07","0.29","0.46","0.01",,"0.11","0.45","0.24","0.02",,,"0.17","0.13","7.46","0.05","0.16",,,"0.05",,"0",,,"2.56","0.64",,"14.1","2.25","20.4",,,,,,,,"-0.91",,,,,,,,,,"0.02",,"0.43","2.23",,"13.98","13.98","20.95","10.41",,"10.41",,,,,,,,,"10.54","9.96",,,"2.89","0.31","0.14","1.95",,,"1.93",,"0.96",,,,,"0.96","0.81",,"29.13","29.13",,"29.13",,"12.33",,"-1.35",,,,,"2.05","1.56","11.49",,,,,"-1.42",,,,,,,"3.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.09","18.81",
"Georgia","","659.19","358.77","13.5","286.92",,,"4.74","0.03","0.01","2.63","1.05","3.53","9.06","119.4","1.38","0.03",,"0.18","0.12","30.66","0.06","0.03","2.02",,"6.73","2.58","0.05","0.52","0.11",,"19.85","10.17","6.77","137.06","165.76",,,,,"0.86","0.44",,"-1.11","0.17",,"0.11",,,"0.34","0.3",,,"0.01",,"12.37","0.01",,"-30.48","-30.48","56.46",,,,"56.49","56.49",,,,,"-0.03",,,"8.7",,"0.3","0.77","0.05","0.23","1.28",,,"0.69","4.04","0.87",,,,,"0.44","0.02",,"74.42","74.42",,"74.42",,"12.07",,,,,,,"0.34","0.69","11.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303.08","174.08",
"Ghana","","1799.29","844.19","5.53","949.56","22.22","5.31","3.96","14.28","100.87","0.14","88.18","1.22","47.48","78.63","0.08","0.01",,"0.9","0.69","115.39","23.44","0.16","40.72","0.2","8.27","0.02","0.01",,,"0.7","0.37","18.41","83.5","211.25","85.6",,,,"0.01",,"4.99",,"-0.71",,,,,,"0.03","0.27",,,,,"0.79","0.16",,"150.18","150.18","204.64","204.64","0.2","204.44",,,,,,,,,,"33",,"0.77","12.64","0.36","0.59","5.51",,,"2.56",,"7.14",,,,,"2.45","0.98",,"365.26","365.26",,"365.26",,"110.88",,"3.5",,,,,"37.26","5.78","63.43",,,,"2.11","-1.19",,,,,,,"22.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"637.81","361.05",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","7.66","1.18","0.01","6.47",,"0.74","0.02",,"0.23",,,,,"0.01",,,,,,"0.04","0.11",,,,,,,,,,,"0.01","0.02",,"0.8",,,,,,"0.01",,,,,,,,,,,,,,,,,"-0.48","-0.48","3.08",,,,,,,,,"3.08",,,,"-0.08",,,"-0.22","0.09",,"0.05",,,,,,,,,,,,,"3.14","3.14",,"3.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.3","0.05",
"Guatemala","","304.89","263.55","0.53","40.81","4.03","0.85","5.47","3.94","20.6","0.01","2.65","1.69","3.53","17.79",,,,"1.05","2.06","18.09","5.01","0.41","6.37","0.11","8.78",,"0.03",,,"23.36","27.61","3.62","15.02","95.49","31.5",,,,,,"0.43",,,,,,,,,"0.07",,,"0.01",,"0.02",,,,,"-9.06",,,,,,"-9.06","-9.06",,,,,,"2.69",,"0.13","-3.62","0.95","0.68","0.61",,,"1.47",,"0.92",,"1",,,"0.55",,,,,,,,"15.68",,,,,,,,"2.39","13.29",,,,,"0",,,,,,,"4.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.57","110.99",
"Guinea","","633.36","146.52","-2.94","489.78","0.14","0.24","2.15","1.37","1.81","0.17",,"0.02","80.04","7.87","0.01",,,"0.31","0.08","22.56","0.14","0.4",,,,,"0.18",,,"3.2","1.24","2.19","2.61","19.93","30.48",,,,,,,,"-4.29",,,,,,"0.02","0.97",,,"0.01",,"0.29","0.06",,"54.28","54.28","286.32","287.13",,"287.13",,,,,,,,,"-0.82","37.94",,,"9.92","0.07","0.51","5.2",,,"2.67",,"6.99",,"10.55",,,"0.77","1.27",,"52.91","52.91",,"52.91",,"27.86",,"3.25",,,,,"4.47","0.69","21.26",,,,,"-1.82",,,,,,,"0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.9","99.65",
"Guinea-Bissau","","80.32","37.18","0.75","42.39",,,"0","0.47","0.05",,"0.22","0.04","1.35","0.96","0.01",,"0.1","0.26","0.31","6.62","0.4","0.02",,,"0.17",,"9.51",,,"4.15","0.02","0.49","0.09","11.94","14.74",,,,,,,,,,,,,,,"0.15",,,,,"0.59","0.01",,,,"2.12","2.12",,"2.12",,,,,,,,,,"11.12",,,"0.18","0.22","0.03","3.3",,,"1.54",,"1.9",,"1.55",,,"1.69","0.7",,"10.18","10.18",,"10.18",,"4.23",,"-0.1",,,,,"0.01","1.91","2.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.32","17.41",
"Guyana","","114.92","31.06","0.19","83.66","0.13","0.36",,"0.02","2.37",,,"0.13","0.24","0.67",,,,,,"8.94","0.01",,,,"0.39",,,,,,,,"0.89","17.04","30.51",,,,"0.01",,,,"0.17",,,,,,,"0.01",,,,,,,,"-11.35","-11.35","58.84",,,,,,"51.74","51.74",,"7.1",,,,"2.81",,,"0.37","0.08","0.6","0.83",,,,,"0.93",,,,,,,,"0.97","0.97",,"0.97",,"1.88",,,,,,,"0.79","0.88","1.19",,,,,"-0.98",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","1.95",
"Haiti","","1273.35","820.26","0.53","452.56","7.27","1.93","0.15","8.43","167.2","0.13","0","2.36","74.3","25.49","0.01","0.02","0.1","3.18","1.01","16.36","2.45","1.88","16.71",,"22.24","0.06","0.01","0.02","0.05","15.36","15.21","16.36","5.17","424.09","131.41",,,,,,"0.01",,,,,,,,,"0.05",,,,,"0.45","0.02",,"22.58","22.58","164.43",,,,,,"154.87","154.87",,"9.56",,,,"20.42",,"0.09","3.24","0.27","1.04","7.25",,,"3.1",,"2.24",,,,,"3.19",,,"84.65","84.65",,"84.65",,"29.07",,,,,,,"2.15","2.79","24.39",,,,,"-0.26",,,,,,,"7.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"713.61","169.53",
"Honduras","","566.19","196.03","6.68","363.48","2.01","0.88","2.32","2.84","37.51","0.02","1.87","5.08","1.47","22.63",,,,"1.7","3.41","22.32","3.7","0.17","0.03","0.02","4.44",,"0.01",,,"13.34","0.99","7.73","10.9","52.65","52.24",,,,,,"0.15",,"6.46",,,,,,,,,,,,"0.06","0",,"-6.23","-6.23","207.51",,,,,,"207.51","207.51",,,,,,"4.14",,"0.12","-0.69","0.24","0.74","1.39",,,"1.6",,"0.46",,,,,"0.28",,,"76.6","76.6",,"76.6",,"29.22",,,,,,,"8.76","2.74","10.73",,,,"6.52","0.47",,,,,,,"2.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.89","66.78",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","1681.85","1515.58","1.97","164.29","176.62","27.77","2.32","7.12","8.9","0.06","-0.13","4.4","-14.55","171.26","0.18","0.83",,"4.3","4.74","704.65","0.43","2.35","2.41","0.38","37.14","0.13","0.38",,"0.03","5.68","13.55","10.7","462.86","57.7","92.58",,,,,,"0.51",,,,,,,,"0.28","0.06",,,"0.03",,"0.78","0.31",,,,,,,,,,,,,,,,,"84.32",,,"13.43","0.96","1.28","12.61",,,"12.6","1.71","38.9",,,,,"0.49","2.34",,"-247.87","-247.87",,"-247.87",,"235.27",,,,,,,"35.01","28.07","167.38",,,"2.13",,"2.68",,,,,,,"176.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1395.56","667.91",
"Indonesia","","69.01","-87.41","-3.52","159.94","5.17","606.4","1.18","-4.1","10.53","0.03","13.84","3.74","-71.35","33.28","0.03","0.01",,"0.03","-11.44","-879.53","37.23","0.21","-2.42","12.02","14.2","0.03","0.12","0.03",,"-9.38","7.12","12.93","9.88","127.97","134.55",,,,,,,,"-4.97",,,,,,,"0.17",,,"0.06",,"0.83","0.39",,,,"3.4",,,,"2.41","2.41",,,,,,,"0.99","31.75",,"0.53","9.61","1.02","0.73","3.31",,,"6.04","0.06","4.92",,,,,"1.18","4.36",,"-78.65","-78.65",,"-78.65",,"68.88",,,,,,,"6.35","8.08","55.07",,,,"-0.62",,,,,,,,"5.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-780.66","-29.16",
"Iran","","151.79","108.82","13.13","29.85",,"0.5","8.59","0.02","0.87","0.06","0.43","0.04","12.74","58.61","0.7","0.54",,,"0.06","17.54","0.27",,"0.07",,"2.87","0.05","0",,"0.01","0.22","2.06","0.46","1.16","0.95","3.61",,,,,,,,,,,,,,"0.2","0.1",,,"0.02",,"12.8","0.01",,,,"-0.16",,,,,,,,,,,,"-0.16","6.04",,"0.38",,"0.1","0.36","0.54",,,"1.49",,"1.34",,,,,"1.13","0.69",,,,,,,"20.36",,,,,,,,"4.02","16.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.93","85.35",
"Iraq","","1300.88","1113.69","24.67","162.53",,"31.67","0.85","0.03","2.98","0.28","14.97","0.21","8.03","27.91","0.52","0.01",,"0.08","13.59","360.96","8.03","0.37","0.22",,"8","0.14",,"0.02","0.01","0.13","34.94","6.14","10.89","582.69","91.58",,,"0.04",,,,,"2.36",,,,,,"0.28","0.41",,,,,"19.39","2.19",,,,,,,,,,,,,,,,,"9.11",,"0.2",,"0.22",,"2.81",,,"2.42",,"2.52",,,,,"0.13","0.8",,"59.1","59.1",,"59.1",,"2.74",,,,,,,,"0.12","2.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1007.05","113.21",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","28.06","-2.77","-2","32.83","0","0.42","0.06","3.83","5.07",,,,"-0.13","-3.82",,,,,"-0.22","-22.58","1.12",,"-2.99","0.11",,"0.03",,,,"0.02",,,"14.23","2.09","11.78",,,,,,"0.07",,"-2.14",,,,,,,"0.06",,,,,,"0.01",,,,"8.98",,,,,,"-2.07","-2.07",,"11.05",,,,"2.15",,"0.1",,"0.09","0.57","0.61",,,,,"0.78",,,,,,,,,,,,,"9.92","5.98",,,,,,,"1.93","3.21",,,,"-0.18","-1.03",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5.37","11",
"Jordan","","1157.5","853.07","46.45","257.97",,"4.21","0.89","-0.44","15.61","0.45","1.13","0.74","125.54","70.56","1.74","0.01",,"0.77","4.9","30.68","23.6","0.09","2.56",,"2.98","0.02","0","0.09",,"3.62","1.77","7.07","7.53","546.96","123.9",,,,"0.03","0.06","37.92",,"5.59",,,,,,"0.56","2.7",,,"0.03",,"3.53","-3.98",,,,"-3.9",,,,,,,,,,,,"-3.9","165.45",,"0.22","-2.65","0.65",,"0.64",,,"1.71",,"3.21",,,"160.16",,"1.08","0.43",,"-2.5","-2.5",,"-2.5",,"-24.97",,,"-29.13",,,,,"3.99","1.12",,,"0.14",,"-1.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"801.77","221.97",
"Kazakhstan","","131.86","35.72","52.24","43.89","0.06",,"0.79",,"0.06","0.34",,"0.36","3.28","13.98","0.15","0.03",,"0.04",,"-15.93","0.35",,"0.44",,"2.37","1.62",,"0.04",,,"0.05","0.22","5.22","22.31","11.96",,,,,,"0.39",,"-0.81",,,"0.03",,,"0.09","1.07",,,,,"50.17","1.3",,,,"0.36",,,,"-0.21","-0.21",,,,,,,"0.57","3.28",,"0.54",,"0.21","0.69","0.51",,,"0.58",,"0.76",,,,,,,,,,,,,"28.29",,,,,,,,"8.45","17.44",,,,,,"2.4",,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.92","26.34",
"Kenya","","2653.66","1668.72","5.44","979.5","51.76","21.31","1.17","6.7","46.07","0.25","55.98","25.73","89.88","157.01","0.33","0.07","0.22","9.47","-2.26","132.07","8.98","0.28","27.49","1","14.47","0.55",,"1.77","0.02","0.99","77.6","11.99","161.32","818.26","216.41",,,,,,"0.66",,"-1.06",,,,,,"0.05","2.88",,,"0.14",,"1.12","1.65",,"191.6","191.6","192.8","192.8","0.11","192.69",,,,,,,,,,"56.37",,"0.4","5.68","0.37","1.02","8.15",,,"4.94",,"10.4",,"0.1",,,"24.12","1.19",,"192.87","192.87",,"192.87",,"129.44",,"-0.47",,,,,"45.22","3.96","81.18",,,,,"-0.45",,,,,,,"51.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1402.35","614.35",
"Kiribati","","65.67","60.85",,"4.82",,"30.35",,,,,,,,,,,,,,"17.38","0.51",,,"12.58",,,,,,,,,"0.03",,"2.21",,,,,,,,,,,,,,,,,,,,,,,,,"-0.22",,,,"-0.22","-0.22",,,,,,,,"0.87",,,,"0.14",,"0.14",,,,,,,,,,,"0.59",,"0.88","0.88",,"0.88",,"1.08",,,,,,,"0.14","0.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.41","0.03",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","","566.74","298.08","20.14","248.52",,,"11.28","0.1","-0.01","2.26","4.99","3.61","0.69","28.38","0.31","0.22",,,"0.46","7.92",,"14.54","4.55",,"14.73",,"0.18","0.1","1.19","0.45","22.81","64.4","16.31","98.61","200.96",,,,,"0.11",,,,"0.02",,"0.01",,,,,,,,,"20",,,,,,,,,,,,,,,,,,"6.69",,,,,,"0.68",,,,"4.41","1.59",,,,,,,,"13.98","13.98",,"13.98",,"26.89",,,,,,,,,"2.35",,,,,,"24.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152.36","112.43",
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","470.49","138.8","142.87","188.82",,"0.13","0.7",,"0.41","0.32","0.89","1.29","0.77","22.87","0.08","0.03",,"0.01",,"19.57","1","0","0.01",,"3.47","0.3",,"0.07",,,"1.62","22.81","6.41","56.02","24.32",,,,,,"0.28",,"-0.86","0.01",,"0.01",,,,"37.92",,,,,"105.51",,,"8.5","8.5","67.96",,,,"64.1","64.1",,,,,,,"3.86","14.25",,"0.03","3.17","0.14","0.12","2.03",,,"0.89","1.05","0.8",,"5.94",,,"0","0.08",,"53.6","53.6",,"53.6",,"20.18",,,,,,,"1.41","0.49","11.94",,,,"-0.13","-0.71","7.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.06","35.38",
"Lao People's Democratic Republic","","410.7","284.28","14.1","112.32","0.04","53.85","1.3","2.38","1.45","0","0.59","10.06","14.68","31.52",,"0.02",,,"0.41","88.43","23.52","16.69",,"4.94","4.4","0.01",,,,,"-0.71","20.72","1.47","8.55","13.15",,,,,,"0.02",,,,,,,,,"0.23",,,"13.76",,"0.07","0.02",,"-3.47","-3.47","21.64",,,,"21.64","21.64",,,,,,,,"16.72",,,"5.78","0.39","0.49","4.14",,,"1.8",,"2.12",,,,,"0.39","1.6",,"47.78","47.78",,"47.78",,"16.5",,,,,,,"2.12","3.06","12.86",,,,"-1.12","-0.42",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.51","78.43",
"Lebanon","","711.58","534.88","8.26","168.45",,"2.79","0.54","0.23","4.94","0.12","0.01","0.37","80.55","38.02","0.81","0.01",,"1.64","15.73","16.49","0.87","0.33","0.64","0.4","15.2","0.03",,,,"14.35","3","7.39","6.86","323.55","64.52",,,,"0.04",,,,"22.57",,,,,,"0.25","0.09",,,,,"7.95","-22.65",,,,"-0.99",,,,,,,,,,,,"-0.99","90.91",,"0.43","-0.88","0.55",,"0.91",,,"0.96",,"2.72",,"1.07","84.69",,,"0.45",,,,,,,"14.01","1.59",,"12.57",,,,,"0.88",,,,,,"-1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"486.14","163.24",
"Lesotho","","276.26","151.98","4.49","119.78","0.27","1.14","0.04",,"0.21",,,,"-1.4","6.47",,,,"11.23",,"3.23","0.25","0.26",,,"0.84",,,,,,"0.32","0.88","4.96","123.55","46.46",,,,"0.01",,,,"4.43",,,,,,,"0.01",,,"0.02",,"0.02",,,"34.64","34.64","2.88","2.88","0","2.88",,,,,,,,,,"7.96",,"0.15","0.96","0.46","0.89","0.8",,,"1.79",,"0.96",,,,,"1","0.95",,"-3.55","-3.55",,"-3.55",,"31.39",,"2.99",,,,,"0.32","2","23.46",,,,,"2.62",,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137.02","21.88",
"Liberia","","566.71","333.98","0.04","232.69","2.75","1.59","0.67","0.03","2.55","0.14","3.33","1.78","0.88","15.74","0.01",,,"8.36",,"24.96","0.06","0.46",,,"34.87",,,,,"0.38","40.94","8.52","13.66","175.05","100.15",,,,,,"0.01",,,,,,,,,,,,,,"0.03","0",,"18.11","18.11","7.2","7.2",,"7.2",,,,,,,,,,"37.28",,,"2.6","0.33","0.51","4.24",,,"2.41","10.22","7.09",,"4.78",,,"3.9","1.19",,"41.51","41.51",,"41.51",,"28.44",,"0.16",,,,,"1.9","1.7","24.68",,,,,,,,,,,,"2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.84","86.38",
"Libya","","87.12","103.62","3.21","-19.71",,"1.04","0.6","0.16","5.91","0.8","5.7","0.32","4.25","7.4","0.17","0.01",,,"6.73","0.43","1.19","0.14","0.15","0.81","2.19","0.11",,,,"0.03","8.03","3.23","15.68","38.54","29.21",,,,"0.01",,,,,,,,,,"0.03","0.03",,,,,"3.1","0.04",,,,,,,,,,,,,,,,,"11.08",,"0.04",,"0.03",,"0.12",,,"0.75","5.15","0.01",,"0.86",,,"3.73","0.38",,,,,,,"-60",,,"-60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.94","50.28",
"Macau (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar","","368.49","184.64","1.99","181.86","0.78","0.53","0.36","1.7","1.01",,,"0.42","73.36","14.85","0.07",,,,"1.76","13.72","4.01","0.39",,,"13.93",,,,"0.01","0.22","0.89","5.59","2.85","48.97","32.24",,,,,,"0.01",,"1.68",,,,,,"0.02","0.06",,,"0.09",,"0.18","-0.05",,"-7.09","-7.09","8.03","8.03",,"8.03",,,,,,,,,,"37.5",,"0.29","9.08","0.54","0.62","7.69",,,"3.56",,"10.13",,,,,"4.71","0.87",,"46.83","46.83",,"46.83",,"64.34",,"8.7",,,,,"17.91","4.38","28.2",,,,,"5.15",,,,,,,"0.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.52","96.89",
"Malawi","","1170.91","639.6","0.07","531.24","19.61","7.19","0.05","14.28","30.4",,"4.47","1.49","0.03","46.66","0.01",,"3.38","24.14","0.89","54.94","1.9","0.4","0.03","0.1","69.44","0.02",,,,"0.2","2.65","0.2","196.91","179.83","123.28",,,,,,,,"0.04",,,,,,,,,,"0.03",,,,,"35.84","35.84","74.32","74.32","0.09","74.23",,,,,,,,,,"30.98",,"0.25","3.72","0.46","1.1","8.13",,,"3.37","2.18","8.09",,,,,"2.69","0.99",,"158.13","158.13",,"158.13",,"108.68",,"-0.08",,,,,"29.49","3.45","71.75",,,,"0.22","3.85",,,,,,,"19.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.66","292.22",
"Malaysia","","18.32","8.36","1.06","8.91","0.5","3.54","0.17",,"-0.04","0.05","-19.55","0.22","1.37","9.12",,"0.01",,,"0.01","-5.21","0.43",,,"0.03","0.87",,"0.02",,"0.02",,"0.78","0.01","10.28","6.22","0.75",,,,,,,,,"0.01",,,,,"0.16",,,,"0.05",,"0.36","0.48",,,,"-0.56",,,,,,,,,,,,"-0.56","3.38",,"0.45",,"0.2","0","0.49",,,"0.45","0.53","0.69",,,,,,"0.57",,,,,,,"5.33",,,,,,,,"3.91","1.42",,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.75","2.5",
"Maldives","","56.73","17.85","5.46","33.42",,"7.52",,,"0.28",,"0.07","0.24","1.91","0.74","0.01",,,,,"5.57","0.24",,,"0.43","0.03",,,,,,"0.01","0.03","0.35","0.43","4.71",,,,,,,,"-1.1",,,,,,,,,,"0.1",,"0.07","6.39",,,,"16.51",,,,"17.09","17.09",,,,,,,"-0.58","4.16",,,"0.99","0.06",,"0.94",,,"0.57",,"0.51",,,,,,"1.09",,"5.59","5.59",,"5.59",,"2.45",,,,,,,,"1.4","0.88",,,,"-0.39","0.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.28","3.32",
"Mali","","995.58","732.38","0.87","262.34","13.57","9.92","0.49","15.62","93.85","0.43","14.6","1.46","41.16","52.28",,,,"1.43","1.14","4.52","1.1","20.29","46.07",,"16.3","0.43","0.01",,,"14.61","29.13","24.63","0.65","342.27","85.71",,,,,"0.06","0.02",,"-0.98",,,,,,,"0.71",,,,,"0.98","0.07",,"7.35","7.35","26.59","28.29",,"28.29",,,,,,,,,"-1.7","33.06",,"0.21","4.68","0.22","0.41","3.02",,,"2.26","0.16","10.98",,,,,"9.79","1.33",,"68.93","68.93",,"68.93",,"40.7",,"1.55",,,,,"12.89","5.01","23.08",,,,,"-1.83",,,,,,,"13.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"535.87","239.79",
"Malta","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands","","83.85","85.84",,"-1.99",,"8.11",,,,,,,,,,,,,,"10.07",,,,"0.02",,,,,,,,,"0.01","67.63","0.12",,,,,,,,,,,,,,,,,,,,,,,,,"-2.25",,,,"-2.25","-2.25",,,,,,,,"0.13",,,,"0.08",,"0",,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.71","0.01",
