Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Tanzania",,"2125.89","1148.88","10.26","966.75","102.86","2.19","1.43","12.06","79.74","0.14","44.61","13.17","27.18","35.02","0","0.46",,"25.78","9.79","54.92","43.03","0.27","0.18","0.1","46.77","13.26","0.04",,,"0.75","70.38","28.01","175.04","464.56","86.4",,,,,,"0.08",,"6.53",,,,"0","0.06",,"1.37",,,"0.17",,"1.13","-2.06",,,,"97.16","97.01",,"97.01",,,,,,,,,"0.15","57.31","0.88","0.32","7.09","4.4","1.77","7.46",,,"4.14","6.1","22.5",,,,,"1.04","1.6",,"488.13","488.13",,"488.13",,"237.76",,,,,"5.99",,"60.72","0.38","179.05",,,,"-1.3","-7.08",,,,"0.32",,,"57.94",,"4.3","1.52","0.15","2.42",,"0.76","8.01",,,,"1.25","0.11",,,,"3.38",,"10.35",,"0.22",,,"0.28",,"2.37","1.64","0.92","6.15","0.76",,,,"846.25","429.57","0.76"
"Thailand",,"-351.7","-388.23","4.54","31.99","6.87","4.48","0.82","0.05","0.37","0.01",,"0.4","6.62","29.46",,"0.26",,"0.12","0.3","-505.01","5.92","0.16","0.11","0.31","0.88","0.99","0.09",,,"0.12","1.63","0.76","17.74","45.16","9.44",,,,,,"0.06",,,,,"0","0","0.02","0.04",,,,,,"0.88","0.15",,,,,,,,,,,,,,,,,"9.95","0.13","0.45",,"1.42","0.42","0.52",,,"1.17","1.8","1.1",,,,,"0.54","2.41",,,,,,,"12.6",,,,,,,,"0.07","12.2","0.16","0.17",,,,,,,,,,"0.35",,,,"0.3",,"0.25","0.02",,,,,"2.72",,,,"0.18",,,,,,,,,,"0.07","2.35",,"0.64",,,,,"-405.35","58.9",
"Timor-Leste",,"229.9","181.19","0.22","48.49","1.23","52.64",,,"0.13",,,"0.08","0.27","9.66",,,,,"0.37","49.1","11.47",,"0.15","13.45","0.53","0.01","14.75",,,,"0.2",,"0.36","28.02","14.04",,,,,,,,,,,,,,,,,,"0.22",,,,,,,"15.95",,,,"15.95","15.95",,,,,,,,"7.21","0.26",,,"0.3",,"0.75",,,"1.93",,"1.12",,,,,"0.73","2.12",,"3.35","3.35",,"3.35",,"7.94",,,,,,,"0.93","2.17","4.7",,"0.15",,,,,,,,,,,,,,,,,,,,,"0.53",,,,,,,"0.7",,,,,,,,,,,,,,,,"87.92","25.83",
"Togo",,"403.72","87.12","1.34","315.25","1.68","0.03","0.09","0.62","2.91",,,,"22.92","29.06",,"0","0.12",,"2.12","18.31","1.67","0.96",,,"0.34","0","0.05",,,"1.67","0.73","1.52","0.01","3.97","45.49",,,,,,"0.04",,"-1.89",,,,"0",,"0.01",,,,"0.07",,"0.3","0.37",,,,"16.98","15.07",,"15.07",,,,,,,,,"1.91","20.31","0.41","0.23","3.39","0.43","0.56","5.07",,,"2.22","1.14","5.98",,,,,,"0.87",,"206.58","206.58",,"206.58",,"25.89",,,,,,,"9.11","0.2","15.92",,"0.24",,,"0.43",,,,,,,"0.77",,"0.17",,,,,,,,"0.72",,,,,,,,,,,,,,,,"0.02",,,,,,,,"79.3","58.25",
"Tokelau",,"19.06","18.79",,"0.27",,"0.31",,,,,,,,"0.01",,,,,,"0",,,,"18.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.17",,,,,"0.03",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01","0.01",
"Tonga",,"107.95","47.5","0.39","60.06",,"19",,,"0.09",,,,"0.03","0.3",,,,,"0.05","16.78","0.22",,,"9.67",,,,,,,,,"0.09","1.28","1.97",,,,,,,,,,,,,,,,,,"0.38",,"0.01",,,,,"12.83",,,,"12.83","12.83",,,,,,,,"1.55","0.21",,"0.36","0.47",,,,,,,,,,,,,"0.51",,"15.26","15.26",,"15.26",,"28.45",,,,,,"4.13",,"0",,,"24.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.61","0.47",
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunisia",,"979.07","733.88","51.33","193.86","0.82","0.02","-0.99","1.08","2.38","0.02","-0.03","0.22","118.82","264.78","0","3.45",,"0","44.77","102.19","2.57","1.06","19.99",,"6.91","0.17","0.17",,"0.04","1.39","1.26","16.72","21.52","125.38","182.41",,,,,,,,"3.36",,,,,"21.01","0.04",,,,"0.05",,"2.08","-0.27",,,,"1.35","1.06","1.06",,,,,,,,,,"0.29","8.12","0.55","0.13","0","1.85","0.07","0.4",,,"0.59","2.52","0.93",,,,,,"1.08",,"-1.27","-1.27",,"-1.27",,"3.25",,,"-5.45",,,,,"0.03","0.66",,"0.27",,"-0.31","8.06",,,,,,,,,,,,,,"0.46",,,,,,,,,,,,,"0.17",,,,,,,,,,"0.19",,,,"679.83","477.72","0.19"
"Turkey",,"696.16","520.5","6.86","168.79","0.86","0.15","21.89","7.88","-2.61","3.89","0.76","5.31","41.53","279.72","4.56","5.23","0.1","5.58","39.96","-84.49","0.89","1.5","1.79","0.01","7.52","13.44","0.1","1.9","0.94","-0.39","23.52","3.89","71.65","64.29","102.77",,"1.09","1.06",,"0","0.29","0.01","-1.06","0.64",,"0.94","0.17","0.05","8.73",,,,"0.03",,,"-2.42",,,,"45.05",,,,,,,,,,"43.66",,"1.39","12.33","0.5",,,"1.39",,"0.3",,,"1.61","5.14","2.41",,,,,,"0.98",,"-2.55","-2.55",,"-2.55",,"11.2",,,,"0.06",,,,"2.88",,,,,,"8.26",,,,"0.08",,"0.15","0.22",,,,"0.08",,,"0.02",,,,"0.1",,,,,"0.02",,,,"0.2",,,,,,,,,,,,,,"410.05","530.75",
"Turkmenistan",,"25.15","11.51","3.04","10.6",,,"0.16",,"0.05",,,,"0.64","1.58",,"0.22",,,"0.01","-0.48","3.97",,,,"-0.02","0.18","0",,,"0.01",,,"0.78","4.41","4.06",,,"0.01",,,"0.03",,,"0.01",,"0",,"0.02","0.47","0.16",,,"0",,"1.23","1.77",,,,"-0.47",,,,"0.21","0.21",,,,,,,"-0.68","2.31",,,,"0.03",,"0.16",,,"0.74",,"1.14",,,,,,"0.23",,,,,,,"4.7",,,,,,,,"0.61","2.25",,,,,"0.33","1.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.99","3.58",
"Turks and Caicos Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu",,"36.48","19.83","0.01","16.65",,"9.41",,,"0.09",,,,"0",,,,,,"0.13","3.5","0.21",,,"6.41",,"0",,,,"0.01",,,"0.06",,"1.62",,,,,,,,,,,,,,,,,,,,,"0.01",,,,"7.6",,,,"7.6","7.6",,,,,,,,"0.21","0.14",,,"0",,,,,,,,,,,,,"0.07",,"2.53","2.53",,"2.53",,"4.69",,,,,,,,,,,"4.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.78","0.2",
"Uganda",,"2029.51","1154.81","18.02","856.68","112.52","0.9","13.76","34.05","14.05","0.06","29.13","4.95","13.95","66.52","0.02","8.18","6.38","23.76","6.55","65.14","27.09","0.33","32.67","0.09","35.54","0.35","0.04","0.08","0.06","1.08","53.76","3.6","196.23","516.5","144.88",,,,,"0.04","0.17",,"-0.14",,,,"0.09","0.53","0.06","1.5",,,"0.1",,"1.31","9.58",,,,"67.4","67.05",,"67.05",,,,,,,,,"0.35","61.93","0.43","0.51","22.56","0.61","1.1","7.69",,,"4.26",,"21.64",,"1",,,"0.76","1.37",,"366.93","366.93",,"366.93",,"215.54","2.4",,,,"22.3",,"69.07","2.84","129.41","0.09","1.91",,"-1.62","-10.84",,,,"0.39",,,"31.7",,"5.83","0.16","0.27","3.5","0.42","1.73",,,"1.72","1.15","6.36","0.11",,,,"3.3",,"40.75",,"0.19",,,"0.5","0.22","3.9","4.06","3.8","0.29","0.78",,"0.77","0.62","878.94","485.51","2.16"
"Ukraine",,"1119.36","614.24","20.62","484.49","5.13","0.12","14.23","3.07","-103.8","3.2","24.9","8.9","12.6","205.1","0.33","7.86",,"0.28","0.77","0.58","0.85","1.08","2.28",,"25.85","81.41","0.13","1.42","1.71","19.38","36.04","31.29","36.58","198.1","412.97",,"0.22","0.07",,"2.81","9.82","0.03",,"0.46",,"2.43","0.01","0.04","1.78",,,,"0.04",,"2.6","0.12",,,,,,,,,,,,,,,,,"12.16","0.22","0.24",,"1.44","0.86","0.35",,,"1.35","4.52","1.67",,,,,,"1.51",,,,,,,"59.36",,,,,"6",,,"2.42","47.84",,,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.82",,,,,,,"0.56","1.25",,"2.43",,,,,,"0.08","349.93","461.25","0.08"
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uzbekistan",,"1152.42","667.35","73.49","411.58",,,"0.43","0","0.06","0.09",,,"175.71","15.38","0","0.1",,,"0.06","384.16","64.61","0.1",,,"0.02","0.15","0","0.01",,"-0.67","0.06","3.55","6.31","17.21","27.32",,,,,"0","0.36",,"15.93","0.04",,"0.01",,,"0.04","9.62",,,"0.01",,"5.23","12.97",,,,"173.38",,,,"174.94","174.94",,,,,,,"-1.56","21.04","0.38","0.33","12.2","1.01",,"1.16",,,"1.38",,"3.94",,,,,,"0.65",,"152.97","152.97",,"152.97",,"36.88","1.06",,,,,,"19.04","0.33","15.49",,,,,"-1.31","2.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"598.89","197.73",
"Vanuatu",,"130.59","75.81","0.29","54.48",,"42.75",,,"0.59",,,"0.02","3.22",,,,,,"0.31","7.1","0.23",,,"17.21",,,,,,"0.01","0.05","0.09","1.85","2.39","2.64",,,,,,,,,,,,"0",,,,,,"0.01",,"0.01","0.27",,,,"9.45",,,,"9.45","9.45",,,,,,,,"1.14","0.04","0.12",,"0",,,,,,,,,,,,,"0.98",,"38.61","38.61",,"38.61",,"2.65",,,,,,"0.35",,"0.03",,"0.15","2.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.46","5.45",
"Venezuela",,"259.84","177.94","0.75","81.14","1.99","0.01","1.33","0.01","2.4","0.02",,,"8.01","11.06","0","0.01","0.24","1.35","0.39","0.49","1.27","0.22","2.43","1.32","5.52","0.15","0.56","0.03","0.06","69.1","10.81","6.67","11.14","43.34","54.98",,,,,"0.06","0.33",,,,,"0.11","0.03",,"0",,,,,,"0.08",,,,,"0.46",,,,,,"0.46","0.46",,,,,,"15.66","0.04","0.19",,"0.62","0.26","0.06",,,"0.8","1.05","11.84",,,,,,"0.8",,,,,,,"10.04",,,,,"10.02",,,"0.03",,,,,,,,,,,,,,,,,"1.38",,,"0.59",,,,,,,,,,,,,,,,,,,,"0.03",,,,,,,"76.83","116.68",
"Viet Nam",,"1088.08","715.43","12.51","360.14","12.69","48.71","4.26","15.64","13.93","0.06","-0.2","6.08","118.91","122.36","0","6.28","0.09","9.32","4.21","148.63","81.33","3.68","0.53","5.1","5.03","0.48","0.03","0.02",,"-4.45","1.69","12.23","14.99","96.44","33.88",,,,,,"0.14","0.01","3.66",,,"0.01",,"0.03","0.21","1.83",,,"1.04",,"0.22","0.94",,,,"-38.85",,,,"-38.85","-38.85",,,,,,,,"19.29","0.22","0.43","1.08","4.21","0.56","1.16",,,"2.92",,"4.09",,,,,,"4.61",,"301.14","301.14",,"301.14",,"44.68",,,,,,"0.26","3.76","0.9","31.66","0.51",,,"-1.04","8.63",,,,"0.12",,,"7.8",,,"0.5","0.27",,"0.1","0.03",,,,"0.53",,,,,,"1.16",,,,"0.2","1",,,,,"0.61",,,"0.37",,,,"519.47","303.93","0.37"
"Wallis and Futuna",,"113.57","112.46",,"1.11",,"0.02",,,,,,,"112.44",,,,,,,,,,,,,,,,,,,,,,"1.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.44","112.44",
"West Bank and Gaza Strip",,"2295.68","901.55","595.8","798.34","1.32","28.7","5.57","22.34","30.13","0.51","11.3","7.25","57.56","215.66","0.22","0.11","0.57","12.98","48.62","52","7.77","5.78","29.46","0.2","70","1.42","0.12","0.12","0.29","32.81","51.05","37.28","103.02","68.68","233.65",,,,,"0.35","27.95",,"63.3",,,"0.02","0","313.17","0.54","2",,,,,"38.23","110.12",,,,"85.11",,,,,,,,,,,,"85.11","468.23",,"0.22",,"1.56",,"1.76",,,"2.02",,"4.83",,,"437.28",,"18.72","1.84",,,,,,,"11.35",,,,,"7.75",,,,"-0.05",,,,,"3.64",,,,"0.04",,,"0.04",,"0.08",,,,,,,,"1.12",,,,,,,,,,"0.05",,,,,,,,,,,,,,"575.67","606.21",
"Yemen",,"3758.93","1532.62","1424.66","801.65","2.47","9.73","2.37","8.93","34.83","0.86","40.94","6.4","9.06","241.83",,"0.69","0.82","5.61","6.16","60.42","18.3","1.37","24.62","3.95","25.23","0.66","0.06","0.11","0.1","5.68","37.16","16.33","332.34","638.05","208.29","0.02","0.06",,"0.06","0.11",,,,"0.01",,"0.02","0.06","4.36","0.04","2",,,,,"6.1","433.08",,,,"1.61",,,,,,,,,,,,"1.61","34.71","0.45","0.05",,"0.97",,"3.38",,,"3.99",,"9.79",,"5.18",,,"9.06","1.84",,"500.73","500.73",,"500.73",,"56.31",,,"13.91",,"31.67",,"10.25","0.05","-0.06",,,,,"0.5",,,,,,,"0.37",,"1.15",,,,,"0.04",,,,"0.39",,,,,,,,,,,,,"0.51",,,,,,,,,,"1322.7","724.95",
"Zambia",,"948.08","549.64","3.17","395.27","28.53","1.13","0.23","1.21","3.98","2.51","0.08","8.56","-5.15","33.52",,"0",,"7.03","0.37","45.08","1.58","0.18",,"1","7.43","0.1",,,,"0.01","56.41","0.6","65.35","318.41","96.09",,,,,,"0",,"-1.43",,,,,,,"0.23",,,"0.03",,"0.65",,,,,"29.52","29.52","0.59","28.93",,,,,,,,,,"36.91","0.93","0.23","8.42","2.03","1.23","3.07",,,"2.57","5.94","9.04",,,,,"2.49","0.96",,"110.77","110.77",,"110.77",,"121.98",,,,,"7.99",,"22.01","3.1","88.94",,"0.06",,"0.1","-0.22",,,,"0.11",,,"16.94",,"1.92",,"0.12","2.67","0.04","0.57",,,"0.34",,,,,,,"0.64",,"3.68",,,,,,,"0.33",,"0.57",,,,"0.13","0.47","461.56","170.41","0.6"
"Zimbabwe",,"844.04","524.8","4.23","315.01","15.4","2.15","0.43","0.64","3.74","0.09",,"0.31","2.35","27.23","0.02","0.03",,"8.36","0.63","23.69","1.83",,"2.14","0.27","7.65","0.77","0.07",,,"0.35","48.64","9.81","126.35","257.22","53",,,,,,"0.03",,"-0.77",,,,"0.01",,"0.01","1.29",,,"0.02",,"0.53","2.46",,,,"20.98","20.98","0.04","20.94",,,,,,,,,,"32.49","0.57","0.38","-3.57","1.62","1.3","5.68",,,"2.87","1.69","8.83",,"0.94",,,"10.55","1.62",,"30.04","30.04",,"30.04",,"178.51",,,,,"14.11",,"29.16","0.81","141.51",,"0.18",,,"-7.24",,,,"0.05",,,"6.23",,"0.91","1.01",,,,"1.92",,,,,,,,,,,,"0.26",,,,,"3.53","0.22",,"1.29",,,,,,,"441.21","218.42",
"Africa, regional",,"3200.52","2155.78","28.33","1016.41","250.4","8.4","5.82","2.96","267.59",,"64.26","31.55","128.91","832.12",,,,"1.48","47.23","31.94","8.05","9.05","53.98","0.82","64.11","0.32","0.2",,,"2.72","69.25","20.13","504.9",,"493.07",,,,,"0.18",,,,,,"0","0.08","1","0.04",,,,,,"0.48","26.54",,,,"315.02","314.89","2.87","312.02",,,,,,,,,"0.13","142.89","47.82","8.83",,"13.37","6.61","13.71",,,,"1.56",,,,,,,"50.25","0.73","27.33","27.33",,"27.33",,"38.09","2.1",,,,,,,"4.71","24.51",,"4.2",,"-0.41","2.98",,,"0.5",,,,"160.95",,,"44.29","0.45","1.37","0.9","6.9",,"0.78",,,,,"0.05","1.18",,,,"0.2","1.3",,,,,"3.19","5.44","9.19","1.1",,"12.62",,,,"1812.69","1754.74","12.62"
"North of Sahara, regional",,"109.21","60.7","0.03","48.48","6.26",,"1.92",,"1.68","0.45",,"2.18","8.22","23.4",,,,,"2.34",,,,"0.76",,"4.33",,"0.05",,,"-5.54","2.05","4.11","13.98","0.77","48.48",,,,,,,,,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.33",,,,"0.51","1.77","0.43",,"0.76",,,"0.75",,,,,"0.01",,,,,,,,"0.35",,,,,,,,,,"0.34",,,,"50.39","49.81","0.34"
"South of Sahara, regional",,"3367","1905.44","5.45","1456.11","435.03","8.39","10.12","5.74","48.07",,"12.14","13.15","101.67","562.63",,,,"0.91","11.2","20.39","9.72","3.18","140.52","1.59","113.47",,"1.44","0.02","0.11","-0.87","120.74","55.75","199.59","465.75","1385.8",,"0.07",,,,,,,,,,,,"0.09",,,,,,"5.29",,,,,,,,,,,,,,,,,,"36.56",,,,"2.81",,,,,,"26.94","6.81",,,,,,,,"4.55","4.55",,"4.55",,"29.2","12.54",,,,,,,,"6.92",,,,"8.19","1.54",,,,"0.91",,,"320.68","17.09","4.11","2",,"7.68",,"0.45",,,,,"0.11",,"0.04",,,,,"49.98",,"1.09",,,"0.26",,"4.69","12.7","7.3",,"4.65",,,"1.31","1409.31","1182.3","5.95"
"America, regional",,"644.71","472.9","1.17","170.64","12.09",,"0.12","0.01","118.6","0.01",,,"0.83","130.63",,,,"0.07","1.63","12.64","6.06",,"1.87",,"3.1",,"1.21",,,"22.75","0.21","8.59","8.51","156.05","46.56",,,,,"0.11",,,,,,"0.01",,,,,,,,,"1.04",,,,,"31.24",,,,,,"31.24","31.24",,,,,,"74.62","33.09",,,"10.57",,"1.12",,,,"0.16",,,,,,,"29.32","0.37",,,,,,"18.22",,,,,,,,"4.81","7.69",,"3",,,"2.73",,,,"0.03",,,"0.55",,,,"3.42",,,"2.03",,,,,,,,,,,,"0.76",,,,,"1.81","1.23","0.14","0.68","1.36",,"0.07",,,,"428.89","167.87","0.07"
"Caribbean & Central America, regional",,"409.97","337.76","16.18","56.02","4.78",,"0.48","0","19.35",,,"1.07","1.7","86.64",,,,"0.42","4.67",,,"2.55","0.96",,"6.01",,,,,"5.11","6.35","8.32","5.56","188.55","39.48",,,,,,,,,,,,,,,,"0.11",,,,"16.08",,,,,"-1.5",,,,,,"-1.5","-1.5",,,,,,"10.28",,,,"2.89","0.09",,,,"3.11","4.18",,,,,,,,,"-0.95","-0.95",,"-0.95",,"8.71",,,,,"6",,,,,,"2.71",,,,,,,"0.02",,,"1.17",,,,"0.25","1.53","0.1","0.71",,,,,,,,,,,"1",,,,,,,,,,,,,,,,"306.49","115.53",
"South America, regional",,"290.69","223.04","0.11","67.54","16.36","1.51","1.18","0.48","55.4",,,"0.46","3.46","107.22",,,,"0.08","1.68","0.03","0.3","0.57",,"0.25","4.31","0.31","0.05",,,"1.97","4.72","4.27","22.92","11.88","37.39",,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,"25.54","5.38","6.92",,"0.04",,,,,"7.1","2.75","3.34",,,,,,,,,,,,,"4.61","3.9",,,,,,,,"0.7",,,,,,,,,"0.13",,,"4.54",,"0.11","0.45","0.75",,,"1.43",,"0.75",,,"1.11",,"0.45","5.25",,,,,,"0.68","0.01",,,"0.15",,,,,"0.56",,,,"202.59","145.1","0.56"
"Asia, regional",,"1101.01","932.01","24.35","144.65","36.06","30.41","1","0.01","232.69","0.03","0.02","5.76","6.81","180.72",,,,"0.02","4.51","146.44","44.37","0.21","4.17","2.17","20.61",,"0.02",,,,"44.88","9.5","162.69","34.97","33.7",,,,,,,"1.04",,,,,,,,"1.05",,,,,"22.26",,,,,"41.93",,,,"41.1","41.1",,,,,,,"0.83","67.22","40.01",,,"6.88","4.07","3.5",,,"12.73","0.04",,,,,,,,,,,,,,"1.8",,,,,,"0.52",,"0.06","1.21",,,,,,,,"0.5",,,,"23.73",,,"0","0.25",,"0.6","1.08",,,,,,,,,"0.53",,"0.97",,,,"1.76",,,"0.2","1.1","2.43","0.54",,"1.92",,,"0.43","768.83","410.85","2.36"
"Far East Asia, regional",,"256.09","109.92","0.47","145.71","31.74","6.61","2.2","1.62","7.33",,,"0.11","0.63","17.09",,,,,"0","6.68",,"1.37","0.27","3.68","1.19","0.01",,,,"0.01",,"9.54","3.81","47.76","10.57",,,,,,,,,,,,,,,,,,,,"0.47",,,,,"10.96",,,,"10.92","10.92",,,,,,,"0.04","37.85",,"7.9",,"0.44",,,,,,"1.91","2.78",,,,,,"24.82",,,,,,,"86.33",,,,,,,,"0.01","86.32",,,,,,,,,"0.57",,,"8.54","0.25","0.01","7.82","2.14",,"0.75","0.07",,,,,"0.1",,"0.13","0.66",,,"0.45",,,"1.13",,,,,"0.53","8.09","0.5",,,,,,"83.3","27.13",
"Central Asia, regional",,"216.6","142.36","1.53","72.71",,,"-0.08",,"0.01",,,"0.23",,"78.54",,,,,"5.62","0.25","1.58",,,,"2.82","0.36",,"0.06",,"0.08","0.55","5.61","6.22","40.52","58.36","0.33","0.06",,,,,"0.64",,"0.06",,,,,,,,,,,"0.44",,,,,"8.16",,,,"8.16","8.16",,,,,,,,"2.32",,,,"0.31","2.01",,,,,,,,,,,,,,"3.71","3.71",,"3.71",,"0.15",,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.15","91.57",
"South Asia, regional",,"98.99","43.38","0.18","55.44","9.81",,"-0.01",,"1.81",,,"2.38","0.36","12.19",,,,,"0.12","0.32","0.17","0.03",,,"0.15",,,,,,"1.42","1.14","17.2","6.1","19.86",,,,,"0.06",,,,,,,,,,,,,,,"0.12",,,,,"7.78",,,,"7.78","7.78",,,,,,,,"25.17",,,,,,,,,,,"2.66",,,,,,"22.51",,,,,,,"2.63",,,,,,"0.3",,,"1.72",,,,"0.51","0.1",,,,"0.03",,,,,"0.27","0.55",,,"0.73","0.14",,,,,,,"0.13",,,,"0.33",,,,,,"0.6","0","0.05","6.99",,,,,,,"38.1","33.69",
"South & Central Asia, regional",,"85.48","33.65","45.72","6.11","30.34","9.17","0.79",,"3.01",,,"0.5",,,,,,,"0",,"0.01","1.03",,,"1.74",,,,,,,"6.12","1.14","10.14","3.67",,,,,,,,,,,,,"1.45",,,,,,,"44.27",,,,,"0.05",,,,,,,,,,,,"0.05","1.51",,,,,,,,,,"1.51",,,,,,,,,,,,,,"0.87",,,,,,,,,,,,,,"0.87",,,,,,,"30.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.3","3.46",
