Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Armenia",,"417.27","118.75","15.28","283.25","0.71",,"3.68","0.17","0.22","0.63",,"0.05","11.63","57.02","0.04","0.04",,"0.04","0.24","6.27","0.25","0","0.5",,,"0.18","0.01","0.02","0","1.28","2.3","4.68","3.41","26.07","32.11",,"0.21",,,"0.03","0.07",,,,,"0.05",,,"0.06","15.49",,,"0.04",,"0.01","-0.67",,"295.1","295.1","-5",,,,"-5","-5",,,,,,,,"5.06","0.4","0.18","0.53","0.57",,"0.34",,,"0.81","0.89","0.96",,,,,"0.01","0.38",,"-53.48","-53.48",,"-53.48",,"9.46","0.99",,,,,,"0.07","0.32","3.38",,"2.04",,,"2.66",,,,"0.08",,,"0.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.39",,,,,"104.86","81.26",
"Aruba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan",,"118.95","130.9","19.89","-31.83",,"0.02","2.87",,"0.05","0.08",,"0.09","54.76","26.81","0.02","4.29",,,"0.77","-1.66","20.63","0.08","0.14",,"0.04","0.08","0","0","0.13","0.37","1.14","3.57","3.77","12.84","19.16",,,,,"0.03","0.36","0","-0.92","0.09",,"0.15",,"0.05","0.05","0.76",,,"0.03",,"6.01","-5.06",,,,"-5.92",,,,"-2.4","-2.4",,,,,,,"-3.52","7.42","0.31","1.2","1.05","0.73",,"0.26",,,"0.87","1.82","0.98",,,,,,"0.2",,"-60.46","-60.46",,"-60.46",,"7.96",,,,,,,"0.2","0.23","5.33",,"0.42",,,"1.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.34","95.4",
"Bahamas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh",,"4381.56","2521.46","42.08","1818.02","61.61","58.97","2.02","1.03","81.53","0.02","27.8","0.98","88.36","131.48","0","0.54","0.09","2.54","2.57","1139.18","98.63","4.72","43.83","0.05","14.23",,"0",,,"1.21","50.56","39.17","327.08","404.87","160.71",,,,,"0.06",,,"4.39",,,"0.06","0","1.2","0","0.23",,,"0.22",,"15.22","-1.01",,"-61.38","-61.38","83.52",,,,"50.93","50.93",,,,,,,"32.59","79.62","1.43","0.26","19.1","3.54","0.17","6.63",,,"5.39",,"28.01",,,,,"7.92","7.18",,"1399.72","1399.72",,"1399.72",,"155.84",,,,,"15.34","1.97","92.12","0.69","47.87",,"4.74",,"-1.28","-5.62",,,,,,,"37.29",,"0.14","2.23","0.22",,"0.5","0.05",,,,"0.1","8.5",,,,"4.96","5.71","1.2",,,,"0.09",,,,,"0.6",,,"0.02",,,,"2175.07","684.72","0.02"
"Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belarus",,"211.88","74.01","17.12","120.75",,,"1.3","0.01","0.09","0.66","-0.93","0.15","1.79","13.53","0","0.08",,"0.01","0.3","0.39","0.16",,"0.84",,"0.06","39.14","0","0.06","0.03","0.19","8.92","0.44","2.55","4.23","109.54",,,,,"0.31","2.34","0.01","-1.05","0.05",,"2.18",,,"0.01","5.89",,,"0.01",,"0.08","7.24",,,,,,,,,,,,,,,,,"3.22","0.2","0.27",,"0.04","0.11","0.21",,,"0.53","0.78","0.83",,,,,,"0.25",,,,,,,"7.99",,,,,,,,"2.2","5.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.89","68.64",
"Belize",,"35.44","8.4","3.82","23.21","0.25","0.12","0.01",,"0.72","0.02",,,"0.02","0.08",,,,,"1.34","1.18","0.06",,,"0.03",,,,,,,,,"2.16","2.65","4.31",,,,,,"0.01",,"2.23",,,,"0",,"0",,,"1.56","0.01",,,"0.01",,,,"26.69",,,,,,"0.31","0.31",,"26.38",,,,"2.12","0.14","0.27",,"0.26",,"0.07",,,,"0","1.25",,,,,,"0.12",,,,,,,"-9.9","0.54",,,,,,,"0.07","0.49",,"0.35",,,"-11.34",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0.25",,,,,,,,,,"8.17","3.64",
"Benin",,"593.11","296.38","0.27","296.47","8.6",,,"22.81","16.99",,,"0.03","38.11","45.14",,"0",,,"3.75","10.39","0.09","1.25","31.6",,"0.31","0.01","0",,,"0.22","0.26","25.29","0.22","99.92","45.95",,,,,,"0",,"-2.56",,,,,,"0.01",,,,"0.11",,"0.66","-0.01",,"-47.11","-47.11","16.09","17.42",,"17.42",,,,,,,,,"-1.34","20.1","0.53","0.39","2.37","0.28","0.53","4.46",,,"2.31","0.26","7.99",,,,,"0.03","0.94",,"218.72","218.72",,"218.72",,"42.71",,,,,,,"11.12","6.04","23.26",,"0.54",,"-0.7","2.46",,,,,,,"4.72",,,,,,,,,,"2.53",,,,,,,,,"0.89",,,,,,,"0.02",,"0.44",,,,,,"214.51","143.4",
"Bermuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan",,"178.67","40.67","1.98","136.03","2.26","3.4","1.73",,"0",,"-0.01","0.19","0.04","1.07",,"0.01",,,"0.05","29.25","2.53",,,"0.22","0.07","0",,,,,"0.02","0.79","0.5","0.8","16.34",,,,,,,,,,,"0",,,,,,,"1.91",,"0.02","0.04",,,,"75.21",,,,"75.21","75.21",,,,,,,,"7.12","0.34",,"1.12",,"0.01","0.87",,,"0.75",,"0.98",,,,,"0.06","2.98",,"28.8","28.8",,"28.8",,"8.56",,,,,,,"0.01","1.14","1.17",,"6.25",,,,,,,,,,"1.57",,,,,,,,,,,,,,,,,"0.69",,,,,,,,,,,,,,,,,"31.71","3.6",
"Bolivia",,"708.19","342.69","0.05","365.45","1.38","0.01","0.35","8.04","12.55","0.02","0","0.37","164.12","36.31",,"0",,"0.04","5.91","22.29","22.43","0.64",,"0.09","2.44","0",,,,"16.28","26.22","21.2","2.01","1.37","66.56",,,,,,"0.01",,,,,,"0",,,,,,,,"0.02","0.02",,,,"246.63",,,,,,"246.63","246.63",,,,,,"10.2","0.71","0.12","1.27","1.85",,"0.4",,,"1.61",,"1.82",,,,,"1.5","0.92",,"24.52","24.52",,"24.52",,"17.53",,,,,,"14.83","1.6","2.81","6.01",,,,"-1.43","-6.29",,,,,,,"0.04",,,,,,,"0.08",,"1.05",,,,,,,,,,,,"0.1",,,,,,,,,"0.11",,,,"244.55","260.3","0.11"
"Bosnia and Herzegovina",,"459.18","178.83","75.39","204.96","2.02","0.01","20.47","0.05","0.08","4.45","0.03","2.09","7.49","30.1","0.01","0.58",,,"1.98","19.96","-3.9","0.22","0.12",,"5.87","-1.16","-0.4","0.52","5.65","-13.13","21.11","22.46","8.47","45.7","147.7",,"0.27","13.45",,"0","0.03",,"-0.15",,,"0",,"0.04","0.01",,,,"0.02",,"59.85","0.02",,"73.25","73.25","7.8",,,,,,,,,,"7.8",,,"5.91","0.11","0.56","-0.52","0.63",,"0.35",,,"1.05","0.43","1.08",,"1.95",,,,"0.27",,"-35.67","-35.67",,"-35.67",,"5.97",,,,"0.06",,,,"0.41",,,"3.15",,,"-8.28","10.62",,,,,,,,,,,,,,,,"2.02",,,,,,,,,,,,,,,,,,,,,,,,"113.77","88.66",
"Botswana",,"67.6","54.4","-0.24","13.44","1.47","0.93",,,"0.23","0.01",,"0.11","0.11","1.53",,"0",,"0.18","0.01","2.76","1.13",,,"0.11","0","0.01","0.03",,,,"0.11",,"2.53","44.61","4.84",,,,,,"0.04",,"-0.46",,,,"0",,,,,,,,"0.05","0.03",,,,"-3.33","-3.33","0.04","-3.37",,,,,,,,,,"5.71","0.24","0.54",,"0.17","0.61","0.5",,,"0.78","0.92","1.01",,,,,,"0.93",,"-0.32","-0.32",,"-0.32",,"6.54",,,,,,,,"2.72","7.5",,"0.21",,"-0.32","-3.57",,,,"0.12",,,"0.76",,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,"0.41",,,,,,,"51.77","4.63",
"Brazil",,"272.63","270.76","3.87","-1.99","52.78","0.24","2.07","1.23","2.33","0.05","0.83","0.35","39.45","124.35",,"3.07",,"0.44","10.27","-28.88","1.37","1.34","0.32","0.16","14.55","0.72","4.23",,,"4.48","1.42","3.55","43.83","38.97","-26.64",,,,,,"3.08",,,,,"0.01","0","0.01","0.02","0.23",,,,,"0.03","0.46",,,,"1.9",,,,,,"1.9","1.9",,,,,,"10.57","0.02","1.08",,"2.36","0.56","0.36",,,"2.37",,"2.13",,,,,,"1.7",,,,,,,"12.17",,,,,,"0.27",,"11.4",,,"0.5",,,,,,,,,"2.33","1.03",,"0.33","2.11","0.74",,"0.07","7.5",,"13.19",,,"2.81","0.11","0.11",,"6.07",,"1.38",,,,"0.03",,"8.09","2.93",,"2.2","0.63",,"1.12",,,,"230.32","238.45","1.12"
"British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso",,"1107.73","543.1","3.26","561.37","49.46","0.05","7.82","18.14","39.71","0.24","29.58","0.46","102.22","77.73",,"0","0","0.66","15.73","26.78","0.58","26.14","2.29",,"5.92",,"0",,,"4.74","44.62","36.92","1.91","100.84","145.48",,,,,,"0.09",,"-3.55",,,,"0","3.28","0.07",,,,"0.01",,"0.89","-0.49",,"-44.12","-44.12","30.39","32.16","0.04","32.12",,,,,,,,,"-1.77","60.87","0.28","0.49","16.94","0.7","0.68","6",,,"3.1",,"19.28",,"4.71",,,"7.1","1.6",,"284.03","284.03",,"284.03",,"84.72",,,,,"10.01",,"36.42","2.21","47.04","0.13",,,"-0.31","-10.79",,,,,,,"33.37",,"0.04",,,"0.97","0.04","0.01",,,"3.97",,,,,,,,"0.3","1.03",,"0.5",,,,,"1.38","5.53","0.34","0.87","1.12",,,,"364.92","332.29","1.12"
"Burundi",,"553.85","206.95","3.85","343.06","0.99","0.31","0.04","28.51","2.9",,,"0.81","7.57","37.39",,"0",,"2.15","1.59","11.6","0.63","0.27","30.82",,"4.14","0.02",,"0.01",,"1.55","2.04","5.5","6.4","62.71","110.52","0.03",,,"0.01",,"0",,"0.82",,,,"0",,,,,,"0.09",,"0.62","0.15",,"-36.86","-36.86","30.99","30.99",,"30.99",,,,,,,,,,"48.95","0.48","0.16","16.92","0.55","0.47","9.44",,,"2.35","0.39","11.08",,"4.74",,,"1.15","1.22",,"122.38","122.38",,"122.38",,"67.09",,,,,"2.38",,"17.23",,"49.08",,"0.24",,,"-1.84",,,,"0.07",,,"0.86",,"0.03",,,,,,,,,,,,"0.01",,,,,,,,,,,,"0.02",,,,,,,,"130.15","119.17",
"Cabo Verde",,"151.94","58.18","-0.25","94.01","0.46","0.03","0.01","5.47","0.26","0.09",,,"2.41","0.91",,"0.19",,,"2.06","8.53",,"17.13",,,,"0.05","20.06",,"0.01","-0.4",,"0.02","0.32","1.05","28.79",,,,,,"0",,"0",,,,,,,,,,,,,,,,,"-3.72","-3.72","0.85","-4.57",,,,,,,,,,"6.53","0.64",,"1.75","0.58",,"0.75",,,"0.93",,"1.07",,,,,,"0.81",,"58.79","58.79",,"58.79",,"3.61",,,,,,,,"0.75","0.85",,,,"-0.13","2.14",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.46",,,,,,,,,,,,,,"15.52","48.29",
"Cambodia",,"966.4","638.17","13.12","315.11","11.17","43.87","0.07","4.06","2.91","1.92",,"1.44","182.16","38.65",,"0.29",,"0.73","0.48","154.89","70.7","0.82",,"7.35","3.74","0.02",,"0.03",,"-9.41","24.29","16.5","3.52","89.13","65.81",,,,,,"0.02",,,,,"0","0.01",,,"0.23",,,"11.07",,"0.14","0.14",,,,"115.7",,,,"115.7","115.7",,,,,,,,"32.23","0.54","0.35","14.29","1.21","0.58","4.35",,,"2.28",,"5.06",,,,,"0.51","3.05",,"44.16","44.16",,"44.16",,"57.21","0.22",,,,,"7.03","19.69","0.59","23.43","0.48","2.45",,"-0.28","3.59",,,,,,,"1.51",,"0.32",,,,"0.05","0.01",,,"4.69","0.72",,,"0.1",,"0.91",,"2.28",,,"0.07",,,,,,"0.34","0.04",,,,"0.13",,"471.74","249.06","0.13"
"Cameroon",,"1297.45","682.94","1.7","612.81","5.08","0.29","1.22","2.8","7.62","0.13",,"0.1","374.28","113.33","0","0.02",,"1.17","8.56","33.88","13.97","0.74",,"0.03","2.98","0.2","0.24",,,"1.33","9.32","7.6","14.28","88.86","93.62",,,,,,"0.08",,"-2.25",,,"0","0",,"0.08",,,,"0.01",,"1.45","0.36",,"42.21","42.21","24.1","23.88",,"23.88",,,,,,,,,"0.22","40.23","0.62","0.39","5.82","1.64","1.01","3.7",,,"3.98","1.33","13.73",,"0.45",,,"6.35","1.21",,"307.16","307.16",,"307.16",,"105.49",,,,,"16.3",,"13.22","1.36","71.39",,,,,"3.22",,,,"0.41",,,"2.63",,"0",,"0.35",,,,,,,,,,,"0.03",,,,"1.63",,,,,,,"0.02",,,,,,,,"640.8","527.72",
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",,"688.73","319.29","6.74","362.7","1.97","2.9","0.02","5.93","9.74","0.02","3","2.04","42.96","54.84",,,,"6.77","3.35","5.81","3.33","1.8","4.97",,"7.35",,"0.54",,,"1.75","16.99","9.6","31.62","103.97","115.5",,,,,,,,,,,,,,,,,,,,"0.29",,,"-26.44","-26.44","8.29","8.29",,"8.29",,,,,,,,,,"50.81","0.2","0.3","0.72","2.4","1.07","7.46",,,"2.39",,"7.96",,"15.18",,,"10.1","3.03",,"169.23","169.23",,"169.23",,"45.31",,,,,,,"13.24","1.41","30.5",,"0.16",,,,,,,,,"0.7","1.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252.3","176.59",
"Chad",,"641.78","277.23","14.32","350.22","5.22","0",,"4.03","10.86",,,,"101.83","41.06",,"0.01",,"2.87","2.86","5.76","2.03","0.7","0",,,"0",,,,"2.49","6.95","27.89","2.47","65.41","90.95",,,,,,"0.17",,"-0.64",,,,,"0.02","0.06",,,,,,"3.59","2.88",,"50.24","50.24","8.38","8.43",,"8.43",,,,,,,,,"-0.05","68","0.27","0.25","6.25","0.16","0.64","9.8",,,"3.3","15.82","19.75",,"5.64",,,"4.3","1.82",,"66.14","66.14",,"66.14",,"66.5",,,,,"10.98",,"2.54","1.21","51.62",,"0.13",,,"0.03",,,,,,,"4.91",,,,,,,,,,,"0.09",,,,,,,,,,,,,,,"0.22",,,,,,,,"230.25","165.28",
"Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China (People's Republic of)",,"-609.14","-202.47","-0.85","-405.81","99.35","0.36","6.24","0.66","-12.38","0.04","0.69","-0.38","67.48","504.65","0.02","4.94",,"0.04","-14.09","-863.38","-4.35","0.2","2.41","0.32","11.26","-11.34","1.25",,"0.01","-26.42","2.52","5.04","86.63","35.12","77.59",,,,,,"8.91",,"-17.29","0.05",,"0.05","0","0.23","0.1",,,,"0.24",,"1.86","0.16",,,,"11.62",,,,"11.62","11.62",,,,,,,,"3.75","0.18","0.56","-16.08","4.17","1.07","0.58",,,"2.63","2.73","7.9",,,,,,,,"-510.22","-510.22",,"-510.22",,"11.44",,,,,,,,"11.2",,"0.12",,,"-0.28","0.39",,,,"0.25",,,"21.7",,,"20.39",,,"16.55","11.56",,,,"1.66","0.84",,"2.11",,"0.08","0.71",,,,,"2.46",,"5.67",,"0.27","0.2","14.6",,,,,"0.3","-195.98","625.53","0.3"
"Chinese Taipei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia",,"873.81","754.87","2.62","116.32","74.07","0.07","2.33","1.56","45.84","0.52","0.25","0.77","-109.2","57.04","0","0.5",,"2.87","3.95","11.43","24.29","1.26","5.27","0.41","76.22","0.38","0.72",,,"51.87","30.59","49.25","63.43","433.25","67.51",,,,,,"0.76",,,,,"0.01","0",,"0.02",,,,"0.02",,"1.12","0.63",,,,"-1.56",,,,,,"-1.56","-1.56",,,,,,"25.15","0.46","0.23","-1.04","2.81",,"0.18",,,"1.53","3.36","1.93",,"8.46",,,"6.54","0.69",,,,,,,"25.23","0.73",,,,"7.99",,,"7.81","2.15",,"1.25",,"-0.07","5.37",,,,"0.07","57.97","0.37","1.68",,"0.4","0.12","0.3",,"0.29","6.59",,"3.47",,"0.21","0.22",,"0.42",,,"0.07",,,,,"0.04",,"1.2","0.33","0.05",,,,"0.28",,,,"505.74","114.11","0.28"
"Comoros",,"73.49","26.81","30.32","16.35",,"0.07",,,"0.27",,,,"20.97","0.02",,,,,,"3.57","0.11",,,,,"0",,,,"0.03",,,"0.16","1.62","5.04",,,,,,,,,,,,,,,"0.66",,,"0",,"0.62","21.3",,"-25.52","-25.52","12.33","12.27",,"12.27",,,,,,,,,"0.06","6.53","0.36",,"0.41","0.69",,"2.11",,,"0.84",,"1.32",,,,,,"0.81",,"5.33","5.33",,"5.33",,"12.65",,,"0.28",,"2.99",,"0.88","5.49","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.6","21.18",
"Congo",,"176.66","104.61","3.1","68.95","2.78",,,"0.02","0.31","0","2.25",,"81.76","0.65","0.08","0.01",,,"0.32","3.14","0.1",,"0.24",,"0.53","0.08","0.01",,,"0.52",,"0.07","7.06","7.47","14.55",,,,,,,,,,,"0","0",,"0.01","0.98",,,"0.02",,"1.32","1.53",,"-22.36","-22.36","6","6",,"6",,,,,,,,,,"18.21","0.71","0.08","2.08","0.22","0.47","0.74",,,"1.98","3.05","1.99",,"4.09",,,"1.48","1.31",,"30.77","30.77",,"30.77",,"21.76","2",,,,"2.99",,"0.69","0.74","15.24",,"0.11",,,,,,,"0.38",,,"2.37",,"0",,,,,,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,"100.7","93",
"Cook Islands",,"28.59","28.55",,"0.04",,"3.18",,,,,,,,"0",,,,,,"0.46","0.02",,,"24.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.01",,,,"-2.01","-2.01",,,,,,,,"0.52",,,,"0.25",,"0.02",,,,,,,,,,,"0.25",,,,,,,"1.54",,,,,,,,"0.8",,,"0.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.46","0",
"Costa Rica",,"55.82","43","0.53","12.28","0.9","0.01","0.11","0.07","0.38",,,,"4.23","4.31",,"0",,,"0.37","18.69","2.71","0","0.46","0.07",,"0.01",,,,"-1.45","0.12","0.32","1.5","11.09","3.2",,,,,,"0.2",,,,,,,,,"0.23",,,"0.02",,"0.01","0.07",,,,"0.93",,,,,,"0.93","0.93",,,,,,"5.06","0.12","0.46",,"0.95",,"0.15",,,"0.78","1.4","0.81",,,,,,"0.38",,,,,,,"3.09",,,,,,,,"2.59","0.5",,,,,,,,,"0.01",,,,,,,"0.08",,,"0.21",,"0.42",,,,,,,,,,,,,,,"0.18",,,,,,,,,,"40.56","9.74",
"Cote d'Ivoire",,"1173.64","617.03","11.58","545.03","18.62","0.03","0.01","0.78","9.95",,,"0.1","355.55","99.61",,,,"0.02","3.15","52.85","10.27","0.11","0.03",,"0.13","0.01","0.65",,,"7.61","1.05","0.84","1.52","72.78","102.04",,,,,,"0.04",,"8.17",,,"0.03","0","0.03","0.03",,,,"0.03",,"0.67","0.01",,"24.41","24.41","39.82","39.32","0","39.31",,,,,,,,,"0.5","32.54","0.18","0.24","4.72","1.39","0.84","1.56",,,"3.82","4.02","10.76",,"3.31",,,"0.38","1.31",,"236.46","236.46",,"236.46",,"109.76",,,,,,,"25.11","0.03","81.2",,"0.51",,,"2.91",,,,,,"0.7","4.2",,,,"0.47",,"0.1",,,,,"0.3",,"7.06",,,,,,"3",,,,,,,"0.02",,,,"2.77",,,,"595.39","470.18","2.77"
"Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba",,"498.06","95.89","378.98","23.19","4.02",,"0.07","4.19","3.08","0.28","3.43",,"13.76","3.05",,"0",,,"10.91","14.22","0.11","0.11","0.27",,"1.21","0.02","0.13","0.01",,"8.31","3.02","13.4","2.67","13.63","20.15",,,,,,"0.05",,"-0.47",,,,,"0.1","0.03","357.6",,,"0.01",,"0.09","5.19",,,,,,,,,,,,,,,,,"2.46","0.54","1.18","-1.5","0",,"0.62",,,"0.75",,"0.82",,,,,,"0.05",,,,,,,"0.58","0.71",,,,"2",,"0.18","1.62","5.48",,"0.17",,,"-9.57",,,,,,,,,,,,,,"1.54",,,,,,,,,,,,,,,,,"2.49",,,,,,,,,,"61.31","50.23",
"Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea",,"134.06","25.21","72.87","35.99","0.04",,"0.05",,"1.17",,,"0.37","1.54","1.76",,,,"0.56","0.24",,,,"0.03",,"2.05",,,,,,"4.42","9.19","0.39","3.44","4.22",,"0.01",,,,"0.15",,,,,,,,"0.05","72.67",,,,,,,,,,,,,,,,,,,,,,,"13.86","0.86",,,,,"1.65",,,"1.38",,"3.32",,,,,"4.37","2.27",,,,,,,"17.91",,,,,"6",,"11.91",,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.54","9.36",
