Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Central African Republic","","51.5","32.37","0.04","19.09",,,"0.13","0.04","0.54","0.01","0.01",,"23.91","4.33",,,,,"0.01","1.73",,,"0.59",,"0.22",,,,,"0.22","0.14","0.17",,"0.32","4.78",,,,,,"0.01",,,,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,"12.68",,,,,,"2.18",,,"2.15","2.35","1.8",,,,"2.09","2.11",,,,,,,,"1.63",,,,,,,,"0.25","1.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.84","29.39",
"Chad","","251.99","95.54","1.33","155.12",,,,"0.62","0.31","0.01",,,"57.31","15.08","0.02",,,"0.13","0.04","0.26","0.01","0.33","1.56",,"0.05","0",,,,"-0.21","0.31","10.11","1.63","7.97","41.42",,,,,,,,"0.13",,,,,,,,,,,,,"1.2",,"-6.09","-6.09","10.64","11.3",,"11.3",,,,,,,,,"-0.66","17.29",,,"0.74",,,"5.21",,,"1.88",,"2.9",,,,"2.25","4.31",,,"92.7","92.7",,"92.7",,"-0.84",,,,,,,,"0.2",,,,,,"-1.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.6","76.83",
"Chile","","80.33","61.51","0.73","18.09",,"0.01","0.18","3.51","2.79","0.02","0.03","0.13","12.88","30.99","0.01",,,"0.1","-0.73","7.07","0.06","0.66","1.29","0.46","0.64",,"0.06",,,"1.97","0.77","1.21","0.42","-3.02","10.49",,,,,,"0.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.57",,,,,,"0.2",,,"0.09",,"0.59",,,,"1.69",,,,"-0.69","-0.69",,"-0.69",,"5.72",,,,,,,,"2.12","3.51",,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.4","52.29",
"China (People's Republic of)","","1361.55","1158.73","-0.76","203.58",,"31.83","3.75","-2.31","28.44","1.31","-18.52","2.91","74.29","152.18","0.6","0.06",,"0.28","-19.57","759.72","16.4","0.45","16.76","1.06","11.94","1.49",,,,"4.02","6.14","12.48","47.39","25.63","55.38",,,,,,"3.5",,"-4.36",,,"0",,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,"50.25",,,"4.36",,,"8.6",,,"4.87","2.81","12.02",,,,"6.8","10.79",,,"-6.33","-6.33",,"-6.33",,"104.28",,,,,,,,"48.24","14.63",,,"41.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1068.08","271.23",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","816","767.49","0.81","47.7",,"0.7","0.54","1.61","5.72","0.11","0.12","0.53","14.79","19.3","0.01","0.02",,"1.23","-2.98","-7.22","0.27","0.51","12.28","0.19","9.32","0.01",,"0.02",,"14.38","8.64","13.73","2.81","670.85","31.4",,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.98",,,,,,"1.1",,,"0.42","4.85","0.91",,,,"2.07","0.63",,,"-0.71","-0.71",,"-0.71",,"7.03",,,,,,,,"4.96",,,,"1.38","0.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"703.27","73.93",
"Comoros","","24.61","11.18","0.06","13.37",,,,"0.15","0.01",,,,"10.83","0.04",,,,,,,"0.06",,,,,,,,,,,"0.07",,"0.02","2.58",,,,,,,,,,,,,,,,,,,,,"0.06",,"-0.38","-0.38","-0.2",,,,,,,,,,,,"-0.2","4.03",,,"0.39",,,"0.39",,,"0.91",,"0.64",,,,"1.7",,,,"7.37","7.37",,"7.37",,"-0.03",,,,,,,,"0.07",,,,,,"-0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.9","11.02",
"Congo","","69.28","33.88","0","35.4",,,"0.09","0.5","0.17",,,"0.15","18.08","0.85","0.18",,,,"-0.98","0.1","0.01","0.12","2.74",,"0.69","0.01",,,,"-0.59","3.02","0.02","3.97","4.75","9.29",,,,,,"0",,,,,"0",,,,,,,,,,,,"-3.89","-3.89","-0.18","-0.18",,"-0.18",,,,,,,,,,"9.7",,,"-2.44",,,"1.86",,,"0.66","5.3","1.87",,,,"2.25","0.2",,,"21.5","21.5",,"21.5",,"-1.02",,,,,,,,"0.33",,,,,,"-1.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.94","28.14",
"Cook Islands","","5.66","4.59",,"1.07",,"0.97",,,,,,,,"0.02",,,,,,"0.19",,,,"3.41",,,,,,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.42",,,,,,"0.07",,,,,,,,,"0.35",,,,,,,,,"0.07",,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21","0.02",
"Costa Rica","","40.01","31.53","0.46","8.02",,,"0.31","0.44","2.95","0.2",,"0.4","5.79","8.62","0.01",,,,"-0.44","-4.24","0.38",,"6.86","0.06",,,,,,"10.05","1.41","0.43","19.32","-21.02","1.75",,,,,,"0.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.66",,,,,,"0.38",,,"0.31","1.1","0.6",,,,"1.27",,,,"-0.16","-0.16",,"-0.16",,"2.77",,,,,,,,"2.67","0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.98","52.97",
"Cote d'Ivoire","","253.7","281.32","0.46","-28.08",,,"2.78","4.68","13.85","0.01","-0.62",,"116.47","54.37","0.23",,,,"0.71","2.44","0.13","0.02","14.89","0.03","0.87","0",,,,"1.12","2.78","1.83","2.14","62.59","6.45",,,,,,"0.12",,"0.34",,,,,,,,,,,,,,,"-105.06","-105.06","1.33","1.33",,"1.33",,,,,,,,,,"22.93",,,"0.78",,,"4.38",,,"1.07","8.18","4.66",,,,"1.93","1.93",,,"43.68","43.68",,"43.68",,"2.59",,,,,,,,"0.23","1.92",,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252.57","199.58",
"Croatia","","120.4","83.65","0.03","36.72",,"0.15","3.63","0.16","1.5","0.03","0.07","0.06","3.19","-2.97","0.25","0.46",,,"-0.58","1","2.83","0.31","2.76",,"14.22","0.03",,"0.04",,"0.47","7.02","1.4","1.65","45.97","26.89",,,,,"0","0",,,,,,,,,,,,,,"0.03",,,,,"0.65",,,,,,,,,,,"0.65",,"8.08",,,,,,"0.19",,,,"6.77","0.19",,,,"0.93",,,,,,,,,"1.1",,,,,,,,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.76","16.58",
"Cuba","","76.54","59.34","0.44","16.76",,,"0.1","2.59","7.58",,,"0.02","3.1","4.69","0.03",,,,"2.1","5.79","0.05","0.02","3.46",,"1.72","0.01",,"0.01",,"14.51","2.58","3.24","-2.43","10.17","3.33",,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.38",,,,,,"0.56",,,"0.51","0.37","0.72",,,,"1.9","2.32",,,,,,,,"7.05",,,,,,,,"1.52","5",,,,,"0.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","30.79",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","131.14","77.96","1.37","51.81",,"2.1","0.14",,"5","0.04","0.01","1.47","-0.4","7.2",,"0",,"0.05","4.22",,,"0.59","0.83","0.21","4.38",,,,,"0.01","4.9","3.98","0.33","42.9","30.93",,,,,,,,"1.34",,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,"12.79",,,"2.69",,,"1.59",,,"0.6","0.31","2.53",,,,"1.84","3.23",,,,,,,,"8.09",,,,,,,,"0.15",,,,,,"7.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.25","19.39",
"Democratic Republic of the Congo","","5417.03","5009.64","0.11","407.28",,,"5.06","789.63","74.49","0.04",,"1.9","1274","541.56","0.15",,,"2.41","428.98","0.63","0.07","0.96","220.55","0.47","17.1","0.04","2.4",,,"5.41","170.97","34.71","22.66","1415.45","80.06",,,,,,"0.02",,,,,"0",,,,,,,,,,"0.09",,"75.52","75.52","-0.68","-0.68",,"-0.68",,,,,,,,,,"60.12",,,"-1.22",,,"8.93",,,"3.19","17.1","17.5",,,,"3.17","11.45",,,"190.78","190.78",,"190.78",,"1.48",,,,,,,,"0.04","1.58",,,,,"-0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3757.77","3466.72",
"Djibouti","","79.26","37.04","2.73","39.49",,,,"0.03","0.36",,,,"22.81","0.58",,,,,"1.04","8.06","0.04",,,,,,,,,,,,,"4.12","7.65",,,,,,,,,,,,,,,,,,,,,"2.73",,,,"-0.38","-0.56",,"-0.56",,,,,,,,,"0.18","6.3",,,"-0.09",,,"0.25",,,"0.35","2.8","0.56",,,,"1.59","0.84",,,"25.99","25.99",,"25.99",,"-0.07",,,,,,,,"0.13",,,,,,"-0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.97","24.46",
"Dominica","","10.97","3.46","0.03","7.48",,,,,"0.46",,,,"-0.43","0.03",,,,,,"2.29","0.08",,,,,,,,,,,,"1.03",,"0.81",,,,,,"0.03",,,,,,,,,,,,,,,,,"3.3","3.3","3.13",,,,,,,,,"3.13",,,,"0.15",,,"-0.16",,,"0.09",,,,,,,,,"0.22",,,,"0.03","0.03",,"0.03",,"0.06",,,,,,,,"0.1",,,,,,"-0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.38","0.63",
"Dominican Republic","","85.71","60.54","0.07","25.1",,,"0.01","0.15","1.3",,"0.51","0.13","3.5","7.46",,,,"0.06","-5.04","30.61","0.12",,"1.49",,"0.46",,,,,"24.83","0.14","0.87","0.2","-6.26","21.44",,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.72",,,"2.57",,,"0.32",,,"0.57",,"0.83",,,,"0.99","0.44",,,"-0.66","-0.66",,"-0.66",,"-1.4",,,,,,,,"0.03",,,,,,"-1.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.77","33.44",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","202.83","173.46","0.25","29.12",,,"0.58","12.59","5.37","0.11","2.5","0.6","5.32","16.84",,,,"0.17","-0.74","7.32","-0.34","3.37","10.75",,"2.69","0.04",,"0.01",,"24.62","1.05","7.61","0.41","72.59","15.89",,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.05",,,"-0.23",,,"0.02",,,"1.28","1.54","0.93",,,,"1.6","1.91",,,"-1.13","-1.13",,"-1.13",,"7.31",,,,,,,,"7.12",,,,"0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.11","78.22",
"Egypt","","1017.18","776.9","154.93","85.35",,"5.2","18.09","-1.24","11.46","0.06","41.15","4.47","100.02","98.43","3.56","0",,"0.15","3.5","21.68","1.71",,"9.55","0.01","0.66","0.05",,"0.02",,"9.38","0.93","2.76","3.54","441.76","58.83",,,,,,"0",,"94.63",,,"0",,,,,,,,,"0.03","60.27",,,,"12.3","12.25",,"12.25",,,,,,,,,"0.05","16.82",,,"1.21",,,"1.19",,,"1.94","2.72","2.52",,,,"3.32","3.92",,,"-3.91","-3.91",,"-3.91",,"1.31",,,,,,,,"1.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"680.39","291.66",
"El Salvador","","211.41","170.71","0.45","40.25",,,"1.3","1.11","5.42","0.15","1.09","0.57","2.72","12.42","0.05",,,"1.61","0.3","21.37","0.21","5.12","6.36","0.04","1.14","0",,,,"27.02","5.49","1.95","2.35","72.92","33.94",,,,,,"0.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.43",,,"3.04",,,"0.39",,,"0.86",,"0.61",,,,"1.41","0.12",,,"-0.84","-0.84",,"-0.84",,"0.73",,,,,,,,"0.08","0.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117.5","67.66",
"Equatorial Guinea","","20.93","17.59",,"3.34",,,"0.01",,"0.28",,,,"4.33",,"0.01",,,,"0.77","0.03",,,,,,,,,,"11.88","0.01","0.04",,"0.23","1.56",,,,,,,,,,,,,,,,,,,,,,,"-0.9","-0.9","0.61","0.61",,"0.61",,,,,,,,,,"2.78",,,"-0.12",,,"0.5",,,"0.49",,"0.67",,,,"1.24",,,,"-0.71","-0.71",,"-0.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.64","17.01",
"Eritrea","","316.96","185.54","0.55","130.87",,"1.66","0.94","3.37","2.59",,"11.46","2.07","1.43","5.8",,,,"1.94","10.34","11.74","0.05",,"8.27","1.2","21.55",,,,,"0.83","2.39","1.81","4.36","91.74","24.58",,,,,,"0.15",,,,,,,,,,,,,,,"0.4",,,,"10.97","10.97",,"10.97",,,,,,,,,,"27.73",,,"1.45",,,"3.26",,,"1.59","13.38","1.86",,,,"2.8","3.39",,,"67.16","67.16",,"67.16",,"0.43",,,,,,,,"0.21","0.32",,,,,"-0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128","53.2",
"Eswatini","","34.19","12.8","1.17","20.22",,"0.08",,,"0.43",,"-0.69",,"0.02","-2.06",,,,"0.07","6.72","5.02","0.07",,"0.22","0.02","0.39",,,,,,"0.07","0.07","1.39","0.98","9",,,,,,"0.01",,"1.16",,,,,,,,,,,,,,,,,"0.66","0.66",,"0.66",,,,,,,,,,"4.57",,,"0.1",,,"0.48",,,"0.35","0.16","0.8",,,,"1.81","0.87",,,"-0.25","-0.25",,"-0.25",,"6.24",,,,,,,,"0.13","6.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.5","5.74",
"Ethiopia","","1621.16","1034.78","30.94","555.44",,"3.12","7.57","7.98","38.02","0.36","2.97","9.16","15.56","47.61","0.42",,,"33.38","47.57","56.53","1.05","0.48","57.23","1.28","37.18","0.01","0.82","0.03",,"1.8","28.63","5.3","62.92","567.8","149.14",,,,,,"29.94",,"1.11",,,,,,,,,,,,"0.02","-0.13",,"6.17","6.17","31.33","31.33","20.45","10.88",,,,,,,,,,"72.35",,,"8.68",,,"10.65",,,"4.54","14.39","14.56",,,,"4.3","15.23",,,"247.19","247.19",,"247.19",,"49.26",,,,,,,,"0.69","45.74",,,,"3.56","-0.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"836.01","324.5",
"Fiji","","51.25","43.23","0.02","8",,"12.93",,,"0.33",,,,"0.83","0.11",,,,"0.09",,"24.79","0.34",,"0.18","2.7",,,,,,,,,,"0.93","4.01",,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.86",,,,,,"0.11",,,"0.03",,"2.02",,,,"1.7",,,,,,,,,"0.13",,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.99","1.21",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","-10.92","-41.16","0.01","30.23",,,,"0.07","1.23",,,,"-48.85","0.71",,,,,"0.01","1.77","0.02",,"0.2",,,,,,,"0.2",,,,"3.48","26.39",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"-1.74","-0.24",,"-0.24",,,,,,,,,"-1.5","5.41",,,,,,"0.14",,,"0.2","3","0.65",,,,"1.42",,,,,,,,,"0.17",,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41.65","-47.66",
"Gambia","","63.29","19.73","3.07","40.49",,,"-0.33","0.28","0.71",,"0.13","0.11","0.36","2.1","0.01",,,"0.66","1.04","8.86","0.05",,"0.38","0.02","0.3",,,,,"0.01","0.33",,"0.93","3.78","3.67",,,,,,"0",,"3.02",,,,,,,,,,,,,"0.05",,"0.05","0.05","16.55","16.59",,"16.59",,,,,,,,,"-0.04","7.98",,,"0.84",,,"2.3",,,"0.48","0.54","0.71",,,,"1.94","1.17",,,"10.47","10.47",,"10.47",,"1.77",,,,,,,,"0.49",,,,,,"1.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.78","6.01",
"Georgia","","228.67","164.59","8.01","56.07",,,"3.33","0.39","2.95","0.54","0.21","1.09","2.55","31.7","5.2","0.01",,"0.25","1.81","16.42","0.01","0.12","5.03",,"5.02","0.11","0.06","0.01",,"0.08","2.42","6.92","3.41","74.95","28.31",,,,,"0.05","2.55",,"5.03",,,"0",,,,,,,,,"0.38",,,"-31.09","-31.09","1.83",,,,,,,,,,,"1.83",,"8.78",,,"1.2",,,"1.48",,,"0.38","3.8","0.76",,,,"0.63","0.53",,,"43.46","43.46",,"43.46",,"4.78",,,,,,,,"3.97","0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.79","58.32",
"Ghana","","985.04","483.85","2.3","498.89",,"0.06","1.57","0.19","20.64","0.03","56.7","0.25","18.16","46.8",,,,"1.32","0.43","29.75","12.38","0.05","65.81","0.06","0.61","0.01",,,,"13.06","0.42","7.72","123.9","83.93","71.23",,,,,,"0.43",,"0.54",,,,,,,,,,,,,"1.33",,"71.62","71.62","78.42","78.42","14.71","63.71",,,,,,,,,,"23.57",,,"6.3",,,"3.57",,,"3.98","2.53","3.59",,,,"2.54","1.06",,,"243.55","243.55",,"243.55",,"10.5",,,,,,,,"1.79","3.15",,,,"3.8","1.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"323.61","328.7",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","10.78","8.29","-1.31","3.8",,,,,"0.5",,,,"-0.02","0.05",,,,,,"7","0.02",,,,,,,,,,,,"0.73","0.01","0.52",,,,,,"0",,"-1.31",,,,,,,,,,,,,,,,,"1.77",,,,,,,,,"1.77",,,,"0.53",,,"0.35",,,"0.05",,,,,,,,,"0.13",,,,"1.5","1.5",,"1.5",,"-0.52",,,,,,,,"0.1",,,,,,"-0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.27","0.76",
"Guatemala","","259.31","217.27","0.19","41.85",,"0.02","4.53","3.04","9.69","0.02","4.44","1.53","1.7","18.95",,,,"0.8","-1.93","37.4","1.21","0.09","16.98","0.06","12.38",,,,,"23.45","11.81","3.01","0.15","67.94","25.09",,,,,,"0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.34",,,"0.13",,,"0.56",,,"10.27",,"0.83",,,,"1.07","2.48",,,,,,,,"1.42",,,,,,,,"0.42",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.9","85.56",
"Guinea","","250.63","134.61","0.38","115.64",,,"0.7","1.21","8.86","0.04",,"0.07","29.57","16.9",,,,"0.78","0.01","20.83",,"0.12","4.2",,"3.38","0.01",,,,"0.01","0.9","0.54","2.11","44.37","46.02",,,,,,,,"0.34",,,,,,,,,,,,,"0.04",,"-12.57","-12.57","18.53","21.21","8.07","13.14",,,,,,,,,"-2.68","33.9",,,"2.52",,,"0.97",,,"1.03","20.67","3.12",,,,"2.31","3.28",,,"29.34","29.34",,"29.34",,"0.42",,,,,,,,"0.5","0.58",,,,,"-0.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.65","56.63",
"Guinea-Bissau","","145.37","97.56",,"47.81",,,"0.11","1.68","0.31",,"0.15",,"3.61","0.34",,,,,"70.1","0.06",,"0.05","5.11",,"0.05","0.01","8.25",,,"2.01","2.33","1.02",,"2.37","19.79",,,,,,,,,,,,,,,,,,,,,,,"-2.61","-2.61","10.81","5.92",,"5.92",,,,,,,,,"4.89","7.13",,,,,,"2.43",,,"0.44","0.03","0.99",,,,"2.06","1.18",,,"12.61","12.61",,"12.61",,"0.08",,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.79","93.75",
"Guyana","","59.28","28.75","0","30.53",,,,,"7.09",,,"0.02","0.47","0.31","0.03",,,"0.07","0.01","2.85","0.06",,"0.01",,,,,,,,"0.02",,"9.42","8.39","1.44",,,,,,"0",,,,,,,,,,,,,,,,,"0.16","0.16","8",,,,,,,,,"8",,,,"2.64",,,"0.35",,,"0.9",,,"0.03",,"0.69",,,,"0.67",,,,"19.81","19.81",,"19.81",,"-1.52",,,,,,,,,,,,,,"-1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.54","10.36",
"Haiti","","186.74","153.32","0.03","33.39",,,,"2.42","15.84",,,"0.06","19.45","3.18",,,,"0.65","0.51","4.73","0.08","0.22","4.5",,"2.04",,,,,"1.33","0.41","2.85","0.31","94.74","10.31",,,,,,"0.03",,,,,,,,,,,,,,,,,"-4.25","-4.25",,,,,,,,,,,,,,"14.83",,,"-0.2",,,"3.04",,,"1.47",,"2.59",,,,"1.89","6.04",,,,,,,,"12.5",,,,,,,,"0.22","12.71",,,,,"-0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138.76","33.04",
"Honduras","","317.26","231.83","3.46","81.97",,,"0.02","0.57","12.73","0.01","3.93","1.16","1.18","17.14",,,,"2.72","7.78","31.99","0.42","0.01","6.45",,"1.63",,,,,"57.61","13.48","1.79","1.1","70.11","26.37",,,,,,"0.1",,"3.36",,,,,,,,,,,,,,,"-7.57","-7.57",,,,,,,,,,,,,,"15.21",,,"8.9",,,"0.84",,,"1.65",,"1.13",,,,"0.75","1.94",,,"35.8","35.8",,"35.8",,"12.16",,,,,,,,"0.03","3.61",,,,"6.59","1.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142.03","113.16",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","720.9","386","-24.86","359.76",,"7.98","-30.04","3.82","-281.45","0.4","-64.14","2.42","-15.36","3.52","0.18",,,"1.78","-12.54","325.79","1.23","2.58","43.09","1.02","8.11","0.03",,"0.01",,"-21.31","18.44","24.58","329.88","35.98","61.23",,,,,,"1.49",,"-29.53",,,"0.01",,,,,,,,,,"3.17",,,,,,,,,,,,,,,,,"73.57",,,"6.12",,,"19.49",,,"6.82","2.31","26.33",,,,"10.01","2.49",,,"208.73","208.73",,"208.73",,"16.23",,,,,,,,"4.8","1",,,"13.63",,"-3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"385.82","262.76",
