Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Dominican Republic","","166.21","81.32","0.29","84.6",,"0.37","0.03","0.43","0.5",,,"0.25","34.12","0.43",,,,"0.35","0.43","7.76","3.14","0","0.03",,"0.25",,,,,"5.94","0.02","0.03","0.67","26.57","56.85",,,,,,"0.28",,,,,,,,"0",,,,,,"0.01",,,,,"-16.35",,,,,,"-16.35","-16.35",,,,,,"2.26",,"0.17","-1","0.31","0.39","0.36",,,"0.91",,"1.12",,,,,,,,,,,,,"41.84",,,,,,,,"0.9","14.42",,,,"-0.4","26.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.48","42.7",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","165.05","143.64","0.27","21.13","0.38","0.2","3.92","19.39","0.12","0.01",,"0.54","40.08","36.35",,,,"0.03","2.56","-7.81","10.26","0.19",,,"2.26",,,"0.02",,"-0.23","0.22","2.9","0.4","32.22","22.79",,,,,,"0.02",,,,,,,,"0.01",,,,"0.01",,"0.18","0.05",,,,"-21.57",,,,,,"-21.57","-21.57",,,,,,"3.52",,"0.31","-0.21","0.29",,"0.6",,,"1.04",,"1.09",,,,,"0.41",,,,,,,,"16.4","2.01",,,,,,,"7.63","6.76",,,,,,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.93","103.49",
"Egypt","","3537.6","1.67","3164.75","371.17","1.27","2.84","3.05","-0.53","7.79","0.3","3.03","2.24","56.3","144.08","0.73","0.09",,"0.82","8.67","-58.52","3.64","0.14","0.88",,"2.56","0.06","0.12",,"0.03","1.71","10.34","24","-39.52","-173.18","305.89",,,,,"0.02",,,"-4.01",,,,,,"0.08",,,,"0.02",,"5.32","3163.32",,,,"2.59","-5.6","1.63","-7.23",,,,,,,,,"8.19","18.82",,"0.63","3.28","0.78","0.09","1.7",,,"2.58",,"3.67",,,,,"4.5","1.58",,"-60.01","-60.01",,"-60.01",,"103.88",,,"73.77",,,"7.05",,"8.41","0.46",,,,,"14.18",,,,,,,"0.55",,,,,,,,,,,,,,,,,,,,,,"0.72",,,,,,,,,,,,"-54.38","192.54",
"El Salvador","","98.07","92.56","0.08","5.43","0.81","0.18","0.84","2.25","1.34","0.01",,"0.11","3.89","1.51","0.04",,,"0.08","5.26","-6.79","4.66","8.92",,,"2.35","0.01",,,,"18.86","1.27","2.06","0.35","45.37","18.11",,,,,,"0.01",,,,,,,,,,,,"0.07",,,,,,,"-19.28",,,,,,"-19.28","-19.28",,,,,,"2.45",,"0.19","-2.64","0.25","0.1","0.52",,,"1.22",,"1.47",,,,,"1.34",,,,,,,,"4.15",,,,,,,,"1.13","1.49",,,,,"1.53",,,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.93","43.4",
"Equatorial Guinea","","0.52","5.11","0.02","-4.62","0.06","0.01","0.02",,"0.05",,,,"2.71","0.05",,,,,,,"0.03",,,,,,"0.14",,,"1.92",,"0.01",,"0.18",,,,,,,,,,,,,,,,,,,,,"0.02",,,,,"-1.35","-1.35","0.1","-1.45",,,,,,,,,,"-0.75",,,"-3.71","0.14",,"0.6",,,"0.61",,"0.8",,,,,,"0.81",,"-1.97","-1.97",,"-1.97",,"-0.55",,"-0.33",,,,,,"0.07","-0.29",,,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.99","4.84",
"Eritrea","","84.19","15.11","-0.64","69.72","0.16",,,,"0.94",,,,"0.22","0.49",,,,"0.17","0.97","1.32",,,,,"0.14",,,,,,"0.75","0.3","9.68","0.15","11.64",,,,,"0.01",,,"-0.18",,,,,,,,,,"0.04",,"0.12","-0.63",,,,"4.57","4.57",,"4.57",,,,,,,,,,"17.2",,"0.19","4.65","0.21","0.04","6.57",,,"1.41",,"3.09",,,,,,"1.03",,,,,,,"36.31","2.13","-0.65",,,,,"2.21","1.74","30.94",,,,,"-0.06",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.76","12.27",
"Eswatini","","86.37","50.65","0.61","35.12","0.27","1.02",,,"1.92",,,"0.44","0.15","-0.66",,,,"0.03","0.19","-1.4","0.12","0.17",,"0.05","0.69",,"0.12",,,"0.02","2.43","0.12","1.57","43.67","21.47",,,,,,,,"0.45",,,,,,,,,,"0.01",,"0.15",,,,,"-1.43","-1.43","0.54","-1.97",,,,,,,,,,"6.58",,,"0.58","0.43","1.11","0.96",,,"1.25",,"0.82",,,,,"0.57","0.85",,,,,,,"8.5",,"0.99",,,,,,"1.55","3.97",,,,,"1.98",,,,,,,"-0.01",,"0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.44","4.46",
"Ethiopia","","3583.96","1914.04","9.62","1660.3","54.61","9.94","9.67","3.36","108.12","3.62","16.64","40.89","52.41","58.34","0.09","0.03","0.42","48.27","10.63","82.77","42.91","0.88","89.95","0.21","59.47","23.48","0.05","0.02",,"7.96","35.21","14.21","529.65","664.84","267.85",,,,,"0.02","0.35",,"3.09",,,,"0.05",,"0",,,,"0.04",,"3.65","2.42",,"-5.08","-5.08","173.18","173.18",,"173.18",,,,,,,,,,"124.75",,"0.86","31.53","0.33","1.26","15.17",,,"6.53",,"40.22",,,,,"26.49","2.37",,"877.44","877.44",,"877.44",,"222.15",,"1.55",,,,,"114.45","6.93","101.4","1.78",,,"-0.74","-3.23",,,,,,,"48.81",,"2.09",,,"3.49",,,,,,"0.22",,,,,,,,,,,,,,,,,,,,,,,"1506.75","931.16",
"Fiji","","94.24","72.25","1.04","20.95",,"49.68",,,"0.02",,,,"0.8","2.06",,,,,,"6.78","0.83",,,"8.02","0.16",,,,,,"0.08",,"1.79","2.03","9.28",,,,,,,,,,,,,,,"0.13",,,"0.03",,"0.01","0.87",,,,"0.24",,,,"0.24","0.24",,,,,,,,"8.06",,,,"0.33","0.6","0.43",,,,,"5.36",,,,,,"1.34",,,,,,,"3.37",,,,,,,,"2.37","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.48","4.73",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","111.27","99.45","0.23","11.59","0.79","0.01","0.09","-0.4","0.16",,,"0.01","88.06","0.27",,,,"0.01","0.08","4.17","0.3",,,,"0.1",,,,,"0.01",,"0.01","-0.36","6.94","5.69",,,,,,,,"-0.13",,,,,,"0",,,,,,"0.36",,,,,"-0.62","0.22","0.28","-0.06",,,,,,,,,"-0.84","4.75",,"0.18","0.04","0.11","0.48","0.72",,,"1.07",,"0.8",,,,,,"1.35",,,,,,,"1.76",,,,,,,,"1.97","-0.2",,,,,,,,,,,,"0.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.32","87.77",
"Gambia","","100.34","20.83","4.5","75","2.4","0.42","-0.02","0.27","0.21",,,"0.32","0.3","0.36","0.02","0.01",,"0.07","0.02","0.35","0.04","0.29",,,"0.2",,,,,"0.26","0.63","0","15.1","2","15.04",,,,,,"0.01",,"1.59",,,,,,,,,,"0.09",,"1.83","0.97",,"-3.21","-3.21","18.65","15.82","0.12","15.7",,,,,,,,,"2.83","9.9",,,"2.73","0.33","0.03","3.49",,,"0.99",,"1.47",,,,,,"0.87",,"13.35","13.35",,"13.35",,"21.27",,"1.29",,,,,"4.12","4.88","9.02",,,,,"1.96",,,,,,,"2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.34","17.62",
"Georgia","","563.76","258.15","5.96","299.65",,"0.01","3.42",,"0.11","2.69","3.27","2.82","5.72","-16.39","0.38","0.09",,"0.22","0.11","57.39","0.06",,"0.52",,"4.99","2.54","0.06","0.37",,"0.03","18.46","13.97","7.14","150.17","167.17",,"0.01",,,"1.12","0.39",,"-2.1","0.2",,"0.12",,,"0.16",,,,"0.01",,"6.05",,,"-27.66","-27.66","117.69",,,,"117.69","117.69",,,,,,,,"8.42",,"0.64","5.2","0.03",,"0.78",,,"0.65",,"0.9",,,,,,"0.22",,"20.3","20.3",,"20.3",,"13.73","1.5",,,,,,"0.58","2.23","9.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204.26","31.45",
"Ghana","","1123.13","605.2","6.86","511.06","31.64","3.09","3.26","2.72","78.55","0.11","47.83","1.64","67.56","35.91",,,,"1.05","1.4","41.25","15.82","0.25","31.04","0.11","6.49","0.04",,,,"0.14","0.81","18.16","108.8","139.16","49.02",,,,,"0","0.61",,"-1.21",,,,,,"0.01","3.04",,,,,"3.01","1.4",,"-32.05","-32.05","100.52","100.52","0.02","100.5",,,,,,,,,,"29.75",,"0.6","6.96","0.96","0.58","5.43",,,"3.96",,"9.6",,,,,"0.15","1.52",,"312.3","312.3",,"312.3",,"51.52",,"-0.31",,,,,"25.1","3.13","26.43",,,,"-0.44","-2.39",,,,,,,"23.5",,"4.38",,,"3.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"472.62","302.57",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","39.71","5.51","-0.05","34.25",,"0.13",,,"0.08",,,,"-0.33","2.84",,,,,,"2.07","0.12",,,"0.1",,,,,,"0.51","0.01",,"0",,"7.66",,,,,,"0.03",,"-0.09",,,,,,"0",,,,,,,,,"3.44","3.44","6.35",,,,,,,,,"6.35",,,,"-0.16",,,"-0.3","0.08",,"0.07",,,,,,,,,,,,,"16.21","16.21",,"16.21",,"0.75",,,,,,"0.54",,"0.61",,,,,,"-0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.66","3.02",
"Guatemala","","279.84","241.56","0.2","38.08","1.82","0.26","5.45","3.92","6.12","0.02",,"0.34","3.39","22.61",,,,"0.98","1.39","-1.96","4.39","0.4","0.09","0.22","12.67","0.01",,,,"16.01","33.92","3.5","1.77","126.04","21.05",,,,,,"0.13",,,,,,"0.03",,,,,,,,"0.01","0.03",,,,"-8.52",,,,,,"-8.52","-8.52",,,,,,"10.46",,"0.32","-2.41","0.3","1.07","1.09",,,"1.69",,"1.24",,"4.43",,,"2.73",,,,,,,,"15.09",,,,,,,,"3.4","14.32",,,,,"-2.63",,,,,,,"1.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159.36","90.31",
"Guinea","","563.12","186.49","20.05","356.58","4.9","0.07","0.03","3.54","12.45","0.24",,"0.04","77.21","11.8","0.01",,,"0.48","2.2","22.99","0.31","0.7",,,"0.66",,"0.02",,,"4.26","2.17","5.35","0.46","41.5","53.47",,,,,"0.01",,,"-0.77",,,,,,"0","16.79",,,"0.01",,"0.9","3.11",,"96.5","96.5","42.68","43.31",,"43.31",,,,,,,,,"-0.63","32.05",,,"2.46",,"0.49","6.48",,,"2.96",,"8.34",,"8.19",,,"1.44","1.68",,"99.77","99.77",,"99.77",,"32.12",,"6.29",,,,,"5.39","1.67","19.38",,,,,"-0.6",,,,,,,"4.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168.61","103.17",
"Guinea-Bissau","","110.25","26.88","1.87","81.5","2.77",,,"0.47","0.06",,"0.13",,"0.89","0.3","0.02",,"0.09","0.31","0.99","8.03","0.15","0.01",,"0.05","0.02",,"11.16",,,"0.47","0.21","0.65","0.12","2.75","29.91",,,,,,,,,,,,,,,,,,,"0.7","1.17",,,"5.4","5.4","7.23","7.5",,"7.5",,,,,,,,,"-0.27","12.08",,,"-0.19","0.2",,"3.05",,,"1.11",,"3.46",,"3.44",,,"0.06","0.95",,"17.19","17.19",,"17.19",,"9.71",,,,,,,"2.06","1.97","5.68",,,,,,,,,,,,"0.86",,,,,,,,,,,,,,,,,,,,"1.92",,,,,,,,,,,,,,"13.14","15.07",
"Guyana","","160.61","109.64","0.48","50.49",,"0.25",,,"1.18",,,"0.09","0.21","0.66",,,,,"0.02","3.55","0.15",,,,"92.32",,,,,,,,"1.72","9.49","21.21",,,,,,,,"0.34",,,,,,,,,,,,"0.14",,,"-11.26","-11.26","31.36",,,,,,"22.91","22.91",,"8.45",,,,"4.51",,,"0.97","0.07","0.55","0.62",,,,,"2.29",,,,,,,,"2.19","2.19",,"2.19",,"2.49",,,,,,,"0.18","1.31","1.98",,,,,"-0.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.83","2.7",
"Haiti","","1082.36","556.18","1.07","525.11","3.99","0.06","0.05","7.95","81.06","0.01","0","0.8","38.98","20.74",,"0.01",,"2.91","0.28","22.98","0.92","1.59","2.55",,"14.17","0.01","0.16",,"0.04","12.8","4.33","23.62","7.71","312.44","163.06",,,,,,"0.05",,"0.66",,,,,,,,,,,,"0.34","0.02",,"4.98","4.98","241.95",,,,,,"211.55","211.55",,"30.4",,,,"19.24",,"0.06","-0.24","0.38","1.06","4.87",,,"3.27",,"6.14",,,,,"3.7",,,"60.82","60.82",,"60.82",,"35.07",,,,,,,"1.57","2.81","24.96",,,,,"5.73",,,,,,,"3.59",,,,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"484.2","100.93",
"Honduras","","606.28","181.58","-1.36","426.06","2.34","0.21","4.36","2.31","30.24","0.01","0.02","3.49","3.23","-6.03",,,,"1.43","8.89","15.42","3.67","0.17",,,"1.84","0.01",,,,"9.41","1.85","20.54","0.04","80.45","31.28",,,,,,"0.06",,"-1.51",,,,,,,,,,,,"0.09",,,"-6.18","-6.18","294.02",,,,,,"294.02","294.02",,,,,,"3.75",,"0.09","-1.78","0.36","0.62","0.93",,,"1.37",,"1.07",,,,,"1.08",,,"91.45","91.45",,"91.45",,"11.75",,,,,,"0.26","2.52","3.66","4.64",,,,"-0.24","0.91",,,,,,,"2.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.24","29.21",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","2991.82","1892.01","5.27","1094.54","159.67","12.32","2.71","2.99","7.32","0.02","0.1","5.37","117.26","435.62","0.01","0.04",,"3.56","7.08","704.81","0.5","2.32","0.87","0.21","23.71","0.25","0.4",,,"4.98","7.27","15.13","459","78.17","40.21",,,,,"0.02","1.94",,,,,,"0.07",,"0.04",,,,"0.01",,"1.06","2.12",,,,"5.27",,,,"5.27","5.27",,,,,,,,"97.91",,,"20.74","1.08","1.36","11.36",,,"10.66",,"47.04",,,,,"0.21","5.46",,"582.8","582.8",,"582.8",,"368.36","0.54",,,,,"100.14","94.46","36.44","129.97","1.02",,"1.08",,"4.71",,,,,,,"152.2",,,,,"0.21",,,,,,"0.15",,,,,"4.03",,,,,,"3.08",,,,,,,,,,,,"1809.26","1049.84",
"Indonesia","","-381.94","-307.75","-0.56","-73.63","12.03","448","0.86","-4.78","9.41",,"5.16","4.09","37.15","135.81","0","0.01",,"0.02","-0.23","-1192.21","21.49","0.15","-19.07","13.57","37.76","0.02","0.04",,,"-2.5","1.87","17.11","25.84","152.69","24.91",,,,,,,,"-4.76",,,,,,,,,,"0.21",,"3.78","0.2",,,,"-121.21",,,,"-117.79","-117.79",,,,,,,"-3.43","26.9",,"0.28","5.29","1.13","0.94","2.59",,,"4.81",,"6.16",,,,,"0.98","4.71",,"-88.31","-88.31",,"-88.31",,"84.1",,,,,,"14.29","3.69","12.74","48.94","3.73",,"1.34","-0.62",,,,,,,,"11.7",,,,,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,,,,,"-831.54","184.43",
"Iran","","81.17","48.14","8.99","24.04",,"0.54","9.48",,"4.71","0.02","-0.02","0.03","5.29","59.36","0.68",,,,"0.85","-42.09","0.3",,"1.22",,"3.32","0.03","0",,,"0.26","1.79","0.24","1.08","1.04","5.07",,,,,,,,,,,,,,"0.07","1.3",,,,,"7.61","0.02",,,,"-0.45",,,,,,,,,,,,"-0.45","6.85",,"0.35",,"0.11","0.32","1.02",,,"1.47",,"1.27",,,,,"1.47","0.85",,,,,,,"12.56",,,,,,,,"2.32","10.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","80.08",
"Iraq","","1369.27","1131.51","62.93","174.83","1.19","9.75","2.93","0.49","36.59","0.3","10.77","16.71","24.5","100.32","0.17","0.15",,"0.89","13.93","365.45","18.12","1.26","16.3","0.83","34.55","0.09","0.04","0.03",,"0.72","42.75","14.12","63.17","356.59","80.63",,,,"0.01","0.36",,,"3.47",,,"0.03",,,"0.09","1.07",,,,,"39.02","18.87",,,,,,,,,,,,,,,,,"17.64",,"0.71","0.32","0.24",,"2.47",,,"2.44",,"9.07",,,,,"1.47","0.91",,"73.15","73.15",,"73.15",,"3.42",,,,,,,,"1.05","2.37",,,,,,,,,,,,"1.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"960.55","295.51",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","95.99","12.42","-1.91","85.48","1.02","0.18",,"1.75","8.76",,,,"0.08","-3.19",,,,,"-0.1","-14.79","0.35",,"-1.35","0.2",,"0.04",,,,"0.01","0.03",,"10.17","10.27","63.21",,,,,,"0.02",,"-2.11",,,,,,,,,,,,"0.18",,,,,"18.64",,,,,,"-0.2","-0.2",,"18.84",,,,"2.25",,"0.14",,"0.12","0.51","0.42",,,,,"1.07",,,,,,,,,,,,,"1.38","2.53",,,,,,,"1.63",,,,,"-0.27","-2.51",,,,,,,,,"1.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.2","7.44",
"Jordan","","2697.16","1496.38","834.09","366.69",,"9.89","0.56","-0.24","56.51","0.44","1.3","1","15.06","57.88","0.35","1.94",,"1.25","5.43","58.41","40.16","0.66","1.74","0.02","11.14","0.04",,"0.03","0.02","0.27","8.09","10.45","30.52","1183.45","198.63","0.02",,,,"0.14","44.09",,"96.74",,,,,,"0.3","3",,,"0.05",,"4.95","684.8",,,,"-3.06",,,,,,,,,,,,"-3.06","185.73",,"0.66","-1.9","1.21",,"0.72",,,"0.95",,"2.68",,,"173.6",,"7.41","0.4",,,,,,,"-14.6",,,"-15.65",,,,,"2.11","0.05","0.04",,"0.4",,"-1.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1407.27","126.35",
"Kazakhstan","","92.8","18.98","40.96","32.86",,,"1.23",,"0.1","0.04",,"0.08","4.82","12.87","0.05","0.16",,,"0.15","-36.75","0.12",,"0.59",,"0.62","1.22",,"0.02",,"0.01","0.07","0.18","2.93","30.47","12.21",,,,,,"0.38",,"-0.8","0.03",,"0.01",,,"0.01","0.55",,,,,"40.54","0.23",,,,"-1.26",,,,"-0.06","-0.06",,,,,,,"-1.2","3.72",,"0.52",,"0.09","0.59","0.39","0.01",,"0.62",,"1.12",,,,,,"0.38",,,,,,,"18.18",,,,,,"0.41",,"10.17","5.22","0.11",,,,,"2.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.6","24.24",
"Kenya","","2661.03","1601.89","8.17","1050.97","58.51","8.67","2.06","11.51","45.99","0.05","49.49","56.87","92.29","105.7","0.04","0.02",,"8.63","7.48","45.9","3.73","0.43","30.96","1.03","16.8","1.12",,"1.22",,"0.65","72.42","9.44","222.01","807.37","200.84",,,,,,"0.59",,"-0.18",,,,"0.04",,"0.02","2",,,"0.08",,"3.32","2.3",,"-58.62","-58.62","225.4","225.4","0.05","225.35",,,,,,,,,,"46.71",,"0.38","8.78","0.44","1.67","5.53",,,"5.78",,"13.53",,,,,"8.94","1.66",,"477.57","477.57",,"477.57",,"159.07","4.96","-0.45",,,,"8.57","26.18","3.02","119.43",,,,,"-2.64",,,,,,,"45",,"10",,,"2.92",,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,"1326.74","662.97",
"Kiribati","","80.66","49.97","0.98","29.71",,"24.53",,,,,,,,,,,,,"0.27","8.68","0.57",,,"15.89",,,,,,,,,"0.03",,"6.75",,,,,,,,,,,,,,,,,,,,"0.11","0.87",,,,"7.01",,,,"7.01","7.01",,,,,,,,"0.81",,,,"0.18",,"0.15",,,,,,,,,,,"0.47",,"13.34","13.34",,"13.34",,"1.81",,,,,,,"0.1","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.98","0.3",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","","579.39","266.12","17.97","295.3",,,"13.28",,"0.19","2.03","5.67","1.47","4.33","48.77","0.24","0.01",,,"0.88","1.73",,"9.14","0.93",,"9.09","0.96","0.22","0.46","1.04","0.04","19.58","70.99","9.61","65.44","255.35",,"0.04",,,"0.13",,,,"0.01",,"0",,,,,,,,,"17.73","0.05",,,,,,,,,,,,,,,,,"2.05",,,,,,"0.42",,,"0.26",,"1.19",,,,,,"0.18",,"13.15","13.15",,"13.15",,"24.75",,,,,,,,,"2.74",,,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.96","118.67",
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","626.57","181.14","296.44","148.99","0.01",,"0.39",,"0.67","0.11","0.18","2.3","0.98","61.31","0.04","0",,,"0.07","21.24","2.36",,,,"1.63","0.18",,"0.07",,"0.04","1.52","28.95","9.8","49.31","34.2",,,,,"0.52","0.04","6.5","0.11","0.02",,"0",,,"0.02","202.87",,,,,"84.77","1.59",,"-5.79","-5.79","44.01",,,,"45.03","45.03",,,,,,,"-1.03","11.61",,"0.25","1.69","0.06","0.06","2.33",,,"0.8",,"1.75",,"3.68",,,"0.78","0.2",,"40.21","40.21",,"40.21",,"24.76",,,,,,,"2.54","3.64","10.85",,,,"-0.13","0.16","7.71",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143.38","76.98",
"Lao People's Democratic Republic","","474.42","312.36","56.38","105.68","0.15","52.81","1.41","1.81","1.1","0.02",,"8.32","13.4","29.42",,"0.29",,"0.66","0.21","103.33","28.98","17.6",,"5.25","7.13","0.03",,,,"0.09","-0.35","20","2.42","18.42","16.57",,,,,,,,"0.2",,,,,,,,,,"55.45",,"0.05","0.68",,,,"35.52",,,,"35.52","35.52",,,,,,,,"17.63",,"0.18","6.85","0.16",,"3.63",,,"2.47",,"2.49",,,,,"0.72","1.13",,"14.63","14.63",,"14.63",,"21.33",,,,,,,"8.95","4.77","10.8",,,,"-1.78","-1.42",,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168.3","75.34",
