Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Azerbaijan",,"123.53","67.84","13.23","42.46",,"0.04","0.68",,"0.02","0.05",,"0.06","-0.49","0.28",,"1.12",,,"0.02","30.14","14.67","0.06","0.22",,"0.15","0.57","0","0","0","0.22","1.86","2.07","2.02","14.09","24.73",,,,,,"0.49",,"-2",,,"0.03",,,"0.04","2.49",,,"0.01",,"10.29","-5.65",,,,"-7.84",,,,"-2.96","-2.96",,,,,,,"-4.88","2.17",,"0.21","-0.23","0.15",,"0.44",,,"0.35",,"1.03",,,,,,"0.22",,"9.86","9.86",,"9.86",,"13.53",,,,,,,"0.83","3.39","9.38",,,,,"-0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.08","6.67",
"Bahamas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh",,"3781.77","2224.79","48.81","1508.17","47.51","46.74","1.57","1.01","39.02","0.24","32.88","0.96","20.88","79.17",,"0.03",,"2.19","0.96","1312.66","33.82","3.56","49.63","0.16","12.83","0.12","0.01","0.14","0.03","-0.11","46.78","38.86","226.41","274.25","141.44","0.39",,,,"0.06",,,"4.94",,,"0",,,"0.01",,,,"0.51",,"5.58","8.47",,"-12.68","-12.68","74.36",,,,"72.28","72.28",,,,,,,"2.08","66.84",,"0.45","27.04","1.27","0.13","6.54",,,"5.15",,"21.04",,,,,"0.64","4.58",,"1050.86","1050.86",,"1050.86",,"187.35",,,,,"24.16","17.98","76.65","2.44","60.32",,"0.09",,"-0.99","6.69",,,,,,,"31.04",,"0.54","5.75","0.32","0.25","0.21","0.08",,,,"1.49",,,,,"3.26",,"0.47",,,,"3.91",,,,,,,"0.18",,,,,"1953.34","466.46",
"Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belarus",,"-250.17","67.67","-369.16","51.32",,,"1.26","0","0.1","0.75","-0.01","0.08","2.02","14.55",,"0.06","0.19",,"0.4","0.23","0.36",,,,"0.07","33.01","0","0.12","0.02","0.31","8.25","0.17","0.91","4.8","39.42",,,,,"0.21","2.99",,"-1.05","0.03",,"1.22",,,"0.01","2.25",,,,,"0.07","-374.89",,,,,,,,,,,,,,,,,"2.33",,"0.41",,"0.03","0","0.42",,,"0.3",,"0.87",,,,,,"0.3",,,,,,,"9.57",,,,,,,,"2.56","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.02","61.75",
"Belize",,"34.2","6.61","2.04","25.56","0.52","0.19","0.01",,"0.27","0.01",,,,"0.05",,,,,,"1.53","0.18",,,,,"0",,,,"0.08",,,"0.9","3.38","12",,,,,,,,"1.59",,,,,,,,,"0.43","0.01",,,"0",,,,"5.56",,,,,,"2.23","2.23",,"3.32",,,,"2.31",,"0.23",,"0.1",,"0.1",,,,"1.07","0.67",,,,,,"0.15",,,,,,,"5.69",,,,,,,,"0.7","0.25",,"0.12",,,"4.61",,,,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,"6.13","1.05",
"Benin",,"680","322.7","6.89","350.41","4.12","0.01","0.04","25.27","14.52","0.01","0","0.01","42.33","37.27",,"0",,"0.05","4.81","20.35","0.02","0.87","31.73",,,,,,,"0.23","0.7","23.66","0.41","120.44","81.37",,,,,,"0.03",,"0.46",,,,,,"0.03",,,,"0.03",,"2.2","-0.19",,"27.58","27.58","56.74","60.66","0.01","60.65",,,,,,,,,"-3.91","19.11",,"0.52","0.78","0.27","0.44","3.4",,,"1.45",,"8.12",,,,,"2.77","1.36",,"106.23","106.23",,"106.23",,"59.38",,,,,,,"7.81","4.13","50.21",,,,"0.02","-2.79",,,,,,,"0.72",,,,,,,,,,"0.67",,,,,,,,,"2.58",,,,,,,,,"0.15",,,,,,"240.12","143.72",
"Bermuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan",,"118.54","42.37","1.65","74.52","0.52","8.6","2.18",,"0.1",,"-0.03","0.13","0.02","0.63",,"0",,,"0","27.54","0.63",,,"0.31","0.18",,"0",,,,"0.13","1.19","0.46","0.29","5.73",,,,,,,,,,,"0",,,,,,,"1.61",,,"0.03",,,,"28.08",,,,"28.08","28.08",,,,,,,,"4.38",,,"0.22",,,"0.53",,,"0.55",,"1.24",,,,,"0.04","1.8",,"29.68","29.68",,"29.68",,"6.66",,,,,,,"0.04","5.14","1.49",,,,,,,,,,,,"0.18","0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.04","3.53",
"Bolivia",,"949.16","341.62","0.1","607.44","1.12","0.06","0.14","14.64","11.02","0.01","40.95","0.58","119.61","42.96",,"0",,"0.36","5.76","10.75","18.7","1.59",,"0.12","2.84",,,,,"15.48","25.78","27.36","0.6","2.33","71.52",,,"0",,,"0.01",,,,,,,,,,,,,,"0.07","0.01",,,,"473.92",,,,,,"473.92","473.92",,,,,,"15.27",,"0.09","10.19","0.75","0","0.77",,,"0.91",,"1.62",,,,,"0.06","0.87",,"18.37","18.37",,"18.37",,"28.36",,,,,,"2.2","3.43","3.92","10.02",,,,"-1.18","9.96",,,,,,,"0.42",,,,,,,"0.09",,,,,,,"0.38",,,,,,,,,,,,,,,"0.24",,,,,"193.04","268.44",
"Bosnia and Herzegovina",,"440.54","210.71","37.54","192.29","0.16","0.02","20.84","-0.09","0.04","3.52","-0.05","0.07","2.37","72.28","0.02","0.17",,"0.01","1.59","16.4","-4.11","0.05","2.31",,"4.41","-1.24","-0.4","0.14","4.81","-14.72","19.01","22.57","4.61","56.05","172.08",,"0.18","10.1",,,"0.02",,"6.85",,,"0",,,"0.02",,,,,,"20.4","0.02",,,,"7.64",,,,,,,,,,"7.6",,"0.04","8.98",,"0.32","0.65","0.06",,"0.35",,,"0.41","5.85","0.92",,"0",,,,"0.42",,"-11.35","-11.35",,"-11.35",,"14.93",,,,"0.05",,,,"1.23",,,,,,"2.05","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.16",,,,,,,,,,"153.34","115.32",
"Botswana",,"102.09","68.23","-0.27","34.13","3.21","0.91","0.01",,"0.51",,,"0.11","0.13","0.42",,"0",,,,"7.74","1.02",,,"0.32",,,"0.04",,,,"0.25",,"1.38","55.38","18.23",,,,,,"0.05",,"-0.46",,,,,,,,,,"0.01",,"0.14",,,,,"-2.75","-2.81","0.16","-2.97",,,,,,,,,"0.06","6.09",,"0.42","0.03","0.53","0.62","0.41",,,"0.5","1.77","0.8",,,,,,"1",,,,,,,"12.57",,,,,,,,"1.82","12",,,,"-0.29","-0.96",,,,"0.02",,,"0.9",,,,,,,,,,,,,,,,,,,"0.05","1.79",,,,"0.41",,,"0.05",,,,,,,"65.56","2.34",
"Brazil",,"273.89","313.45","2.65","-42.21","54.78","0.19","2.24","1.15","1.26","0","0.67","0.45","155.62","66.91","0.02","0.03",,"0.23","3.7","-38.19","0.04","0.7","0.22","0.29","54.71","0.04","3.26",,,"5","2.87","2.93","27.97","21.11","-76.08",,,"0",,,"2.03",,,,,,"0.01",,"0.01",,,,"0.02",,"0.38","0.19",,,,"3.57",,,,,,"3.54","3.54",,,,,"0.04","10.14",,"0.48",,"2.43","0.67","0.15",,,"1.07","2.21","2.5",,,,,,"0.63",,,,,,,"20.15",,,,,,"6.8",,"13.35",,,,,,,,,,,,"3.22","1.29",,"0.24","10.28","0.7","0.12",,"13.69",,"15.07",,,,,"0.1",,,,"1.5",,,,"0.25",,"5.66","0.43",,"0.52","1.69",,,,,,"238.4","271.11",
"British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso",,"892.15","399.83","-3.93","496.26","32.08","9.08","5.73","14.89","31.71",,"29.42","0.65","85.59","41.01",,"0.01",,"0.35","10.59","19.37","0.72","25.72",,,"2.72",,"0",,,"3.8","14.7","30.98","2.25","70.53","185.03",,,,,,"0.07",,"-5.95",,,,,,"0.02",,,,"0.04",,"1.14","-0.81",,"-18.48","-18.48","34.88","40.22",,"40.22",,,,,,,,,"-5.34","36.05",,"0.49","7.66","0.27","0.46","5.07",,,"2.02",,"15.66",,,,,"2.42","2.01",,"193.44","193.44",,"193.44",,"65.34",,,,,,"4.94","19.38","4.71","36.18",,,,"-0.23","0.36",,,,,,,"17.2",,"0.39",,,"0.75",,,,,"0.6",,,,,,,,"1.56","7.14",,,,,,,,,"1.23",,"3.19",,,,"261.06","234.71","3.19"
"Burundi",,"435.82","210.9","9.14","215.78","3.58","2.24","0.03","36.24","6.54",,,"0.59","5.66","32.87",,"0",,"1.6","2.17","2.58","0.19","0.56","30.97",,"4.35",,"0","0","0.07","0.58","4.3","8.98","6.33","64.04","44.19",,,,,,,,,,,,,,,"0.04",,,"0.03",,"1.28","0.05",,"-16.62","-16.62","20.5","20.28",,"20.28",,,,,,,,,"0.22","54.31",,"0.1","13.62","0.23","0.42","8.72",,,"2.07","12.3","12.04",,"2.32",,,"1.23","1.26",,"45.81","45.81",,"45.81",,"67.58",,,,,"3.5",,"6.05","1.82","59.81",,,,,"-3.59",,,,"0.09",,,"1.91",,,,,,,,,,,,,,"0.43",,,,,"1.13",,,,,,,,,,"0.03",,,,,"120.2","121.98",
"Cabo Verde",,"123.01","93.93","1.57","27.51","6.72","0.03","0.01","-0.08","0.17","0.06",,,"25.28","0.12","0",,,,"0.27","8.12",,"10.16",,,,"0.01","24.27",,"0.07","0.18",,"0.01","0.37","24.88","30",,,,,,"0.01",,"1.54",,,,,,"0",,,,"0.02",,,,,,,"-2","-2","0.42","-2.42",,,,,,,,,,"5.39",,,"1.44","0.34",,"0.45",,,"0.5",,"1.7",,,,,,"0.96",,"-5.27","-5.27",,"-5.27",,"-0.6",,,,,,,,"0.65","1.09",,,,"-0.11","-2.22",,,,,,,,,,,,,,,,,,,,,,,,,,,"6.72",,,,,,,,,,,,,,"59.22","60.72",
"Cambodia",,"856.26","595.85","10.65","249.76","9.09","58.37","0.13","3.82","2.37","1.54","1.28","1.61","92.11","30.46",,"0.07",,"0.67","0.56","183.28","64.15","0.12",,"4.76","6.07","0.01",,"0.03",,"-4.72","34.13","18.76","5.13","91.13","51.43",,,,,,"0.04",,,,,,"0.01",,"0","0.37",,,"9.61",,"0.45","0.17",,,,"98.79",,,,"98.79","98.79",,,,,,,,"23.28",,"0.59","7.96","0.45","0.43","3.75",,,"1.75",,"5.16",,,,,"0.7","2.48",,"0.67","0.67",,"0.67",,"75.59",,,,,,"12.79","10.84","2.13","32.58","1.15",,,"1.21","14.89",,,,"0.25",,,"1.37",,"0.09",,,"0.45","0.03",,,,"1.49","0.87",,,"2.11",,,,"0.55",,,,,,,,,,,"0.5","0.56",,,"0.82","405.05","166.96","1.38"
"Cameroon",,"1216.84","549.27","8.04","659.53","9.13","0.87","2.1","3.11","9.58",,,"0.32","271.94","100.06",,"0.06",,"0.6","3.54","29.19","25.57","0.5",,"0.06","1.69",,"0.04",,,"4.09","5.13","3.48","2.66","84.7","82.72",,,,,,"0.3",,"0.8",,,,,,"0.06",,,,"0.02",,"2.64","0.23",,"258.32","258.32","62.54","59.39",,"59.39",,,,,,,,,"3.15","30.07",,"0.39","6.22","1.61","0.78","1.37",,,"3.09",,"12.14",,,,,"2.93","1.55",,"128.7","128.7",,"128.7",,"97.18",,,,,"10.01",,"7.92","1","77.22",,"0.25",,,"0.78",,,,"0.34",,,"1.41",,"0.04",,,"0.2","0.02",,,,"2.25",,,,,"0.05",,,,"2.06",,,,,,,,,,"1.35",,,,"1.4","501.66","394.13","1.4"
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",,"511.98","248.56","5.04","258.39","1.84","0.05","0.02","5.57","11.74","0.23","3.03","0.71","30.54","48.25","0.01","0",,"7.75","5.71","10.9","1.56","2.46","6.14",,"9.55","0","0.01",,,"1.41","13.6","10.29","17.58","61.46","94.12",,,,,,"0.01",,,,,,,,"0.01",,,,,,"0.75","0.03",,"38.75","38.75","29.46","29.46",,"29.46",,,,,,,,,,"33.68",,"0.21","1.17","0.45","0.7","4.51",,,"1.44",,"8.78",,"5.96",,,"7.39","3.08",,"9.53","9.53",,"9.53",,"52.84",,,,,"16",,"7.79","0.93","28.12",,,,,,,,,"0.17",,,"0.01",,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.66",,,,"186.17","143.01","1.66"
"Chad",,"648.98","228.79","3.08","417.1","7.25","0","0.02","0.2","11.06",,,,"92.71","26.55",,"0",,"1.24","12.75","11.21","0.74",,"4.28",,"0.24",,,,,"0.63","5.54","26.46","0.03","35.13","131.46",,,,,,"0.02",,"-1.86",,,,,,"0.01",,,,"0.01",,"2.48","2.14",,"48.6","48.6","75.3","77.49",,"77.49",,,,,,,,,"-2.19","29.97",,"0.21","3.59","0.24","0.53","3.91",,,"2.88",,"15.4",,"0",,,"1.48","1.73",,"84.44","84.44",,"84.44",,"47.33",,,,,"14.56",,"5.54","1.27","25.26",,"0.12",,,"0.58",,,,,,,"3.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.38",,,,"189.43","143.95","3.38"
"Chile",,"70.31","47.79","6.48","16.03","3.38","0.25","0.4","0.2","3.14","0.13","4.58",,"5.37","24.63","0","0",,"0.02","0.16","2.79","0.42","0.11",,"0.13",,"0.01","0.12",,,"0.96","0.07","0.21","2.83","1.25","5.12",,,"0.04",,,"0.31",,,,,"0",,,"0.01",,,,"0.04",,"1.02","5.07",,,,"5.01",,,,,,"5.01","5.01",,,,,,"3.49",,"0.47",,"1.22","0.01","0.2",,,"0.15",,"0.98",,,,,,"0.46",,,,,,,"2.42",,,,,,"0.34",,"1.88",,,"0.2",,,,,,,,,"0.31",,,,"0.04",,,"1.53","0.57",,,,,,,,,,,,,,,"0.68",,,,,,"0.25",,,,,,"40.17","39.6",
"China (People's Republic of)",,"-989.94","-440.36","63.38","-612.97","81.41","7.61","5.73","-2.81","-12.54",,"-9.1","0.66","64.45","403.78","0","2.67",,"0.01","-13.85","-949.04","-7.7","0.27","0.92","0.56","10.08","-16.75","0.31","0.09","0","-31.75","2.49","8.12","56.54","38.87","83.88",,,"0",,,"39.19",,"4.57","0.03",,"0.04",,,"0.06",,,,"0.19",,"3.4",,,,,"13.31",,,,"13.31","13.31",,,,,,,,"2.02",,"0.89","-17.81","2.2","0.94","1.3",,,"1.9","0.22","7.96",,,,,,"4.41",,"-760.86","-760.86",,"-760.86",,"48.69",,,,,,,,"19.31",,"0.58",,,"-0.25","29.05",,,,"0.8",,,"29.96",,,"13.02","2.75",,"7.49","5.73",,,,"0.37",,,"0.56","0.19","1.58",,,,"0.13",,"0.46",,"0.8",,,"0.13","17.19","0.24",,,,,"-411.79","463.69",
"Chinese Taipei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia",,"850.42","738.56","11.88","99.98","360.02","0.18","1.15","1.78","45.04","0.17","1.83","10.46","-15.9","156.32",,"0.17",,"2.64","5.18","18.07","9.01","0.89","3.58","1.12","62.51","0.14","1",,"0","25.01","34.05","38.57","31.04","304.53","72.22",,,"0.02",,,"0.76",,,,,"0.01",,,"0.02",,,,"0.13",,"2.62","8.31",,,,"4.43",,,,,,"4.43","4.43",,,,,,"8.4",,"0.52","-1.19","0.7","0.08","0.38",,,"0.72","3.82","1.15",,"1.03",,,"0","1.18",,,,,,,"14.94",,,,,,"4.81",,"10.3","1.56","1.04",,,"-0.06","-2.71",,,,"0.02","347.21","0.51","1.69",,"0.43","0.04","0.49",,"0.03","4.74",,"1.8",,,,,"0.76",,,,,,,,"0.53",,,"1.55",,,,"0.23",,,,,"544.28","259.51",
"Comoros",,"67.22","24.72","2.89","39.62","0.01","0.23",,"0","0.16","0.01",,,"20.65",,,"0",,,,"2.12","0.08",,,,,,"0",,,,,,"0.04","1.43","9.03",,,,,,,,,,,,,,,,,,"0.03",,"1.11","1.2",,"-2.04","-2.04","3.38","2.63",,"2.63",,,,,,,,,"0.76","4.9",,,"-0.27","0.25",,"2.06",,,"0.8",,"1.19",,"-0.1",,,,"0.98",,"16.23","16.23",,"16.23",,"8.1",,,"1.77",,,,"0.03","4.3","1.99",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.39","20.7",
"Congo",,"107.04","39.16","1.25","66.62","0.66",,"0.04","0.02","0.24",,,,"27.38","0.54","0.01","0","0.11",,"0.88","3.17","0.1","0.14","0.02",,"0.26","0.03","0.15",,,"1",,"0.26","2.38","2.43","11.23",,,,,,,,,,,,,,"0.01","1",,,"0.07",,"0.68","0.43",,"-2.35","-2.35","7.88","7.88",,"7.88",,,,,,,,,,"14.99",,"0.03","2.86","0","0.52","0.82",,,"0.73","6.76","2.39",,,,,"0.31","0.55",,"18.66","18.66",,"18.66",,"16.21",,,,,"4.37",,"1.7","0.84","9.84",,,,,"-0.53",,,,"0.34",,,"0.26",,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.02","32.58",
"Cook Islands",,"18.83","14.25","0.01","4.58",,"2.36",,,,,,,"-0.1","0.06",,,,,,"0.51","0.01",,,"11.41",,,,,,,,,,,"2.05",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-2.32",,,,"-2.32","-2.32",,,,,,,,"0.24",,,,,,"0.07",,,,,,,,,,,"0.17",,,,,,,"4.6",,,,,,,,"4.31",,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.47","-0.04",
"Costa Rica",,"99.26","60.07","10.33","28.86","0.87","1.07","0.1","0.04","0.68","0.02",,,"4.45","2.72",,"0",,,"0.01","38.97","1.84",,"1.22","0.08",,,,,,"-1.69","0.07","0.14","0.82","9.54","15.8",,,,,,"0.25",,,,,"0",,,,,,,"0.01",,"0.04","10.03",,,,"2.94",,,,,,"2.94","2.94",,,,,,"3.4",,"0.57",,"0.56","0.02","0.41",,,"0.37",,"0.93",,,,,,"0.53",,,,,,,"6.73",,,,,,,,"5.47","1.16","0.1",,,,,,,,,,,"0.35",,,,"0.08",,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,"57.18","7.76",
"Cote d'Ivoire",,"829.16","289.52","4.83","534.81","24.49","0.02","0.03","0.09","3.93","1.15",,"0.24","11.64","22.63",,"0",,"0.02","3.2","38.43","6.3","0.07",,,"0.3","0.05","0.03",,,"45.29","1.1","1.07","0.49","153.44","100.33",,,,,,"0.11",,"0.87",,,,,,"0.05",,,,,,"1.41","1.04",,"-28.67","-28.67","98.75","96.88","0.07","96.81",,,,,,,,,"1.87","30.83",,"0.23","7.14","0.36","0.85","2.7",,,"2.64",,"10.51",,"1.68",,,"3.2","1.52",,"228.29","228.29",,"228.29",,"105.29",,,,,,,"39.07","0.03","68.31",,"0.24",,,"-2.37",,,,"0.17",,,"2.05",,,,,,,,,,"4.8","0.33",,"12.45",,,,,,"4.66",,,,,,,,"0.03",,,,,,,"233.76","86.03",
"Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba",,"734.72","312.13","383.34","39.26","2.38","0.01","10.21","9.77","9.68","0.34","2.75",,"101.82","2.89","0",,,,"96.21","35.72","2.67","0.15","-1.18",,"2.98","0.02","0.2","0.03",,"7.02","1.86","13.93","5.6","9.44","11.17",,,,,,"0.04",,"11.46",,,,,,"0.01","353.83",,,"0.01",,"0.06","1.02",,,,,,,,,,,,,,,,,"3.26",,"0.34","0.03","0.01","0","0.98",,,"0.35",,"1.08",,,,,"0.15","0.31",,,,,,,"24.83",,,,,"8",,"0.08","3.17","5.05",,,,,"8.52",,,,,,,,,,,,,,"2.09",,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,"261.36","237.7",
"Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea",,"133.12","19.38","62.23","51.5","0.01",,"0.04",,"1.55",,,"0.73","1.58","2.72",,,,"0.54","0.21",,,,"0.03",,"1.21","0.02",,,,,"2.45","8.25","0.05",,"6.3",,,,,,"0.04",,"4.21",,,,,,"0.02","57.71",,,"0.24",,,,,,,,,,,,,,,,,,,,"12.8",,,,,,"4.26",,,"0.75",,"4.03",,,,,"1.86","1.9",,,,,,,"32.41",,,,,"12.35",,"11.2",,"8.86",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.12","8.37",
"Democratic Republic of the Congo",,"2292.64","1190.15","1.8","1100.68","29.83","0.03","0.29","113.86","37.84","0.02",,"1.51","34.5","113.6","0.13","0",,"10.88","11.18","40.63","14.61","3.53","22.28",,"28.82","0.03","0.31",,,"10.06","67.08","22.85","214.05","442.08","173.91",,,,,,,,"-0.74",,,,"0.03",,"0.01",,,,"0.05",,"2.45","0.01",,"-91.85","-91.85","202.89","202.83","95.05","107.78",,,,,,,,,"0.06","141.14",,"0.34","-1.66","0.69","1.39","14.2",,,"7.17","27.51","66.09",,"0.98",,,"20.96","3.48",,"321.18","321.18",,"321.18",,"353.42",,,,,"26.56","12.53","90.09","1.9","222.23",,,,,"0.1",,,,"1.56",,,"22.73",,"0.91",,,,"2.17",,,,"0.97",,,,,,,,,"0.93",,,,,,,,,,,"0.56",,,,"893.88","603.28","0.56"
"Djibouti",,"142.61","73.39","26.83","42.39","0.4","0.03","0.01",,"1.44",,,,"41.29","0.54",,,,,"0.15","16.92","0.19","0.23",,,,,,,,,"0.93",,"0.05","11.61","14.69","0.12",,,,,,,"13.57",,,,,,,,,,,,"3.47","0.22",,"-4.44","-4.44","2.12","0.68",,"0.68",,,,,,,,,"1.44","6.79",,"0.05","1.65","0.08","0.32","0.6",,,"0.55",,"1.25",,,,,"1.44","0.84",,"10.37","10.37",,"10.37",,"12.87",,,"6.24",,,,"1.2","2.12","4.54",,"0.12",,,"-1.35",,,,,,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72","43.19",
