Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan",,"464.97","158.54","153.22","153.21","1.93","0.15","0.42","0","0.33","0.13","-0.15","0.95","0.73","31.21","0","0.04",,,"0.04","28.44","11.99",,"0.06",,"0.77","0.13",,"0.01","0","0.19","0.05","26.1","4.58","52.36","31.87",,,,,"0.16","0.13","0.28","0.29","0.01",,"0",,,"0.01","129.81",,,"0.03",,"18.16","0.31",,"1.05","1.05","65.02",,,,"57.13","57.13",,,,,,,"7.89","15.73",,"0.17","8.28","0.09","0.01","2.24","0.08",,"0.68","0.81","1.27",,"1.44",,,"0.01","0.67",,"17.71","17.71",,"17.71",,"21.82",,,,,,,"3.92","1.77","10.58",,,,"-0.17","-0.31","6.04",,,,,,"0.01",,,,,,,,,,"1.63",,,,,,,,,,,,,,,,,,,"0.29",,,,,"117.68","38.41",
"Lao People's Democratic Republic",,"480.36","291.48","40.37","148.51","2.7","23.7","2.36","0.4","0.96","0.04",,"1.55","11.09","22.93",,"2.38",,"0.56",,"72.42","55.1","19.26",,"6.15","3.28",,,,,,"-0.47","24.33","0.84","44.6","28.78",,,,,,,,"6.75",,,,,,,"0.17",,,"31.84",,,"1.61",,,,"15.47",,,,"15.47","15.47",,,,,,,,"10.62",,"0.31","1.38","0.4","0.07","2.2",,,"1.05",,"2.69",,,,,"0.68","1.84",,"78.62","78.62",,"78.62",,"15.02",,,,,,"4.29","4.25","3.36","7.04","0.66","0.15",,"-1.66","-3.06",,,,,,,"1.38",,"0.08",,,,,,,,,,,,"0.33",,,,"0.63",,,,,,,,,,,"0.29",,,,,"152.83","60.94",
"Lebanon",,"1303.04","847.67","25.88","429.49","7.03","13.76","1.78","4.81","69.01","0.79","6.64","1.85","10.09","190.71","0.11","0.17","1.14","4.64","38.63","13.38","2.07","0.77","28.28",,"63.28","4.9","0","0.19","0.05","9.58","9.13","20.53","148.32","203.06","177.51",,,,,,"0.03",,"20.57",,,"0.01","0",,"0.31",,,,"0.01",,"1.97","5",,,,"-2.29",,,,,,,,,,,,"-2.29","131.64",,"0.09","-0.22","0.79",,"0.18",,,"0.54","12.45","1.9",,,"112.64",,"2.75","0.52",,"25.47","25.47",,"25.47",,"97.16",,,"98.38",,,,,"0.76",,,,,,"-1.98",,,,"0.09",,"1.01","0.72",,,,"0.09","0.5",,"1.98",,,,,,,,,,,,,"1.95",,"0.04",,"0.25",,,,,"0.4",,,,,"673.19","461.43",
"Lesotho",,"145.66","79.19","-1.35","67.83","0.38","1.39","0.32",,"0.05",,,"0.1","-0.56","1.2",,,"0.05","0","0.03","1.64","0.1",,,"0.08","0.23",,,"0.05",,,"0.17","0.66","0.46","73.2","9.95",,,,,,,,"-1.78",,,,,,,,,,"0.05",,"0.66","0.84",,"-6.52","-6.52","1.14","1.14",,"1.14",,,,,,,,,,"9.54",,"0.23","1.66","0.58","0.56","1.11",,,"0.68",,"2.25",,,,,"1.23","1.25",,"23.3","23.3",,"23.3",,"30.42",,,,,,,"0.91","1.17","25.79",,,,,"2.56",,,,"0.02",,,"0.09",,,,,,,,,,,,,,,,,,,"0.27",,,,,,,,,,,,,,,"76.03","1.78",
"Liberia",,"631.59","407.03","10.11","214.45","6.92","1.14",,"0","3.46",,"0","0.79","0.08","33.07",,"0",,"4.43","0.44","25.47","0.02",,,,"22.91",,,,,"0.34","24.58","0.13","4.03","286.13","44.54",,,,,,"0.03",,"0.47",,,,,,,,,,"0.09",,"0.6","0.29",,"20.47","20.47","35.24","33.93","0.04","33.89",,,,,,,,,"1.31","21.63",,,"1.95","0.71","0.42","4.16",,,"1.78",,"5.21",,"2.68",,,"2.73","1.98",,"56.79","56.79",,"56.79",,"35.77",,,,,,"0.34","8.35","1.74","24.82",,"0.95",,,"-0.44",,,,"0.37",,,"1.92",,"1.92",,,,,"0.06",,,,,,,,,,,,"0.81",,,,,,,,,,"0.15","1.69",,,,"352.69","67.76","1.69"
"Libya",,"431.87","337.9","17.89","76.08",,"0.01","1.97","0.1","4.45","1.24","1.55","0.34","5.06","172.07",,"0.02",,"0.16","60.37","2.64","1.5","1.15","6.61",,"2.54","2.67",,,,"0.36","4.29","5.21","18.96","44.64","64.53",,,,,"0.12",,,,,,,"0.28",,"0.02",,,,"0",,"2.85","14.61",,,,"0.01",,,,,,,,,,,,"0.01","5.18",,"0.2",,"0.06",,"0.04",,,"0.79",,"1.05",,"0.87",,,"1.76","0.42",,,,,,,"6.36",,,,,"6.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"308.18","276.92",
"Macau (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar",,"779.04","249.93","8.48","520.63","4.14","0.68","0.04","2.4","2.39",,,"0.21","54.6","41.51",,"0.01",,"0.03","3.34","13.88","19.56","0.27",,,"9.94","0.03",,"0.02","0.03","-0.05","2.11","6.78","2.79","89.36","74.19",,,,,,"0.02",,"-1.42",,,,,,"0.03","8.89",,,"0.21",,"1.21","0.12",,"118.07","118.07","55.84","55.84","0","55.84",,,,,,,,,,"41.99",,"0.15","10.12","0.76","0.28","6.62",,,"3.74",,"13.02",,"3.31",,,"2.52","1.47",,"184.37","184.37",,"184.37",,"46.17",,,,,"10.96",,"13.34","2.26","21.02",,,,,"-1.4",,,,,,,"0.83",,"0.02",,,,,,,,,,,,"0.84",,,,,"2",,,,,,,,,,"0.45",,,,,"207.87","107.34",
"Malawi",,"1520.44","789.13","5.28","726.04","33.19","4.07","0.07","8.72","8.94",,"-0.08","0.99","0.3","67.38",,"0","3.81","22.76","1.19","41.1","5.73","0.2",,"0.2","57.82",,,,,"0.05","3","0.65","115.33","446.9","106.16",,,,,,"0.03",,"2.16",,,,,,,,,,"0.08",,"0.51","0.06",,"5.25","5.25","54.26","54.26","0.03","54.23",,,,,,,,,,"38.45",,"0.31","3.97","0.82","0.86","8.04",,,"1.84","5.62","11.76",,,,,"4.31","0.92",,"322.22","322.22",,"322.22",,"199.69",,,,,,,"9.72","4.37","172.01",,"2.38",,"-0.8","12.01",,,,"0.07",,,"16.47",,"2.37","3.17",,"1.45",,"0.09",,,,,,,,,,,,"6.7",,,,,,,,,"0.53","0.11","2.25",,,,"681.14","219.91","2.25"
"Malaysia",,"-29.25","-47.56","1.41","16.9","2.8","1.04","0.05",,"0.12",,"0.15",,"5.63","12.99",,"0.01",,,"0.01","-89.63","0.4",,,"0.24","0.34","0.01","0.01",,,"-0.25","0.79","0","16.9","3.65","1.38",,,,,,,,,,,"0",,,,,,,"0.12",,"1.27","0.01",,,,"0.14",,,,,,,,,,,,"0.14","8.58",,"0.33",,"0.23",,"0.24",,,"0.38","5.59","1.06",,,,,,"0.74",,,,,,,"6.81",,,,,,,,"6.22","0.59",,,,,,,,,"0.17",,,"0.04",,,,"0.27",,"0.76",,,,,,,,,,,,,,,,"1.45",,"0.12",,,,,,,,,,"-50.35","36.29",
"Maldives",,"46.48","7.72","7.77","30.98","0.04","1.17","0.06","-0.2","0.01",,,,"0.44","0.04",,"0",,,"1.22","4.47","0.08",,,"0.02",,,,,,,"0.03",,"0.3","0.08","1.84",,,,,,,,"1.09",,,"0",,,,,,,"0.08",,"0.09","6.19",,"-0.57","-0.57","11.48",,,,"8.98","8.98",,,,,,,"2.51","3.92",,,"0.4","0.08",,"0.35",,,"0.25",,"0.93",,,,,,"1.91",,"5.72","5.72",,"5.72",,"8.58",,,,,,"1.14",,"0.14",,,"3.23",,"-0.39","4.46",,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.56","1.88",
"Mali",,"1360.08","718.42","20.8","620.86","14.29","0.05","0.88","13.16","94.45","0.06","26.34","0.35","95.16","72.53",,"0",,"0.38","1.4","19.99","12.11","18.84","37.68",,"21.69","0.01","0.09",,,"10.62","39.33","31.1","3.45","218.72","210.44",,,,,,"0.01",,"0.11",,,"0.04",,,,,,,"0.02",,"1.74","16.57",,"27.8","27.8","82.97","82.4",,"82.4",,,,,,,,,"0.57","46.23",,"0.25","10.97","0.37","0.65","4.52",,,"2.71",,"19.33",,"3.53",,,"2.3","1.58",,"181.08","181.08",,"181.08",,"72.33",,,,,"6.91","1.26","18.73","5.45","43.55",,"0.11",,,"-3.68",,,,,,,"6.02",,"0.67",,,"2.74",,,,,"0.79","0.59",,,,,,,"0.91","0.86",,,,,,,,,"1.09","0.63",,,,,"505.7","320.29",
"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands",,"72.51","72.05","0.03","0.43","0.16","9.58",,,"0.02",,,,,"0.37",,,,,,"4.69","0.29",,,"0.26",,,,,,,,,"0.31","56.53",,,,,,,"0.02",,,,,,,,,"0.01",,,,,,,,,,"-0.99",,,,"-0.99","-0.99",,,,,,,,"0.39",,"0.07",,"0.18",,"0",,,,,,,,,,,"0.15",,"1.03","1.03",,"1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.16",,,,,"61.92","0.67",
"Mauritania",,"291.73","64.24","21.64","205.86","2.57","0.11",,"0.16","0.99",,,"0.15","16.03","18.65",,"0",,"0.37","2","12.73",,,"0.04",,,,"0.02",,,"2.22",,"0.3","0.08","10.38","29.54",,,,,,,,"11.24",,,,,,,,,,"0",,"1.16","2.25",,"8.75","8.75","9.84","11.73","0.04","11.69",,,,,,,,,"-1.9","23.54",,"0.66","2.96","0.42","0.13","1.65",,,"1.16","8.84","2.95",,,,,"3.96","0.81",,"46.84","46.84",,"46.84",,"87.35",,,"70.17",,,,"6.25","0.8","5.38",,"0.12",,,"4.64",,,,,,,"0.04",,"0.13",,,,,,,,,,,,,,,,,,"2.41",,,,,,,,,,,,,,"60.87","39.74",
"Mauritius",,"14.63","7.76","0.35","6.52",,"2.94","0.01",,"0.23",,,,"3.09","0.7",,"0.01",,,"0.01","-0.25","0.03",,,"0.07","-0.01",,,,,"0.02","0.5",,"0.41","0.01","-3.86",,,"0.01",,,"0.01",,,,,,,,"0.02",,,,"0.03",,"0.25","0.03",,,,"-0.1","-0.1","0.05","-0.15",,,,,,,,,,"1.37",,"0.3","-0.62","0.21",,"0.5",,,"0.09",,,,,,,,"0.89",,,,,,,"9.1",,,,,,,,"4.79","2.19",,"2.97",,"-0.18","-0.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.19","4.74",
"Mayotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico",,"754.61","692.78","4.73","57.1","32.93","0.69","2.46","0.06","3.92","0.02","2.16","0.26","188.84","277.58","0.02","0.12",,"0.03","0.47","8.82","1.62","0.01","0.14","0.28",,"0.04","0.09",,,"0.06","0.28","1.87","17.11","185.84","13.73",,,,,,"3",,,"0.01",,"0.01","0.02",,"0.04",,,,"0.2",,"0.55","0.92",,,,"15.11",,,,,,"15.11","15.11",,,,,,"6.58",,"0.43","0.01","2.06",,"0.2",,,"0.87",,"1.61",,,,,,"1.4",,,,,,,"21.68",,,,,,"14.12",,"7.17",,"0.39",,,,,,,,,,,"1.35",,,"1.07",,"0.75","4.27","3.28",,,,,,,"9.54",,"1.23",,,,,,"1.91",,"1.69","0.43",,"0.75","6.67",,,,,,"682.57","489.75",
"Micronesia",,"98.15","89.55",,"8.61","0.44","13.63",,,"0.02",,,,,,,,,,,"5.15","0.66",,,"0.35",,,,,,,,,"0.01","69.73","2.06",,,,,,,,,,,,,,,,,,,,,,,,,"-0.54",,,,"-0.54","-0.54",,,,,,,,"0.51",,,,,,,,,,,,,,,,,"0.51",,"5.2","5.2",,"5.2",,"1.38","1.25",,,,,,,,,,"0.13",,,,,,,,,,,,,,,,"0.19",,,,,,,,,,,,"0.25",,,,,,,,,,,,,,,,"74.91","0.01",
"Moldova",,"243.21","94.84","31.91","116.45","3.84",,"3.65","0.04","0.09","4.73","0.59","1.08","3.68","11.51","0.05","0.14",,,"0.29","5.53","0.26","0.03","0.31",,"2.84","2.1","0","0.89","0.03","0.12","13.54","15.64","0.28","27.43","121.38",,"0.05",,,"0.93","1.18",,,"0.1",,"0.16",,,"24.21",,,,"0",,"5.28",,,"-39.12","-39.12","1.28",,,,,,,,,,"1.28",,,"5.81",,"0.57","2.23","0.21","0.06","0.48","0",,"0.41",,"1.21",,,,,,"0.63",,"12.4","12.4",,"12.4",,"14.7",,,,"0.05",,,"0.46","1.13","10.78",,"0.08",,,,"2.21",,,,,,"2.37",,,,,,,,,,,,,,,,,,,,,,,,"1.18",,,,,"0.29",,,,,"48.79","43.06",
"Mongolia",,"765.59","590.57","4.06","170.96","1.21","8.05","4",,"4.92","1.46","0.21","0.49","2.04","8.35",,"0.91",,,"0.05","501.08","23.29","2.97",,"0.08","0.5","0.18",,"0.03",,"-0.93","0.01","18.79","0.58","13.5","13.84",,"0.04",,,,"0.02","0.02","-2.82",,,"0.04",,,"0.02","1.16",,,"0.3",,"5.96","-0.68",,,,"11.76",,,,"11.76","11.76",,,,,,,,"6.67",,"0.59","0.93","1.23",,"0.68",,,"0.78",,"0.98",,,,,,"1.47",,"129.58","129.58",,"129.58",,"9.11",,,,,"1.11","0.52","0","1.81","4.5","0.96","1.05",,"-0.88","0.03",,,,,,,"0.28",,,,,,,,,,,,,,,,,,,,"0.9",,,,,,,,"0.03",,,,,,"530.52","20.35",
"Montenegro",,"117.99","0.95","13.11","103.93","0.99",,"1.14","0.08","0.01","0.07",,,"-0.27","-5.44","0.02","0.16",,"0.02","0.14","0.16","0.03","0.06",,,"0.56","-0.77",,"0.01","1.4","-0.51","0.05","0.83","1.34","1.86","103.93",,,"0.02",,,"0.39",,"0.09",,,"0",,,,,,,"0",,"5.06","7.55",,,,"0.01",,,,,,,,,,"0.01",,,"3.37",,"0.4",,"0.2",,"0.14",,,,"1.5","0.85",,,,,,"0.3",,"-7.18","-7.18",,"-7.18",,"3.81",,,,"0.05",,,,"1.63",,,"0.15",,,,"1.98",,,,,,,,,,,,,,,,"0.11",,,,,,,,,,"0.88",,,,,,,,,,,,,,"-2.21","-2.5",
"Montserrat",,"36.27","35.4",,"0.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.4",,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,"0.71",,,,,,,,,"0.71",,,,"0.13",,,,"0.08",,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.4","35.4",
"Morocco",,"2427.65","867.26","1114.44","445.94","2.96","0.01","0.38","16.01","5.53","0.08","1.59","0.21","337.11","348.43","0","0.31",,"0.01","-4.11","77.18","6.91","0.1","1.1",,,"0.02","4.83",,"0.02","15.86","0.26","8.69","7.35","39.4","666.78",,,,,,"0.04",,"144.53",,,"0",,,"0.07",,,,"0.05",,"2.03","439.45",,,,"-5.17","-1.31","0.26","-1.57",,,,,,,,,"-3.86","6.91",,"0.48","-2.06","0.37","0.49","0.36",,,"0.73","4.01","1.84",,,,,,"0.7",,,,,,,"-222.58",,,"-253.53",,,"3.08",,"3.18","7.46",,"10.49",,,"6.75",,,,"0.05",,,,,,,"0.08",,,,,,,,,,,,,,,"0.67","2.16",,,,,,,,,,,,,,"810.89","729.54",
"Mozambique",,"1806.09","1199.72","18.55","587.83","21.75","9.84","4.65","18.53","39.54","0.03","42.57","17.11","1.88","55.65",,"0","3.08","29.67","22.42","148.61","36.64",,"35.07","0.08","36.31","0.01","25.33",,,"13.66","55.28","26.13","74.07","503.53","88.67",,,,,,,,"1.08",,,,,,,"8",,,"0.24",,"0.73","0.93",,"-31.95","-31.95","44.96","46.6","0.04","46.56",,,,,,,,,"-1.64","47.49",,"0.62","11","0.42","1.06","6.33",,,"3.02","3.08","18.12",,,,,"2.83","1.01",,"212.43","212.43",,"212.43",,"226.23",,,,,"2","22.87","37.31","0.73","163.3","0.54",,,"-1.21","0.71",,,,,,,"11.21",,"2.04",,,"1.49",,,"2",,,,,,"0.1","1.13",,,,"1.56",,,,,"2.2",,,,"0.03",,,,,,"845.71","395.96",
"Myanmar",,"1542.34","1061.54","12.37","468.43","21.27","68.24","0.32","0.11","19.26","0.88","31.44","11.9","4.16","40.08",,"0.02",,"2.87","7.18","379.07","74.64","3.81","3.79","8.96","30.36","1.08",,,,"0","36.46","41.71","155.69","139.52","77.69",,,,,,"0.14",,,,,"0.03",,,,"0.17",,,"8.07",,"4.02","0.04",,,,"14.96",,,,"14.62","14.62",,,,,,,"0.34","33.07",,"0.46","2.63","1.63","0.75","6.44",,,"2.05",,"15.05",,"1.28",,,"0.16","2.62",,"204.11","204.11",,"204.11",,"138.59",,,,,"6.53",,"22.89","3.78","105.5","0.5",,,,"-0.61",,,,,,,"7.48",,"0.75",,,"0.25","0.04","0.01",,,"5.64","1.86",,,,,"0.2",,"1.48",,,,"0.25",,"1.45","0.56",,,"0.03","0.1",,,,"1.17","744.95","299.8","1.17"
"Namibia",,"190.45","128.09","1.16","61.2","0.45","0.52","0.01","0.02","0.19","0.06",,"2.4","31.6","36.5",,"0.09",,,"0.05","-4.6","0.11",,,"0.03","0.59","0","0.38",,,"-0.36","1","0.23","0.81","58.43","-1.79",,,"0.01",,,,,"-0.99",,,,,,,"1.5",,,"0",,"0.64",,,,,"-0.8","-0.8","0.28","-1.08",,,,,,,,,,"5.71",,"0.35",,"0.51","0.6","0.73",,,"0.72",,"1.49",,,,,,"1.3",,,,,,,"58.08","4.12",,,,,,,"2.55","47.74",,"3.76",,"-0.09",,,,,"0.02",,,,,"0.21",,,,,,,,,,,,,,,,,,"0.22",,,,,,,,,,,,,,"123","72.57",
"Nauru",,"25.76","23.54","0.08","2.14",,"21.35",,,"0.01",,,,,,,,,,,"0.44","0.14",,,"1.61",,,,,,,,,,,"0.27",,,,,,"0.08",,,,,,,,,,,,,,,,,,,"1.73",,,,"1.73","1.73",,,,,,,,"0.13",,,,,,"0.06",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.45",,
"Nepal",,"1269.65","631.4","3.74","634.51","9.09","19.32","1.84","0.53","12.68","0.19","19.11","22.76","0.8","44.64",,"0.02",,"0.48","2.83","97.41","16.57","2.98","0.04","0.75","32.29","0.41","0",,,"0.06","1.82","37.76","129.13","186.97","94.88",,,,,,"0.14",,"0.05",,,,,,"0","0.25",,,"0.19",,"0.32","1.85",,"-12.36","-12.36","199.69",,,,"199.59","199.59",,,,,,,"0.1","39.02",,"0.39","7.99","1.04","0.38","6.48",,,"2.45","5.1","8.08",,"-0.02",,,"4.57","2.56",,"250.56","250.56",,"250.56",,"62.72",,,,,"4.79","9.71","10.65","1.92","22.67","0.61","0.47",,"-0.25","12.16",,,,,,,"3.19",,"0.22",,,,"0.86","0.33",,,,,,,,,,,"2.8",,,,,,"0.4",,,"0.4","0.33","0.57",,,,,"474.45","227.66",
"Netherlands Antilles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua",,"562.59","181.77","14.8","366.02","1.49","0.02","1.71","2.14","8.27","0.01","0","0.47","0.74","10.83",,,,"1.31","3.14","15.31","35.56","11.25","0.14",,"4.02","0.01","0.01",,,"12.3","1.87","21.33","0.34","51","23.53",,,,,,,,,,,,,,,"14.01",,,"0.02",,,,,"-21.63","-21.63","254.04",,,,,,"254.04","254.04",,,,,,"14.24",,"0.57","8.65","0.26","0",,,,"0.81",,"1.28",,,,,"1.21","1.46",,"67.15","67.15",,"67.15",,"28.7",,,,,,,"1.76","1.35","9.04",,,,"0.36","16.18",,,,,,,"0.44",,,,,,,"0.44",,,,,,,,,,,"0.46",,,,,,,,,,,"0.15",,,,,"89.63","46.26",
"Niger",,"1224.7","427.37","10.72","786.61","12.27","0.04","0.66","20.62","13.35",,"7.37",,"66","38.32",,"0",,"2.86","79.17","14.55","0.86","30.05","2.82",,"19.55",,"0.07",,,"14.8","6.36","33.25","0.18","76.5","241.34",,,,,,"0.02",,"-1.28",,,,,,,,,,"0.01",,"9.59","1.95",,"32.42","32.42","35.96","27.36","0.02","27.34",,,,,,,,,"8.6","64.83",,"0.49","12.07","0.26","0.36","7.31",,,"2.96",,"27.15",,"6.53",,,"6.1","1.61",,"313.15","313.15",,"313.15",,"98.91",,,,,"10.06","16.43","26.13","2.97","36.7",,,,,"6.62",,,,,,,"7.93",,"0.12",,,"1.97",,,,,,,,,,,,,"0.96","0.21",,,,,,,,,"1.09",,,,,,"288.07","269.28",
"Nigeria",,"3358.96","1742.86","2.26","1613.84","195.96","8.78","0.9","10.85","56.47","0.27","1.32","2.51","77.04","290.39",,"1.37",,"4.15","3.99","22.94","8.65","0.65","20.31","1.92","34.37","0.19","0.01",,,"1.97","29.63","16.09","421.32","726.78","277.92",,,,,"0.05","0.17",,,,,"0.02","0.02",,"0.08",,,,"0.09",,"1.1","0.27",,,,"44.64","40.92","0.43","40.49",,,,,,,,,"3.72","123.59",,"0.47","30.84","0.67","2.22","5.24",,,"6.1",,"55.02",,,,,"18.51","4.51",,"732.99","732.99",,"732.99",,"434.7",,,,,"31.89",,"114.2","2.24","286.37",,,,,,,,,"0.14",,,"153.15",,"0.31","13.79","0.23","0.19",,"7.86",,,,,,,"14.66",,,,,"2.79",,,,,,"1.17",,,"0.33","1.33",,,,,"1598.93","866.87",
"Niue",,"14.78","13.83",,"0.94",,"1.75",,,"0.01",,,,,,,,,,,"0.1","0",,,"11.96",,,,,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.12",,,,,,"0.07",,,,,,,,,,,"0.05",,,,,,,"0.39",,,,,,,,"0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.11",,
"North Macedonia",,"149.95","52.42","13.48","84.04",,"0","2.26","0","0.01","1.46","0.03","0.1","1.79","-2.43","0.06","0.14",,,"-0.91","-3.85",,"0.15","0.32",,"1.84","0.07","0.02","0.22","3.54","-0.35","0.26","20.51","2.52","24.67","81.23",,"0.07","0",,,,"0.06",,,,"0",,,"0.19",,,,,,"13.16",,,,,"6.28",,,,,,,,,,"6.28",,,"3.75",,"0.33","-0.56","0.18",,"0.33",,,"0.3","1.36","1.03",,,,,,"0.78",,"-14.81","-14.81",,"-14.81",,"7.59",,,,,,,,"0.18","0.81",,,,,,"6.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.79","9.25",
