Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Madagascar",,"621.58","263.54","8.69","349.36","0.2","0.18","0.03","2.32","2.44",,,"0.16","51.13","51.3",,"0",,"0.14","3.86","8.48","9.37","0.17",,,"7.47",,,,,"-0.05","0.81","8.67","0.87","116.18","75.35",,,,,,,,"-1.43",,,,"0",,"0.02","9.89",,,"0.09",,"0.44","-0.12",,"28.94","28.94","30.08","30.08","0","30.08",,,,,,,,,,"38.56",,"0.27","8.94","1.12","0.54","8.73",,,"3.97",,"10.22",,"0.21",,,"3.53","1.02",,"127.7","127.7",,"127.7",,"48.73","1.12",,,,,,"19.24","8.24","21.12",,,,,"-0.99",,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.26","110.75",
"Malawi",,"1241.61","700.98","6.78","533.85","17.63","3.02","0.1","3.52","15.96",,"0","0.84","0.02","50.18",,"0","4.54","21.59","0.81","20.52","3.01","0.55",,"0.1","62.75",,,,,"0.05","3.85","0.7","138.64","370.22","82.17",,,,,,,,"2.21",,,"0.01","0.01",,,,,,"0.08",,"0.17","3.97",,"50.55","50.55","45.89","45.68","0.06","45.63",,,,,,,,,"0.21","44.7",,"0.14","6.96","0.62","1.02","7.8",,,"2.23","0.46","11.81",,,,,"12.65","0.99",,"149.69","149.69",,"149.69",,"160.84",,,,,,,"23.48","6.31","130.8",,,,"-0.79","1.04",,,,"0.04",,,"12.71",,"3.07",,,"1.71",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",,"596.36","220.15","0.1"
"Malaysia",,"-51.82","-63.86","0.73","11.31","0.53","1.22","0.11",,"0.04","0.02","0.42","0.01","5.33","11.36",,"0.01",,,"0.02","-94.38","0.37",,,"0.28","0.46",,"0.01",,,"-0.12","0.6","0.04","5.75","4.57","0.91",,,,,,,,,,,"0.11",,,,,,,"0.14",,"0.46","0.02",,,,"0.13",,,,"0.1","0.1",,,,,,,"0.03","2.69",,"0.4",,"0.21","0","0.32",,,"0.45",,"0.79",,,,,,"0.5",,,,,,,"7.59",,,,,,,,"6.55","1.03",,,,,,,,,"0.42",,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,"0.11",,,,,"-67.3","23.53",
"Maldives",,"22.71","13.71","-5.48","14.49",,"2.98","0.13","-0.2","0.08",,,,"0.52","0.03",,"0",,,"0.88","7.54","0.12",,,"0.04","0",,,,,,"0.03",,"0.19","1.37","1.06",,,,,,,,"-0.38",,,"0",,,,,,,"0.07",,"0.13","-1.1",,"-0.57","-0.57","7.15",,,,"7.39","7.39",,,,,,,"-0.23","4.09",,,"0.86","0.06",,"0.49",,,"0.27",,"0.86",,,,,,"1.55",,"1.88","1.88",,"1.88",,"0.87","0.48",,,,,,,"0.78",,,,,"-0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.61","1.58",
"Mali",,"1205.16","666.93","6.5","531.73","9.12","3.36","0.05","22.54","87.41","0.03","38.63","0.5","59.99","68.64",,"0",,"0.84","2.22","9.24","15.85","17.93","34",,"17.26","0.01","0.04",,,"10.93","32.36","33.4","3.39","208.31","247.18",,,,,,,,"6.5",,,"0.01",,,"0.08",,,,"0.06",,"2.53","0.13",,"41.47","41.47","37.81","31.43",,"31.43",,,,,,,,,"6.38","42.8",,"0.12","8.96","0.29","0.42","5.26",,,"2.93",,"19.18",,"3.6",,,"0.71","1.32",,"94.62","94.62",,"94.62",,"67.85",,,,,,"0.08","34.71","4.87","26.61",,"0.1",,,"1.47",,,,,,,"5.2",,,,,"3.54",,,,,,,,,,,,,"0.38",,,,,,,,,,,,,,,,"439.2","292.09",
"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands",,"12.56","12.89","0.44","-0.76",,"1.34",,,"0.16",,,,,"0.02",,,,,"0.16","3.87","0.17",,,"0.27",,,,,,,,,,"6.9","0.24",,,,,,"0.11",,,,,,,,,,,,"0.02",,,"0.3",,,,"-1.91",,,,"-1.91","-1.91",,,,,,,,"0.42",,"0.17",,"0.12",,,,,,,,,,,,,"0.13",,"0.5","0.5",,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.11","0.18",
"Mauritania",,"307.29","68.12","75.12","164.05","0.39","0.01",,"0.38","0.06",,,"0.14","18.15","16.49",,"0",,"0.22","1.76","15.58","0.01",,,,"0.09",,"0.01",,,"2.66",,"0.44",,"12.12","26.94",,,,,,,,"10.54",,,,,,,,,,,,"0.83","47.32",,"-10.27","-10.27","10.28","1.7","0.02","1.68",,,,,,,,,"8.57","25.26",,"0.72","2.51","0.35","0.14","1.83",,,"1.01","9.04","3.14",,,,,"5.22","1.31",,"59.56","59.56",,"59.56",,"52.29","1.92",,"42.26",,,,"1.97","5.8","3.61",,,,,"-3.27",,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,"0.34",,,,,,,,,,,,,,"64.15","39.81",
"Mauritius",,"42.34","7.78","0.29","34.26",,"0.66","0",,"0.06",,,,"4.84","0.43",,,,,,"1.38","0",,,"0.07",,,,,,,,,"0.26","0.06","31.07",,,,,,,,,,,,,,"0.03",,,,"0.02",,"0.12","0.12",,,,"-0.14","-0.14","0","-0.15",,,,,,,,,,"1.12",,"0.32","-0.44","0.14",,"0.6",,,"0.08",,,,,,,,"0.41",,,,,,,"2.22",,,,,,,,"1.63","0.77",,,,"-0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.04","5.54",
"Mayotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico",,"809.34","642.02","2.24","165.08","7.6","0.41","2.16","0.01","3.21","0.01","1.89","0.35","147.49","327.81","0.02","0.12",,"0.04","0.35","6.16","0.33",,"0.11","0.13","0","0.04","0.09",,,"-0.8","0.38","0.76","15.47","135.48","121.24",,,,,,"0.8",,"0.23","0.01",,"0.01",,,"0.03",,,,"0.04",,"0.56","0.56",,,,"9.46",,,,,,"9.46","9.46",,,,,,"4.89",,"0.28","0.59","1.59","0.01","0.18",,,"0.85",,"1.39",,,,,,,,,,,,,"29.49",,,,,,"7.28",,"21.61",,"0.57","0.04",,,,,,,,,,"4.34",,,,,"0.28",,,,,,,,,,,"0.02",,,,,,"2.55",,,,,,,"0.42",,,,,"635.97","495.53",
"Micronesia",,"50.83","37.32","1.81","11.7","0.5","1.24","0.01",,"0.16",,,,"0","0.03",,,,,,"5.74","0.32",,,"0.28",,,,,,,,,,"29.54","0.01",,,,,,,,,,,,,,,,,,"0.02",,,"1.79",,,,"1.22",,,,"1.22","1.22",,,,,,,,"0.49",,,,,,,,,,,,,,,,,"0.49",,"8.84","8.84",,"8.84",,"1.13",,,,,,,,"0.94",,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,"35.47","0.04",
"Moldova",,"262.05","93.47","33.54","135.04","3.24","0.06","5.19","0","0.13","4.08","0.11","1.14","3.84","11.75","0.04","0.15",,"0.06","0.32","2.72","0.9","0.03","0.32",,"5.35","2.14",,"0.46","0.03","0.03","13.14","14.34","0.28","26.85","112.57",,"0.04",,,"0.83","0.72",,,"0.11",,"0.23",,,"28.24","1.26",,,,,"2.1",,,"-38.58","-38.58","2.59",,,,,,,,,,"2.59",,,"4.73",,"0.01","1.23","0.16","0.06","0.58",,,"0.46",,"1.14",,,,,,"1.07",,"41.31","41.31",,"41.31",,"12.42",,,,"0.05",,,"0.03","2.53","7.62",,,,,,"2.19",,,,,,"2.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.55",,,,"45.89","43.12","0.55"
"Mongolia",,"325.67","289.45","1.22","34.99","0.22","5.85","3.13",,"5.9","2.15",,"0.4","1.96","20.27","0","0.91",,,"0.02","175.28","41.41","2.9",,"0.19","0.46","0.27",,"0.04",,"-0.95","0.24","21.51","0.49","7.04","13.41",,,,,,,"0.2","-2.55",,,,,,"0.02","0.21",,,"0.03",,"4.03","-0.72",,,,"7.63",,,,"7.63","7.63",,,,,,,,"6.85",,"0.56","1.24","0.79","0","0.58",,,"1.06",,"1.46",,,,,,"1.15",,"2.05","2.05",,"2.05",,"5.05","0.51",,,,,,"-0.06","2.23","2.31","0.94",,,"-0.88",,,,,,,,"0.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210.95","31.82",
"Montenegro",,"85.73","23.26","6.57","55.89","0.15","0.02","1.08","0","0.03","0.1",,,"-0.23","16.66","0.02","0.22",,"0.01","0.21","1.12",,"0.11",,,"0.59","-0.74",,"0.58","1.36","-1.61","0.05","0.02","0.79","2.86","55.84",,,,,,,,"0.55",,,,,,"0","0",,,"0.01",,"6.71","-0.7",,,,,,,,,,,,,,,,,"3.3",,"0.1",,"0.06",,"0.35",,,,"1.67","0.96",,,,,,"0.15","0","-6.36","-6.36",,"-6.36",,"3.11",,,,"0.05",,,,"0.98","0",,,,,,"2.08",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,,,"21.44","18.62",
"Montserrat",,"38.75","38.51",,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.51",,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,,,,"0.03",,,,"0.15",,,,"0.08",,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.51","38.51",
"Morocco",,"2062.31","942.27","488.54","631.5","-0.01","0.02","0.24","22.21","8.76","0.09","0.24","0.21","303.28","462.82","0.01","0.31",,,"-1.46","82.79","5.35","0.01","0.7",,"0.19","0.02","6.6",,"0.02","8.44","0.23","7.82","4.26","29.13","627.99",,,,,,"0.06",,"250.06",,,,"0.02",,"0.08",,,,"0.02",,"1.59","166.74",,,,"2.41","-0.14","1.41","-1.56",,,,,,,,,"2.55","6.17",,"0.69","-2.71","0.43","0.46","0.5",,,"0.93","3.28","1.69",,,,,,"0.89",,,,,,,"-5.07",,,"-46.52",,,"17.48",,"7.07","8.23","0.21",,,,"8.46",,,,,,,"-0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"889.57","808.21",
"Mozambique",,"1533.77","1054.93","12.19","466.66","19.6","2.17","5.74","16.95","38.61","0.02","36.03","16.69","31.49","80.56",,"0","2.96","30.1","6.69","89.47","46.01",,"33.56","0.04","28.5",,"24.12",,,"9.3","67.33","25.58","73.59","389.41","-65.64",,,,,,,,"-1.19",,,,,,,"8",,,"0.08",,"0.19","0.48",,"-32.94","-32.94","68.03","63.23","0.05","63.18",,,,,,,,,"4.81","50.26",,"0.48","11.26","0.48","1.2","6.71",,,"3.87","2.75","16.47",,,,,"5.29","1.74",,"230.86","230.86",,"230.86",,"216.08",,,,,,"4.45","27.56","4.07","182.04",,,,"-1.76","-0.29",,,,,,,"13.65",,"4.72",,,"1.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"709.82","432.17",
"Myanmar",,"1536.66","1067.16","12.8","456.7","7.37","46.47","0.14","0.23","15.43","0.68","6.91","14.33","3.68","36.59",,"0.03",,"1.75","3.4","506.82","44.42","2.14","1.72","6.17","30.01","0.2",,,,"0.01","30.89","39.52","144.29","131.33","126.78",,,,,,"0.05",,"0.45",,,,"0",,,,,,"9.15",,"1.85",,,,,"21.57",,,,"21.57","21.57",,,,,,,,"41.62",,"0.34","2.26","1.27","0.97","8.44",,,"3.1",,"17.99",,"1.68",,,"1.21","4.32","0.03","128.33","128.33",,"128.33",,"138.4","2.4",,,,,,"19.66","4.32","113.88",,,,,"-1.86",,,,,,,"4.05",,,,,,,,,,,"1.54",,,,,"0.94",,"0.56",,,,"0.05",,,,,,,"0.23",,,,,"841.55","246.99",
"Namibia",,"170.19","129.94","-0.23","40.48","1.22","0.26","0.03","0.05","0.47","0.05",,"2.8","-1.4","73.88",,"0.09",,"0.02","0.01","-5.64","0.27","0.09",,"0.23","0.63",,"0.35",,,"-1.37","1.06","0.27","0.18","57.61","8.41",,,,,,,,"-1",,,,,,,,,,,,"0.77",,,,,"-0.15","-0.15","0.61","-0.76",,,,,,,,,,"5.23",,"0.18",,"0.45","0.65","0.55",,,"0.9",,"1.27",,,,,,"1.23",,,,,,,"26.98",,,,,,,,"3.1","23.97",,,,"-0.09",,,,,"0.04",,,"0.08",,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.11","75.85",
"Nauru",,"22.68","17.97","0.33","4.38",,"14.25",,,,,,,,,,,,,"0.2","2.19","0.35",,,"0.98",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,"0.01",,,"0.07",,,"0.25",,,,"3.83",,,,"3.83","3.83",,,,,,,,"0.01",,,,,,,,,,,,,,,,,"0.01",,,,,,,"0.53",,,,,,,,"0.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.39","0.2",
"Nepal",,"1064.5","570.33","3.46","490.71","6.67","16.49","1.84","0.32","12.41","0.33","12.89","25.93","-0.33","35.02",,"0.01",,"0.38","1.87","65.13","15.65","2.81","0.24","1.04","30.72","0","0",,,"0.13","1.21","47.73","139.04","159.49","100.77",,,,,,"0.08",,"0.3",,,,,,"0","0.2",,,"0.08",,"0.25","1.39",,"-17.84","-17.84","130.05",,,,"129.83","129.83",,,,,,,"0.23","44.86",,"0.43","14.51","0.78","0.43","6.4",,,"3.51","4.58","7.8",,"1.79",,,"1.36","3.27",,"188.37","188.37",,"188.37",,"44.49",,,,,,,"16.61","4.78","15.99","0.14",,,"-0.62","7.59",,,,,,,"2.6",,"0.22",,,,,,,,,,,,,,"0.04",,"3.39",,,,"0.25",,,,,,,"0.17",,,,,"412.63","221.67",
"Netherlands Antilles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua",,"430.98","176.44","12.51","242.03","0.71","0.15","3.93","2.45","10.44","0.02","0.26","0.7","0.81","12.49",,"0",,"1.33","0.29","22.57","25.22","9.4","0.06",,"4.54",,,,,"11.7","2.28","24.61","0.02","43.18","58.39",,,,,,,,,,,,,,,"12.04",,,,,,,,"-29.05","-29.05","131.09",,,,,,"131.09","131.09",,,,,,"6.98",,"0.26","3.62","0.41","0","-0.03",,,"0.95",,"1.22",,,,,"0.54",,,"48.96","48.96",,"48.96",,"25.66",,,,,,,"2.56","2.67","11.12",,,,"0.6","8.71",,,,,,,"0.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.8","45.74",
"Niger",,"952.48","371.52","14.7","566.27","14.64","0.26","0.11","21.99","10.51",,"14.54","1.11","73.22","42.44",,"0",,"3.42","1.59","10.74","0.55","24.04",,,"14.54",,,,,"7.42","8.4","30.61",,"106.04","231.03",,,,,,,,"0.15",,,,"0.01",,"0.02",,,,,,"11.91","1.34",,"10.26","10.26","15.92","17.02","0","17.01",,,,,,,,,"-1.09","57.88",,"0.22","10.64","0.74","0.39","7.72",,,"3.22",,"20.2",,"2.72",,,"10.74","1.3",,"201.5","201.5",,"201.5",,"49.67","1.38",,,,,"1.93","23.32","3.81","21.68",,,,,"-2.44",,,,,,,"8.5",,,,,"2.18",,,,,,,,,,,,,"3.96",,,,,,,,,,,,,,,,"244.54","198.27",
"Nigeria",,"2498.19","1227.3","1.97","1268.93","144.53","1.68","0.93","3.55","35.04","0.04","5.2","1.94","58.98","72.29",,"1.19",,"3.57","0.09","16","5.31","0.83","7.88","0.31","15.67","0.05","0.02","0.01",,"0.4","24.32","11.12","431.29","529.58","155.93",,,,,,"0.15",,,,,,"0.01",,"0.09",,,,"0.01",,"0.74","0.97",,,,"35.18","48.32","0.2","48.12",,,,,,,,,"-13.15","100.67",,"0.51","19.6","0.52","2.39","9.69",,,"5.97",,"57.92",,,,,"1.39","2.67",,"649.83","649.83",,"649.83",,"327.31",,,,,,"1.3","128.42","5.43","192.16",,,,,,,,,"0.35",,,"143.26",,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.52",,,,,"1143.26","612.58",
"Niue",,"13.69","12.61",,"1.07",,"2.58",,,,,,,,,,,,,,"0.24","0.02",,,"9.71",,,,,,,,,,"0.06","0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.09",,,,,,"0.05",,,,,,,,,,,"0.04",,,,,,,"0.98",,,,,,,,"0.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.3",,
"North Macedonia",,"168.35","51.88","19.87","96.6","0.65","0.01","2.6",,"0.03","1.09","0.04","0.11","2.43","-1.37","0.05","0.21",,"0.02","-0.85","-3.9","0.06","0.12","0.05",,"1.88","0.07","0.03","0.18","3","-0.36","0.42","22.07","2.48","21.41","99.68",,"0.21",,,"0",,,,,,"0.02",,,"0.3","0.37",,,,,"18.96",,,,,"-0.48",,,,,,,,,,"-0.48",,,"3.95",,"0.58","-0.4","0.09",,"0.57",,,"0.29","1.35","0.64",,,,,,"0.84",,"-14.1","-14.1",,"-14.1",,"7.55",,,,,,,,,"1.19",,,,,,"6.36",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"0.64",,,,,,,,,,,,,,"20.24","10.32",
"Northern Mariana Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan",,"2961.11","1718.1","55.57","1187.43","74.24","30.33","2.08","0","41.65","0.01","4.96","0.44","20.02","130.77",,"0.28",,"0.71","11.81","192.65","3.24","0.55","4.07",,"12.91","0.04","0.02",,,"1.04","12.37","18.5","624.36","605.31","141.22",,,,,,,,"8.42",,,"0.01",,,"0.04",,,,"0.07",,"4.66","30.45",,,,"143.5",,,,"141.55","141.55",,,,,,,"1.95","80.9",,"0.48","13.25","1.35","0.68","4.92",,,"5.76","17.93","32.33",,,,,"2.05","2.14",,"619.52","619.52",,"619.52",,"202.3",,,,,,,"126.97","7.19","64.38",,"0.17",,"-0.57","4.16",,,,,,,"72.79",,,,,,,,,,,"0.35",,,,,"0.89",,,,,,,,,,,,,"0.2",,,,,"1626.56","813.52",
"Palau",,"17.8","13.02","0.02","4.76",,"1.22",,,,,"0.02",,,"0.01",,,,,"0.06","10.48","0.19",,,"0.1",,,,,,"0.01","0.04",,,"0.89",,,,,,,,,"0.02",,,,,,,,,,,,,,,,,"3.41",,,,"3.41","3.41",,,,,,,,"0.1",,"0.07",,,,,,,,,,,,,,,"0.03",,,,,,,"1.25",,,,,,,,"1.21",,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.44","0.14",
"Panama",,"22.61","-1.4","0.32","23.69","0.23","0.04","0.03",,"0.32","0.04",,"0.01","0.32","0.79",,"0",,,"0.07","-9.28","-0.91",,,,,,,,,"-2.04","0.02","0.22","1.16","7.82","8.47",,,,,,"0.31",,,,,,,,,,,,"0.01",,,"0.01",,,,"3.28",,,,,,"3.28","3.28",,,,,,"9.47",,"0.14",,"0.24","0","0.18",,,"0.38","6.96","0.93",,,,,"0.63",,,,,,,,"2.48",,,,,,,,"2.13","0.35",,,,,,,,,,,,"0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.19","0.38",
"Papua New Guinea",,"531.58","423.89","0.2","107.49","1.03","338.53","0.34","0","0.33",,,,"0.08","1.47",,,,,,"44.4","1.14",,,"23.29","1.35","0.02",,,,,,,"1.06","11.88","15.67",,,,,,"0.06",,,,,,,,,,,,"0.01",,"0.12","0.01",,,,"21.55",,,,"21.55","21.55",,,,,,,,"14.28",,"0.18","3.52","0.12","1.14","1.21",,,"1.41",,"1.5",,"3.41",,,,"1.79",,"31.08","31.08",,"31.08",,"24.91","0.99",,,,,,"1.72","2.9","17.54",,,,,"1.76",,,,,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23",,,,,"59.2","2.97",
"Paraguay",,"88.54","28.42","0.2","59.92",,"0.11","0.18","0.03","0.68","0.02",,"0.25","0.68","2.57",,"0",,"0","0.58","-3.7","8.09","0.12","0.03","0.1","0.7","0.01",,,,"2.8","1.72","0.55","0.16","12.73","40.62",,,,,,"0.13",,,,,,,,,,,,"0.02",,"0.05",,,,,"7.61",,,,,,"7.61","7.61",,,,,,"3.69",,"0.42","-0.39","0.78","0","0.56",,,"0.86",,"1.46",,,,,,,,,,,,,"8",,,,,,,,"2.92","3.3",,,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.7","9.17",
"Peru",,"320.2","244.77","0.33","75.1","0.9","0.66","0.64","16.18","28.48","0.18","0.97","1.24","27.76","42",,"0",,"0.54","3.04","-55.97","10","1.59","-0.61","0.45","11.53","0.03","0.05","0.02",,"8.21","2.33","29.78","4.03","111.64","40.18",,,,,,"0.15",,,"0.01",,,,,"0.01",,,,"0.03",,"0.09","0.04",,,,"9.12",,,,,,"9.12","9.12",,,,,,"4.42",,"0.56",,"0.48","0.61","0.67",,,"0.74",,"1.38",,,,,,,,,,,,,"21.38","2.98",,,,,"0.13",,"8.16","9.4","0.7",,,,,,,"0.17",,,,"0.53",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,"160.98","108.21",
"Philippines",,"283.65","268.77","4.21","10.67","6.89","53.83","1.18","4.6","13.93","0.06","0.05","0.49","45.61","33.11",,"0.06",,"0.3","3.5","-210.6","59.95","1.57","0.44","3.05","1.23",,,,,"1.1","5.73","1.88","7.65","240.06","42.33",,,,,,"0.06",,"-1.2",,,,"0.03",,"0",,,,"0.12",,"2.76","2.2",,,,"-92.47",,,,"-92.49","-92.49",,,,,,,"0.01","17.79",,"0.38","1.68","1.5","0.33","1.37",,,"3.78","1.62","3.61",,"1.1",,,"0.99","1.43",,"-10.35","-10.35",,"-10.35",,"53.37",,,,,,,,"7.01","37.98","1.86",,,"-0.28","6.8",,,,"0.04",,,"5.89",,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,"0.62",,,,,"133.26","105.44",
"Qatar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
