Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","981.98","450.82","1.66","529.5","10.51","0.9","7.06","11.57","26.18",,"42.57",,"78.54","43.78",,,,"0.07","4.87","40.33","0.71","16.92","53.88",,"0.76","0.21",,,"0.05","3.03","37.64","30.15","0.82","50.78","143.74",,,,,,"0.03",,"-1.73",,,,,,"0.03",,,,"0.01",,"1.92","1.39",,"16.56","16.56","88.37","86.86","0.03","86.83",,,,,,,,,"1.51","31.34",,"0.19","2.24",,"0.78","4.25",,,"3.26",,"16.57",,,,,"2.83","1.22",,"219.24","219.24",,"219.24",,"30.26",,"-0.92",,,,,"5.44","3.31","22.95",,,,,"-0.52",,,,,,,"10.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245.3","301.01",
"Burundi","","572.24","268.8","0.52","302.92","1.22","0.93","0.86","63.85","2.82",,"1.98","0.62","13.56","32.9","0.08",,,"1.67","2.67","21.2","0.21","1.14","19.64",,"17.33","0.09",,,"0.05","0.2","6.61","15.26","17.72","47.41","87.48",,,,,,"0.03",,,,,,,,"0.06",,,,"0.1",,"0.03","0.3",,"18.58","18.58","23.3","23.3",,"23.3",,,,,,,,,,"33.65",,,"7.55",,"1.13","8.14",,,"1.83",,"9.97",,"0.66",,,"3.18","1.19",,"95.12","95.12",,"95.12",,"44.79",,"-0.38",,,,,"13.65","1.39","21.25",,,,,"8.88",,,,,,,"1.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138.28","163.64",
"Cabo Verde","","251.37","220","-0.76","32.13",,"0.22","0.43","0.32","0.11",,,,"1.75","0.21","0.01",,,,"0.53","26.54",,"15.21","2.39",,"0.02",,"146.73",,"0.03","15.46",,"1.19","0.03","8.82","27.96",,,,,,"0.01",,"-0.77",,,,,,,,,,,,,,,"-2.73","-2.73","-0.67","-0.67",,"-0.67",,,,,,,,,,"4.52",,,"0.52",,"0.08","0.55",,,"1.27",,"1.23",,,,,"-0.06","0.93",,"-1.98","-1.98",,"-1.98",,"5.03",,"-0.63",,,,,,"1.66","2.28",,,,"-0.06","1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.99","183.1",
"Cambodia","","691.95","496.29","8.73","186.93","5.61","71.55","0.59","7.16","18.15","0.96","9.65","3.08","25.67","10.11",,,,"2.99","1.46","134.21","62.23","0.2","0.25","2.88","9.03","0.02",,,,"21.15","28.53","7.58","6.1","72.74","52.55",,,,,,"0.02",,"0.39",,,,,,,,,,"8.14",,"0.01","0.17",,,,,,,,,,,,,,,,,"25.47",,,"1.78",,"1.31","5.49",,,"3.7","0.58","6.67",,,,,"4.3","1.64",,"34.54","34.54",,"34.54",,"74.37",,,,,,,"6.71","1.82","58.62",,,,"5.55","1.67",,,,,,,"5.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268.44","117.92",
"Cameroon","","612.08","326.43","-0.11","285.76","3.02","0.69","0.32","4.61","12.23","0.06","0.11","0.45","148.93","97.08","0.15","0.04",,"0.52","3.89","24.01","4.3","0.45",,,"0.5","0.16",,,,"4.17","1.76","1.86","0.82","19.32","56.94",,,,,,"0.27",,"-1.2",,,,,,"0.16",,,,,,"0.42","0.24",,"-1.26","-1.26","33.22","34.69",,"34.69",,,,,,,,,"-1.47","25.97",,"0.21","1.6",,"0.71","2.29",,,"3.61",,"6.84",,,,,"9.25","1.46",,"73.02","73.02",,"73.02",,"97.87",,"-1.16",,,,,"25.83","1.54","73.27",,,,,"-1.61",,,,,,,"3.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"306.28","263.52",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic","","268.77","108.35","0.31","160.12",,"1.21","0.02","3.9","5.81",,,"1.91","21.43","5.31",,,,"3.48","0.53","38.27","0.28","0.5",,,,,,,,"1.43","10.24","2.12",,"11.91","65.24",,,,,,"0.02",,,,,,,,,,,,,,"0.13","0.16",,,,"3.03","3.03",,"3.03",,,,,,,,,,"25.98",,"0.38","-0.5",,"0.55","4.3",,,"3.1",,"4.12",,"8.05",,,"4.4","1.58",,"53.3","53.3",,"53.3",,"12.57",,,,,,,"5.56",,"7.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.26","48.75",
"Chad","","457.66","245.71","-0.67","212.62","2.27","2.19",,"1.71","9.4",,"0.76","4.31","35.54","14.72","0.01","0.07",,"2.22","1.2","20.82","0.56","0.07","4.87",,"-0.01",,,,,"9.93","12.03","13.65","0.38","111.28","112.35",,,,,,"0.05",,"-1.45",,,,,,,,,,"0.03",,"0.11","0.59",,"-8.02","-8.02","37.66","29.67",,"29.67",,,,,,,,,"7.99","32.74",,"0.08","1.26",,"0.89","7.36",,,"3.59","0.66","13.73",,"2.55",,,"1.05","1.57",,"4.22","4.22",,"4.22",,"33.67",,"7.46",,,,,"9","0.35","15.44",,,,,"1.42",,,,,,,"2.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193.34","87.82",
"Chile","","161.2","57.46","0.5","103.24","0.02","0.85","0.23","0.42","1.7","0",,"0.3","9.68","36.46","0.16","0.06",,"0.03","-0.36","4.17","0.21","0.68","0.13","0.98","-11.9","0.01","0.09",,,"8.22","0.14","0.95","0.55","3.7","95",,,,,,"0.4",,,,,,,,,,,,"0.03",,"0.05","0.02",,,,,,,,,,,,,,,,,"2.92",,"0.19",,,"0.26","1.65",,,"0.22",,"0.6",,,,,,,,"-0.34","-0.34",,"-0.34",,"5.66",,,,,,,,"5.66",,,,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.9","56.8",
"China (People's Republic of)","","-603.61","574.63","-11.43","-1166.81","28.38","34.56","20.91","-3.51","-1.97","0.12","12.08","2.81","290.97","485.55","0.52","0.36",,"0.05","-33.04","-377.61","-1.02","0.23","2.15","1.05","23.49","-1.13","5.59",,"0.01","-22.11","9.98","10.75","64.86","48.98","176.63",,,,"0.02",,"0.84",,"-16.06",,,,,,"0.24",,,,"0.35",,"3.05","0.14",,,,,,,,,,,,,,,,,"52.4",,"1.15","22.92",,"2.17","5.82",,,"2.38","2.19","10.19",,,,,,"5.58",,"-1539.33","-1539.33",,"-1539.33",,"143.49",,,,,,,,"52.79","78.43",,,"3.76","-0.15","8.66",,,,,,,"28.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"477.74","836.4",
"Chinese Taipei","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colombia","","1013.59","926.71","0.9","85.98","3.95","0.65","0.89","4.37","33","0.09","0.08","1.78","178.73","46.22","0.08",,,"1.89","3.01","3.44","8.17","2.25","25.07","0.11","12.22","0.04","0.07",,,"49.39","34.44","20.62","4.36","495.74","46.02",,,,,,"0.72",,,,,,,,"0.02",,,,"0.02",,"0.06","0.08",,,,,,,,,,,,,,,,,"12.41",,"0.38","2.82",,"0.36","0.63",,,"1.76",,"1.03",,,,,"5.43",,,"-0.35","-0.35",,"-0.35",,"27.9",,,,,,,,"7.68","16.81",,,,"-0.04","3.45",,,,,,,"3.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"764.5","352.76",
"Comoros","","55.35","28.28","0.83","26.24",,"0.15",,,"0.67",,,,"21.81","0.02",,,,,"1.3","3.68",,"0.11",,,,,,,,,,,"0.12","0.42","7.92",,,,,,,,"0.03",,,,,,,,,,,,"0.26","0.53",,"2.46","2.46","2.09","1.05",,"1.05",,,,,,,,,"1.04","8.53",,,"1.07",,,"0.71",,,"0.87",,"0.88",,"4.19",,,,"0.81",,"2.6","2.6",,"2.6",,"2.64",,"-0.2",,,,,"0.15","0.68","2.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.02","23.36",
"Congo","","261.24","176.23","0.49","84.52","1.64","0.25","0.01","0.21","1.63","0.06","0.02","0.02","61.31","100.37","0.36",,,,"0.04","7.22","0.15","0.28",,,"0.19","0.05",,,,"0.52","0.12","0.47",,"2.95","25.94",,,,,,"0.03",,,,,,,,"0.06",,,,,,"0.4",,,"5.72","5.72","4.27","4.27","0.14","4.13",,,,,,,,,,"10.13",,,"2.62",,"0.72","0.92",,,"2","0.35","-0.98",,,,,"3.49","1.01",,"25.32","25.32",,"25.32",,"13.15",,"0.43",,,,,"4.52","0.32","10.67",,,,,"-2.79",,,,,,,"1.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173.52","163.37",
"Cook Islands","","24.63","20.76","0.01","3.86",,"5.55",,,,,,,"-0.12",,,,,,,"0.07","0.11",,,"15.15",,,,,,,,,,,"1.63",,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,"0.27",,,,,,"0.08",,,,,,,,,,,"0.19",,,,,,,"1.96","1.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.05","-0.12",
"Costa Rica","","35.55","26.67","0.42","8.46","1.52","0.02","0.21",,"2.11","0.01",,"0.18","3.3","9.9","0.01",,,,"-0.15","-2.84","0.23","0.12","0.22",,"2.4",,,,"0.02","4.58","0.37","0.3","0.31","5.37","1.89",,,,,,"0.27",,,,,,,,"0.01",,,,"0.07",,"0.05","0.02",,,,,,,,,,,,,,,,,"2.61",,"0.16",,,"0.07","0.56",,,"0.65",,"1.17",,,,,,,,"-0.08","-0.08",,"-0.08",,"4.04",,,,,,,,"4.04",,,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","19.08",
"Cote d'Ivoire","","1437.71","721.55","2.71","713.44","4.81","0.79","1.8","2.51","10.18","0.02","5.92","1.45","553.21","19.46","0.03",,"0.1","0.79","1.22","8.33","1.03","0.32","8.92","1.13","7.43",,"0.09",,,"0.22","5.3","7.02","10.74","73.54","99.08",,,,,"0.08","0.06",,"0.64",,,,,,"0.1","1.51",,,,,"0.31","0.02",,"238.23","238.23","147.49","148.91",,"148.91",,,,,,,,,"-1.42","34.79",,"0.07","1.3",,"0.95","3.74",,,"5.25",,"13.53",,"0.03",,,"8.77","1.15",,"165.31","165.31",,"165.31",,"28.54",,"-0.43",,,,,"7.11","1.09","21.55",,,,,"-0.78",,,,,,,"4.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"676.68","612",
"Croatia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba","","87.28","60.27","0.6","26.41","0.17","0.71","0.22","3.73","5.26","0.52",,,"2.39","2.85","0.05",,,,"0.8","5.01","0.04","0.21","0.08",,"1.52","0.04","0.17",,,"19.65","-0.12","4.15","0.27","12.72","4.8",,,,"0.01",,,,"0.46",,,,,,,,,,,,"0.11","0.01",,,,,,,,,,,,,,,,,"2.87",,"0.95",,,,"0.49",,,"0.68",,"0.82",,,,,"-0.07",,,,,,,,"18.74",,,,,,,"0","3.64","9.04",,,,,"6.06",,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.3","30.86",
"Cyprus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea","","118.49","40.53","27.42","50.54",,"6.71","0.03","0.34","2.53","0.1","0.14","1.72","1.49","2.52","0.14","0.01",,"0.35","0.43",,,"0.7","0.1",,"3.57","0.03",,,,,"7.5","9.46","0.61","2.05","16.29",,,,,,"0.04",,"4.82",,,,,,"0.09","22.39",,,,,"0.08",,,,,,,,,,,,,,,,,,"20.13",,,"-1.63",,,"1.22",,,"0.86",,"3.86",,,,,"13.33","2.49",,,,,,,"14.12",,,,,,,"1.27",,"13.29",,,,,"-0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.63","16.21",
"Democratic Republic of the Congo","","5526.46","4240.06","-0.34","1286.75","3.97","10.43","0.71","173.19","36.73","0.32","2.87","8.08","1131.04","93.89","1",,,"10.3","576.89","187.07","5.99","2.29","18.28",,"31.82","0.07","0.03",,,"30.32","238.59","13.44","383.05","1283.66","313.47",,,,,,,,"-0.73",,,,,,,,,,,,"0.05","0.34",,"156.28","156.28","175.48","175.48","105.14","70.34",,,,,,,,,,"143.12",,"0.11","7.53",,"1.46","18.61",,,"7.91","39.13","59.38",,"7.01",,,"-0.26","2.24",,"394.16","394.16",,"394.16",,"104.24",,"0",,,,,"65.55","3.2","33.99",,,,,"1.5",,,,,,,"3.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3692.33","2670.92",
"Djibouti","","141.4","88.16","6.6","46.64","0.1","0.19",,"0.12","2.86",,,,"43.96","6.8","0.02",,,,"0.47","16.57","0.39",,,,,,,,,"0.75",,"0.7","0.02","15.31","12.34",,,,,,,,"5.35",,,,,,,"1",,,,,"0.09","0.16",,"4.41","4.41","5.09","6.57",,"6.57",,,,,,,,,"-1.48","7.67",,,"2.22",,"0.46","1.08",,,"0.79",,"0.93",,,,,"1.65","0.54",,"0.78","0.78",,"0.78",,"16.35",,,"13.21",,,,"0.35","1.05","2.77",,,,,"-1.03",,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.99","52.14",
"Dominica","","24.44","8.18","-0.5","16.76",,"1.06",,,"0.1",,,"0","2.39","0.04",,,,,"1.01","3.48","0.01","0.01",,"0.01",,,,,,"0.04",,,"0.03",,"15.59",,,,,,"0.04",,"-0.62",,,,,,,,,,,,"0.08",,,"-1.69","-1.69","2.79",,,,,,,,,"2.79",,,,"-0.19",,,"-0.23",,,"0.04",,,,,,,,,,,,,"0.26","0.26",,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.05","3.52",
"Dominican Republic","","242.62","187.89","0.08","54.65","0.89","0.84","0.03","0.8","0.72","0.01",,"0.29","105.95","0.75",,,,,"1.47","-5.97","3.05",,"0.13",,"0.29",,,,,"51.28","0.3","0.01","0.15","27.79","35.05",,,,,,"0.05",,,,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,"2.84",,"0.2","-1.37",,"0.67","0.66",,,"0.77","1","0.91",,,,,,,,"-0.66","-0.66",,"-0.66",,"17.42",,,,,,,,"0.64","17.03",,,,"-0.25",,,,,,,,"0.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.86","161.16",
"East African Community","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador","","181.3","126.13","0.74","54.43","1.52","0.05","0.27","12.14","1.18","0.09","0.16","1.04","0.52","41.11",,,,"0.02","2.48","-10.06","16.85","0.23","0.4","0.34","2.9","0.04",,,,"21.98","0.26","2.83","0.22","31.08","30.68",,,,,,"0.66",,,,,,,,,,,,"0.01",,"0.07",,,,,,,,,,,,,,,,,,"7.66",,"0.41","1.67",,"0.29","0.73",,,"0.97","2.4","1.02",,,,,"0.17",,,"-1.13","-1.13",,"-1.13",,"17.21","4.65",,,,,,,"4.53","8.03",,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.53","80.96",
"Egypt","","423.73","232.11","110.13","81.49","0.55","8.48","8.75","1.1","15.17","0.39","12","1.95","115.84","164.33","8.4","0.17",,"0.76","14.47","-89.19","3.8","0.17","10.06","0.47","1.87","0.09","0.09","0.12","0.03","16.25","5.6","11.85","17.42","-98.33","67.56",,,,"0.15",,,,"94.66","0.01",,"0.01",,,"0.1",,,,"0.01",,"3.51","11.68",,,,"-5.3","-5.04","1.33","-6.37",,,,,,,,,"-0.26","19.8",,"0.37","-1.73",,"0.46","1.57",,,"3.02","9.23","3.72",,,,,"1.73","1.43",,"-54.05","-54.05",,"-54.05",,"53.48",,,"39.77",,,,,"9.57","0.05",,,,,"4.09",,,,,,,"0.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139.71","377.99",
"El Salvador","","297.39","247.05","0.28","50.06","2.28","0.09","0.54","1.25","3.64","0.02",,"0.67","3.21","14.85","0.05",,,"1.5","4.15","-8.35","4.93","7.76","0.15","0.04","2.1",,"0.07",,,"44.56","1.41","1.96","0.01","162.44","42.46",,,,,,"0.19",,,,,,,,,,,,"0.04",,"0.05",,,,,,,,,,,,,,,,,,"1.03",,"0.34","-2.13",,"0.24","0.51",,,"1.11",,"0.88",,,,,"0.08",,,"-0.84","-0.84",,"-0.84",,"7.41",,,,,,,,"1.1","6.31",,,,,,,,,,,,"2.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.95","80.2",
"Equatorial Guinea","","24.55","21.63","-0.05","2.96","0.01","0.02","0.01","0.18","1.57",,,,"3.68","0.08","0.01",,,,,"0.32","0.29",,,,,,"0.01",,,"15.35",,"0.06",,"0.05","0.17",,,,,,"0.02",,"-0.08",,,,,,,,,,,,"0.01",,,,,"-1.04","-1.04",,"-1.04",,,,,,,,,,"2.43",,,"-0.23",,,"0.42",,,"1.12",,"0.45",,,,,,"0.67",,"-2","-2",,"-2",,"3.4",,"-0.16",,,,,,"0.35","3.21",,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.7","19.32",
"Eritrea","","133.41","33.51","4.25","95.65","0.29",,"0.01","0.11","0.75","0.15","0.31","0.54","0.79","0.8","0.02",,,"0.35","1.9","9.45","0.01",,"0.12",,"8.07","0.03",,,,"0.03","1.03","0.59","8.37","0.08","39.83",,,,,,,,"-0.1",,,,,,,,,,,,"4.37","-0.02",,,,"8.29","8.29",,"8.29",,,,,,,,,,"14.63",,"0.18","4.39",,"0.44","4.99",,,"1.83",,"2.2",,,,,,"0.6",,"12.43","12.43",,"12.43",,"20.47","3.02","0.13",,,,,"1.53","1.66","14.13",,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.14","14.56",
"Eswatini","","124.09","65.91","3.9","54.28","5.37","1.45",,,"1.61",,"0.51","0.37","0.21","0.71",,,,,"0.35","12.58","0.17","0.42",,"0.19","1.79",,,,,,"0.04","0.23","0.03","45.25","28.47",,,,,,,,"3.83",,,,,,,,,,"0.06",,"0.01",,,,,"3.76","3.76","0.55","3.21",,,,,,,,,,"6.22",,,"0.44",,"0.58","0.5",,,"1.34",,"1",,,,,"1.46","0.9",,"-0.25","-0.25",,"-0.25",,"16.08",,"-0.41",,,,,,"1.04","15.45",,,,,,,,,,,,"5.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.74","2.64",
"Ethiopia","","3495.89","1929.73","15.42","1550.74","45.7","18.82","11.87","8.4","118.64","2.93","21.89","23.65","13.19","101.21","1.1","0.17","0.19","49.52","24.76","120.57","11.61","1.4","67.9","0.19","29.09","0.16","0.02","0.03","0.06","38.82","40.67","11.34","552.25","659.28","198.78",,,,,,"0.86",,"10.16",,,,,,"0.02","2",,,"0.01",,"1.43","0.94",,,,"237.68","237.68","4.34","233.34",,,,,,,,,,"102.97",,"0.37","8.21",,"1.75","15.62",,,"6.06",,"40.02",,,,,"28.06","2.88",,"711.87","711.87",,"711.87",,"299.44",,"6.23",,,,,"90.7","7.17","194.64",,,,"2.17","-1.47",,,,,,,"45.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1589.9","960",
"Fiji","","75.39","64.19","0.38","10.81","0.07","36.58",,,,,,,"0.78","0.84",,,,,,"19.1","0.82",,,"3.94",,,,,,,"0.06",,"0.21","1.86","7.24",,,,,,,,,,,,,,,,,,"0.06",,"0.3","0.02",,,,,,,,,,,,,,,,,"1.67",,,,,"0.73","0.07",,,"0",,,,,,,,"0.87",,,,,,,"1.91",,,,,,,,"0.33","1.58",,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.79","1.89",
"French Polynesia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon","","69.45","62.32","1.56","5.57",,"0.08",,"-0.65","1.58",,,"0.03","51.39","-3.52",,,,,"0.02","11.11","0.62","0.08",,,,,,,,"0.1",,,"0.2","1.28","0.6",,,,,,"0.02",,"1.52",,,,,,,,,,,,"0.02",,,,,"-0.68","0.62","0.85","-0.23",,,,,,,,,"-1.3","4.41",,"0.03","0.07",,"0.51","0.64",,,"1.13",,"0.86",,,,,,"1.17",,,,,,,"1.24",,,,,,,,"0.29","0.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.06","47.65",
"Gambia","","135.71","35.99","1.54","98.18","3.11","1.3","-0.07","0.33","2.96",,"0.3","0.19","0.35","0.47","0.02",,,"0.25","0.15","11.45","0.06","0.16",,"0.01","0.29","0.01",,,,"5.72","0.68",,"8.82","2.54","38.05",,,,"0.04","0.01","0.04",,"-0.24",,,,,,,,,,"0.03",,"0.26","1.4",,"3.68","3.68","17.65","5.84","0.05","5.79",,,,,,,,,"11.81","7.13",,,"0.83",,"0.25","2.71",,,"1.22",,"1.29",,,,,"0.14","0.69",,"11.08","11.08",,"11.08",,"20.6",,"0.86",,,,,"1.73","1.87","15.69",,,,,"0.45",,,,,,,"3.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.74","17.38",
"Georgia","","545.06","315.54","8.55","220.97",,,"1.81",,"0.06","2.05","4.54","4.19","7.27","73.61","1.66","0.13",,"0.28","0.11","4.97","0.16",,"0.68",,"10.11","6.58","0.1","0.51","0.11","0.11","19.25","9.36","3.19","164.7","183.14",,,,"0.02","0.69","0.51",,"-1.13","0.21",,"0.41",,,"0.46",,,,,,"7.38",,,"-28.26","-28.26","0",,,,,,,,,,"0",,,"8.84",,"0.28","1.35",,"0.16","1.25",,,"0.57","3.46","0.8",,,,,"0.6","0.37",,"37.15","37.15",,"37.15",,"20.1","3.85",,,,,,"1","0.97","14.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"253.91","126.18",
