Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Indonesia","","1296.01","1176.69","0.64","118.68",,"71.12","0.52","1.4","11.55","0.02","1.89","0.42","44.81","78.39","0.01",,,"0.07","2.33","538.3","14.67","0.08","127.27","4.47","6.05",,"0.08",,,"7.85","1.58","6.34","31.72","225.75","23.94",,,,,,"0.05",,"-0.53",,,,,,,,,,,,,"1.12",,,,"1.99",,,,,,,,,,,,"1.99","25.82",,,"-2.78",,,"4.11",,,"6.15","5.76","5.09",,,,"7.11","0.38",,,"59.78","59.78",,"59.78",,"7.15",,,,,,,,"6.9",,,,"0.46","-0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"932.85","298.44",
"Iran","","114.54","81.89","0.34","32.31",,"0.3","3.38","0.01",,"0.04",,"1.55","7.89","31.78","0.27",,,"0.28","5.6","17.48","0.31",,"3.82","0.42","5.34","0.03",,"0.01",,"0.21","0.01","0.11","2.82","0.23","3.17",,,,,,,,,,,,,,,,,,,,"0.02","0.32",,,,"-0.31",,,,,,,,,,,,"-0.31","28.73",,,,,,"0.88",,,"2.38","20.27","1.79",,,,"2.59","0.82",,,,,,,,"0.72",,,,,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.8","57.7",
"Iraq","","113.38","85.39","7.2","20.79",,,"3.96",,"0.32","0.3",,"1.7","2.02","18.38","0.04",,,"0.15","0.36","0.07","0.01","0.3","15.84","1.94","17.87","0.02",,"0.01",,"1.33","4.5","2.49","13.74","0.04","12.11",,,,,,,,,,,"0",,,,,,,,,"0.08","7.12",,,,"0.02",,,,,,,,,,,,"0.02","8.66",,,,,,"0.72",,,"0.36","3.17","1.72",,,,"1.13","1.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.93","62.65",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","28.53","-3.77","-0.49","32.79",,,,"0.94","6.89",,,,"-0.88","-0.79",,,,,"-2.23","-6.56","0.06",,"1.64","0.03","0.57",,,,,"0.04","0.14",,"7.37","-10.99","15.62",,,,,,"0.01",,"-0.5",,,,,,,,,,,,,,,,,"14.26",,,,,,,,,"14.26",,,,"1.84",,,"-0.7",,,"0.2",,,"0.28",,"0.58",,,,"1.48",,,,,,,,,"1.07",,,,,,,,,,,,,"1.68","-0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7.19","6.23",
"Jordan","","562.72","375.62","38.82","148.28",,,"0.31","-0.44","3.67","0.08","0.09","0.04","3.24","51.05","0.16",,,,"7.66","-0.2","4.58",,"0.31",,"2.26","0.07",,"0.01",,"4.67","4.2","2.08","4.97","286.81","61.06",,,,,,"17.42",,"-7.01",,,,,,,,,,,,"0.01","28.4",,,,"0.96",,,,,,,,,,,,"0.96","86.92",,,"0.27",,,"0.46",,,"0.77","1.37","0.68",,,"80.01","1.62","1.74",,,"-2.55","-2.55",,"-2.55",,"1.89",,,,,,,,"0.22",,,,"0.75",,"0.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"357.2","76.42",
"Kazakhstan","","189.29","156.59","11.9","20.8",,"0.03","0.11",,"0.66","0.08","0.42","0.07","2.26","13.07","0.13",,,,,"30.13","10.91",,"2.01","0.02","1.76","1.68",,"0.01",,"17.5","0.48","0.12","1.13","74.01","5.7",,,,,,"4.75",,"2.47","0.01",,,,,,,,,,,"1.51","3.16",,,,"7.21",,,,,,,,,,,"3.34","3.87","4.33",,,,,,"0.73",,,"0.61","1.3","0.92",,,,"0.77",,,,,,,,,"3.56",,,,,,,,"3.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.26","38.95",
"Kenya","","388.22","288.46","6.87","92.89",,"1.84","1.54","7.86","7.25","0.08","9.67","5.26","17.6","27.12","0.18",,,"3.82","-3.13","17.36","0.15","0.08","12.66","0.36","2.96","0.07","0.01","0.09",,"3.79","14.42","0.6","54.39","102.43","33.03",,,,,,"0.77",,"4.96",,,,,,,,,,,,,"1.14",,"-18.16","-18.16","-0.18","-0.2",,"-0.2",,,,,,,,,"0.02","52.86",,,"0.37",,,"4.58",,,"4.89","25.08","4.72",,,,"2.69","10.53",,,"23.64","23.64",,"23.64",,"1.7",,,,,,,,"1.37",,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223.02","155.51",
"Kiribati","","20.12","18.71","0.04","1.37",,"7.17",,,,,,,"0.06","0.03",,,,,,"8.84","0.03",,"0.02","1.56","0.02",,,,,,,,,"0.98","0.85",,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.52",,,,,,"0.07",,,"0.06",,,,,,"0.39",,,,,,,,,"0",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.91","0.11",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","158.52","95.52","7.03","55.97",,"0.03","0.13",,"0.66","0.1","0.56","0.06","0.44","11.01",,,,"0.24","0.09","8.12","0.23",,"1.66","0.01","1.31","0.02",,"0.02",,"0.01","0.84","13.85","4.47","51.66","12.83",,,,,,"1.3",,"3.25",,,,,,,,,,,,"2.48",,,"-1.39","-1.39","2.86",,,,,,,,,,,"1.82","1.04","5.19",,,"0.8",,,"1.52",,,"0.63","0.93","0.85",,,,"0.46",,,,"33.4","33.4",,"33.4",,"3.08",,,,,,,,"0.11",,,,,,"2.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.45","19.65",
"Lao People's Democratic Republic","","234.36","179.44","0.05","54.87",,"8.6","0.01","3.17","1.45",,"4.96","1.33","14.85","11.97",,,,"0.21","0.81","90.09","1.47","4.74","1.97","0.92","5.69","0.16","0.08",,,,"15.38","2.01","1.04","8.53","8.6",,,,,,"0.05",,,,,,,,,,,,,,,,,"2.62","2.62",,,,,,,,,,,,,,"14.51",,,"5.63",,,"1.12",,,"1.79",,"1.52",,,,"1.73","2.72",,,"27.2","27.2",,"27.2",,"1.94",,,,,,,,"0.2",,,,,"0.99","0.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.74","60.68",
"Lebanon","","204.02","102.6","23.18","78.24",,"0.02","0.1","1.46","1.31","0.08",,"0.09","33.23","7.18","1.47",,,,"0.96","10.12","0.09","0.34","0.36",,"5.34","0.05",,,,"2.25","1.1","0.66","0.21","36.18","21.99",,,,,,,,"-1.63",,,,,,,,,,,,,"24.81",,,,"-1.7",,,,,,,,,,,,"-1.7","55.45",,,"0.88",,,"0.48",,,"0.59","2.14","0.59",,,"49.09","1.68",,,,,,,,,"2.5",,,,,,,,"0.75",,,,,,"1.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.19","48.88",
"Lesotho","","77","29.75","-1.18","48.43",,"0.09",,,"0.23","0.02","0.81",,"-0.85","4.66",,,,"10.7","0.48","3.93",,,"0.69","0.03","0.37",,,,,,"0.27","0.6","1.73","5.99","13.03",,,,,,"0.01",,"-1.19",,,,,,,,,,,,,,,"5.25","5.25","4.58","4.58",,"4.58",,,,,,,,,,"6.89",,,"0.09",,,"0.86",,,"0.45",,"1.25",,,,"0.76","3.48",,,"18.49","18.49",,"18.49",,"0.19",,,,,,,,"0.69",,,,,,"-0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.17","18.51",
"Liberia","","54.99","26.95","0.01","28.03",,,"0.08",,"0.34",,"0.06","0.46","1.74","-2.14",,,,"0.62",,"0.02",,"0.28","2.88",,"1.94","0",,,,,"1.07","1.67","2.85","15.08","9.24",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.7",,,,,,"0.77",,,"0.53","8.33","1.48",,,,"2.6","4.99",,,,,,,,"0.09",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.89","7.9",
"Libya","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macau (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar","","373.94","126.03","-1.22","249.13",,,"1.57","0.67","1.22",,"0.01","0.1","46.33","8.62","0.02",,,,"0.09","7.6","0.15","0.08","0.44",,"5.7",,"0.05",,,"4.86","0.13","6.01","0.71","41.67","48.1",,,,,,"0.02",,"-1.24",,,,,,,,,,,,,,,"13.05","13.05","9.89","9.89","4.94","4.95",,,,,,,,,,"20.39",,,"2.34",,,"5.52",,,"1.74",,"5.05",,,,"1.55","4.19",,,"158.56","158.56",,"158.56",,"-0.86",,,,,,,,"0.01",,,,,,"-0.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.24","63.68",
"Malawi","","379.74","226.54","7.08","146.12",,"1.24","0.07","0.07","8.54",,"7.78","0.74","5.05","24.03","0.02",,"1.57","3.08","1.64","18.81","0.07","1.29","16.86","0.14","15.56",,,,,"0.42","7.65","0.57","50.19","61.15","52.14",,,,,,"0.07",,"7.01",,,,,,,,,,,,,,,"-7.33","-7.33","23.71","23.71","2.88","20.83",,,,,,,,,,"22.63",,,"1.39",,,"2.77",,,"2.94","1.46","4.93",,,,"2.14","7",,,"47.98","47.98",,"47.98",,"6.99",,,,,,,,"1.7",,,,,"2.3","2.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169.41","118.89",
"Malaysia","","89.34","85.59","-1.53","5.28",,"0.3","0.01",,"0.69",,"25.97","-2.12","-2.71","4.48",,,,,,"54.15","0.19",,"0.91","0.06","0.3",,"0.08",,,"2.25",,"0.04","-0.11","1.1","0.38",,,,,,,,"-1.63",,,,,,,,,,,,"0.01","0.09",,,,"-0.56",,,,,,,,,,,,"-0.56","1.88",,,,,,"0.36",,,"0.15",,"0.38",,,,"0.99",,,,,,,,,"3.58",,,,,,,,"3.48",,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.6","28.76",
"Maldives","","21.53","12.91","-0.76","9.38",,"1.29",,,"0.13","0.01","0.12",,"0.02","0.03",,,,"0.03",,"9.12","0.05",,"0.01","0.29","1.47",,,,,"0.04",,,"0.39","-0.09",,,,,,,,,"-0.76",,,,,,,,,,,,,,,,,"3.7",,,,,,,,,,,,"3.7","3.46",,,"0.35",,,"0.48",,,"0.5",,"0.65",,,,"1.48",,,,"2.61","2.61",,"2.61",,"-0.39",,,,,,,,"0",,,,,"-0.1","-0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.6","0.65",
"Mali","","420.48","256.81","-4.32","167.99",,,"0.04","8.81","13.62","0.02","0.06","0.05","63.57","27.95",,,,,"1.47","17.02","0.01","5.39","38.17",,"7.11","0.02",,"0.01",,"0.4","9.11","7.91","6.84","49.23","51.83",,,,,,"0.05",,"-1.94",,,,,,,,,,,,,"-2.43",,"-9.59","-9.59","9.66","6.99","0.49","6.5",,,,,,,,,"2.67","20.93",,,"2.75",,,"3.56",,,"2.23",,"5.27",,,,"2.44","4.68",,,"88.53","88.53",,"88.53",,"6.63",,,,,,,,"1.37",,,,,,"5.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.7","161.91",
"Malta","","11.04","0.23","-0.49","11.3",,,,,"0.04",,,,"0.33","-0.62",,,,,"-0.03","0.18",,,,,,,,,,"0.02",,"0.39","0.09","-0.17","10.92",,,,,,,,"-0.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.38",,,,,,,,,,"0.12",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.18","-0.21",
"Marshall Islands","","55.73","55.41","0.04","0.28",,"0.68",,,,,,,,"0.01",,,,,,"5.07",,,,"0.18",,,,,,,,,,"49.47",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21",,,,,,"0.07",,,"0.05",,,,,,"0.09",,,,,,,,,"0.07",,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.55","0.01",
"Mauritania","","363.46","146.81","-1.57","218.22",,,"9.72","1.87","2.18",,,,"20.02","25.64","0.1",,,"0.07","2.1","13.02","0.21",,"27.58",,"0.53",,"0.24",,,"17.95","0.31","0.4","19.37","5.5","121.35",,,,,,"0.11",,"-2.06",,,,,,,,,,,,,"0.38",,"9.98","9.98","23.68","17.76","5.73","12.03",,,,,,,,,"5.92","11.23",,,"-0.27",,,"0.63",,,"2.03","0.29","1.35",,,,"2.21","4.99",,,"41.45","41.45",,"41.45",,"10.53",,,,,,,,"0.19",,,,,,"10.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.83","124.97",
"Mauritius","","23.85","3.53","0.65","19.67",,"0.14","0.01","0.44","0.24","0.01",,"0.01","-0.23","1.44","0.01",,,,,"0.69","0.01",,"0.05","0.01","0.31","0",,,,,,,"0.24","0.15","17.98",,,,,,"0.08",,"0.57",,,,,,,,,,,,,,,,,"-0.13","-0.13",,"-0.13",,,,,,,,,,"2.26",,,"0.59",,,"0.16",,,"0.16",,"0.46",,,,"0.89",,,,"-0.61","-0.61",,"-0.61",,"0.17",,,,,,,,"0.25",,,,,"-0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.53","1.98",
"Mayotte","","124.88","125.22",,"-0.34",,,,,,,,,"125.22",,,,,,,,,,,,,,,,,,,,,,"-0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.22","125.22",
"Mekong Delta Project","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico","","135.55","92.73","0.43","42.39",,"0.01","0.28","0.43","3.91",,"-0.24","0.24","-0.23","14.97","0.01",,,"0.05","0.49","-6.62","0.11","0.09","3.28","0.23","0.39","0","0.11",,,"-12","0.38","0.27","2.6","83.97","5.91",,,,,,"0.31",,,,,,,,,,,,,,,"0.12",,,,,,,,,,,,,,,,,"10.3",,,,,,"0.79",,,"4.67","1.75","1.19",,,,"1.9",,,,,,,,,"26.18",,,,,,,,"25.48",,,,"0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.09","10.46",
"Micronesia","","110.73","110.07","0.03","0.63",,"1.23",,,,,,,"0.01","0.01",,,,,,"9.65","0.01",,,"0.04",,,,,,"0.15",,"0.04",,"98.93",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23",,,,,,"0.02",,,"0.09",,,,,,"0.12",,,,,,,,,"0.4",,,,,,,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.6","0.17",
"Moldova","","142.98","87.99","3.17","51.82",,,"0.8","0.02","0.32","1.36","1.47","0.46","2.29","2.4","0.31",,,"0.09","0.4","5.91","0.04","0.35","3.47",,"1.09","0.23",,"0.02",,"0.01","4.57","2.15","3.32","56.91","11.27",,,,,"0.01","2.89",,,"0.01",,"0",,,,,,,,,"0.26",,,"11.96","11.96","0.24",,,,,,,,,,,"0.24",,"4.7",,,"1.77",,,"0.8",,,"0.17","0.89","0.63",,,,"0.44",,,,"21.87","21.87",,"21.87",,"1.78",,,,,,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.55","21.57",
"Mongolia","","183.56","158.66","4.78","20.12",,"2.18","0.38",,"0.92","0.78","0.94","0.07","1.02","23.19",,,,"0.06","1.01","79.01","16.47","0.91","2.55","0.4","2.64","0.12",,,,"1.37","2.36","1.28","0.57","20.43","3.08",,,,,,"0.09",,"4.34",,,,,,,,,,,,"0.33","0.02",,"-7.68","-7.68","0.91",,,,,,,,,,,"0.91",,"7.94",,,"0.71",,,"1.19",,,"1.99","0.1","0.93",,,,"3.02",,,,"13.26","13.26",,"13.26",,"2.61",,,,,,,,"1.89",,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.15","35.33",
"Montenegro","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montserrat","","43.53","45.31",,"-1.78",,,,,"0.01",,,,,,,,,,,"0.07",,,,,,,,,,,,"0.02","45.21",,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,"-1.91",,,,,,,,,"-1.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.29","45.21",
"Morocco","","364.39","217.24","-0.03","147.18",,,"0.47","3.98","2.39","0.15","-0.87","0.03","145.84","16.88","0.1",,,,"-3.62","40.8","0.46","1.66","1.15",,"0.17","0.02","0.57",,,"18.43","0.78","1.17",,"-13.32","127.12",,,,,,,,"-3.64",,,,,,,,,,,,,"3.61",,,,"4.07","2.86",,"2.86",,,,,,,,,"1.21","6.98",,,"-0.19",,,"0.95",,,"0.93","0.39","1.52",,,,"2.04","1.34",,,"-1.35","-1.35",,"-1.35",,"10.36",,,,,,,,"12.32",,,,,,"-1.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188.97","185.57",
"Mozambique","","2217.37","1662.12","0.63","554.62",,"6.83","21.37","2.75","9.02",,"51.93","11.79","431.63","156.93",,,"1.07","29.37","446.46","69.66","0.04","0.41","51.97","0.19","38.68","0.02","23.9",,,"33.53","45.27","21.64","47.98","159.68","137.76",,,,,,,,"0.63",,,,,,,,,,,,,,,"5.92","5.92","75.55","73.09",,"73.09",,,,,,,,,"2.46","33.37",,,"6.61",,,"4.02",,,"5.87","1.88","6.49",,,,"2.77","5.73",,,"297.2","297.2",,"297.2",,"4.82",,,,,,,,"1.76",,,,,"4.11","-1.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1321.36","1355.31",
"Myanmar","","119.03","86.34","0.13","32.56",,"2.73",,,"1.32",,"0.88","0.14","1.52","1.68",,,,"0.26","0.02","49.39","7.2",,"4.17","0.07","3.86","0",,,,,"0.92","0.91","6.45","4.82","8.7",,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.68",,,,,,"6.48",,,"1.45","5.32","7.42",,,,"4.25","0.76",,,,,,,,"-1.82",,,,,,,,,,,,,,"-1.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.2","16.04",
"Namibia","","135.02","86.34","0.56","48.12",,"0.14","0.56","0.57","0.67","0.12","1.87","7","3.04","18.26",,,"1.18","0.28","0.03","3.15","0.25","4.35","4.78","0.1","3.41",,"0.88",,,"5.77","9.42","0.48","3","17.03","37.35",,,,,,"0.04",,"0.52",,,,,,,,,,,,,,,,,"0.52","0.52",,"0.52",,,,,,,,,,"9.45",,,"-0.12",,,"-0.15",,,"1.18","4.42","1.19",,,,"2.01","0.92",,,,,,,,"0.8",,,,,,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.18","59.93",
"Nauru","","11.72","11.72",,,,"11.37",,,,,,,,,,,,,,"0.22","0.11",,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.22",,
"Nepal","","334.5","281.54","-0.4","53.36",,"3.48","1.84","-0.09","4.15","0.02","25.37","5.6","-1.92","34.52",,,,"0.34","0.07","97.45","2.13","0.12","7.29","0.52","13.11","0",,,,"0.02","3.6","14.4","36.92","32.6","13.41",,,,,,"0.23",,"-0.63",,,,,,,,,,,,,,,"-4.35","-4.35",,,,,,,,,,,,,,"29.63",,,"-0.71",,,"6.49",,,"3.3","5.16","3.26",,,,"4.62","7.51",,,"14.46","14.46",,"14.46",,"0.21",,,,,,,,"0.86",,,,,"-0.12","-0.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203.79","113.7",
"Netherlands Antilles","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua","","416.04","289.48","0.04","126.53",,"0.11","4.45","2","7.65",,"24.99","5.9","0.88","34.45",,,,"0.48","2.29","31.42","2.25","3.21","26.01","0.1","9.08","0",,,,"22.29","38.65","6.19","0.36","66.72","33.77",,,,,,"0.04",,,,,,,,,,,,,,,,,"4.7","4.7",,,,,,,,,,,,,,"9.31",,,"1.27",,,"2.21",,,"2.03",,"0.68",,,,"1","2.12",,,"75.4","75.4",,"75.4",,"3.35",,,,,,,,"0.43",,,,,"1.06","1.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143.77","165.96",
"Niger","","295.81","114.5","0.34","180.97",,,"0.03","4.14","5.27",,"6.79",,"34.42","14.86",,,,,"1.32","13.29","0.02","4.12","1.84",,"2.37",,,,,"0.16","0.07","8.94","0.59","16.27","38.88",,,,,,"0.06",,"0.08",,,,,,,,,,,,,"0.2",,"19.56","19.56","20.11","18.83",,"18.83",,,,,,,,,"1.28","21.36",,,"1.91",,,"3.39",,,"2.87","0.1","6.14",,,,"2.93","4.02",,,"69.73","69.73",,"69.73",,"11.33",,,,,,,,"0.19",,,,,,"11.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.02","68.34",
